ID,Country,Province,District,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Total,Serbs,Montenegrins,Croats,Bosniaks,Albanians,Bulgarians,Macedonians,Turks,Roma,Others,Unstated,Unknown,Hungarians,Slovaks,Aromanians,Muslims,Yugoslavs,Greeks,Romanians,Gorans,Egyptians,Ashkali,Italians,Russians,Ruthenians,Bunjevacis,Slovenians,Czechs,Ukrainians,Germans,Poles,Jews,Austrians,Vlachs,Armenian,English,French,Spanish,Swedish,Finnish,Portugese,Dutch,Danish,Nigerian,Sri Lankan,Indian,Pakistan,Bangladeshi,Chinese,Filippino,Vietnamese,Iran,Syrians,Turkmenistan,Azerbaijan,Maronite Arabs,Sunni Arabs,Shia Arabs,Orthodox Arabs,Copt Arabs,Catholic Arabs
BH001,Bosnia and Herzegovina,null,Banovići,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,22773,237,0,284,21374,0,0,0,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH002,Bosnia and Herzegovina,null,Bihać,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,56261,910,0,3265,49550,0,0,0,0,0,2536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH003,Bosnia and Herzegovina,null,Bosansko Grahovo,Serbs,Croats,Others,Bosniaks,.,.,.,.,.,.,2449,2028,0,393,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH004,Bosnia and Herzegovina,null,Breza,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,14168,121,0,314,13154,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH005,Bosnia and Herzegovina,null,Bugojno,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,31470,376,0,5767,24650,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH006,Bosnia and Herzegovina,null,Busovača,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,17910,205,0,8873,8681,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH007,Bosnia and Herzegovina,null,Cazin,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,66149,29,0,320,63463,0,0,0,0,0,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH008,Bosnia and Herzegovina,null,Čapljina,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,26157,714,0,20538,4541,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH009,Bosnia and Herzegovina,null,Čitluk,Croats,Others,Bosniaks,Serbs,.,.,.,.,.,.,18140,18,0,17900,29,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH010,Bosnia and Herzegovina,null,Donji Vakuf,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,13985,107,0,58,13376,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH011,Bosnia and Herzegovina,null,Tomislavgrad,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,31592,22,0,29006,2467,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH012,Bosnia and Herzegovina,null,Fojnica,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,12356,48,0,3664,7592,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH013,Bosnia and Herzegovina,null,Glamoč,Serbs,Bosniaks,Croats,Others,.,.,.,.,.,.,3860,1679,0,906,1251,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH014,Bosnia and Herzegovina,null,Gornji Vakuf-Uskoplje,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,20933,30,0,8660,12004,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH015,Bosnia and Herzegovina,null,Gradačac,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,39340,345,0,918,37130,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH016,Bosnia and Herzegovina,null,Grude,Croats,Others,Serbs,Bosniaks,.,.,.,.,.,.,17308,10,0,17216,3,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH017,Bosnia and Herzegovina,null,Jablanica,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,10111,63,0,726,9045,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH018,Bosnia and Herzegovina,null,Kakanj,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,37441,281,0,2973,32341,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH019,Bosnia and Herzegovina,null,Kiseljak,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,20722,409,0,11823,7838,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH020,Bosnia and Herzegovina,null,Kladanj,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,12348,107,0,33,11997,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH021,Bosnia and Herzegovina,null,Konjic,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,25148,355,0,1553,22486,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH022,Bosnia and Herzegovina,null,Kreševo,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,5273,26,0,4149,1014,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH023,Bosnia and Herzegovina,null,Široki Brijeg,Croats,Others,Serbs,Bosniaks,.,.,.,.,.,.,28929,45,0,28814,6,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH024,Bosnia and Herzegovina,null,Livno,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,34133,438,0,29273,4047,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH025,Bosnia and Herzegovina,null,Lukavac,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,44520,1499,0,1524,38561,0,0,0,0,0,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH026,Bosnia and Herzegovina,null,Ljubuški,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,28184,41,0,27271,707,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH027,Bosnia and Herzegovina,null,Maglaj,Bosniaks,Croats,Serbs,Others,.,.,.,.,.,.,23146,810,0,2041,19810,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH028,Bosnia and Herzegovina,null,Neum,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,4653,21,0,4543,63,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH029,Bosnia and Herzegovina,null,Olovo,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,10175,77,0,230,9701,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH030,Bosnia and Herzegovina,null,Posušje,Croats,Others,Serbs,Bosniaks,.,.,.,.,.,.,20477,5,0,20424,2,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH031,Bosnia and Herzegovina,null,Prozor,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,14280,3,0,10702,3525,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH032,Bosnia and Herzegovina,null,Novi Travnik,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,23832,367,0,11002,12067,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH033,Bosnia and Herzegovina,null,Centar Sarajevo,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,55181,2186,0,3333,41702,0,0,0,0,0,7960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH034,Bosnia and Herzegovina,null,Hadžići,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,23891,218,0,179,22120,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH035,Bosnia and Herzegovina,null,Ilijaš,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,19603,421,0,382,18151,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH036,Bosnia and Herzegovina,null,Novi Grad Sarajevo,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,118553,4367,0,4947,99773,0,0,0,0,0,9466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH037,Bosnia and Herzegovina,null,Vogošća,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,26343,542,0,321,24351,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH038,Bosnia and Herzegovina,null,Srebrenik,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,39678,394,0,1968,35951,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH039,Bosnia and Herzegovina,null,Tešanj,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,43063,226,0,1462,40461,0,0,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH040,Bosnia and Herzegovina,null,Travnik,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,53482,640,0,15102,35648,0,0,0,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH041,Bosnia and Herzegovina,null,Tuzla,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,110979,3378,0,15396,80774,0,0,0,0,0,11431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH042,Bosnia and Herzegovina,null,Vareš,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,8892,189,0,2820,5447,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH043,Bosnia and Herzegovina,null,Velika Kladuša,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,40419,146,0,636,32561,0,0,0,0,0,7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH044,Bosnia and Herzegovina,null,Visoko,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,39938,286,0,576,36697,0,0,0,0,0,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH045,Bosnia and Herzegovina,null,Vitez,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,25836,333,0,14350,10513,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH046,Bosnia and Herzegovina,null,Zavidovići,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,35988,573,0,1204,32735,0,0,0,0,0,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH047,Bosnia and Herzegovina,null,Zenica,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,110663,2409,0,8279,92988,0,0,0,0,0,6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH048,Bosnia and Herzegovina,null,Žepče,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,30219,501,0,17801,11727,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH049,Bosnia and Herzegovina,null,Živinice,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,57765,242,0,2508,53089,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH050,Bosnia and Herzegovina,null,Čelić,Bosniaks,Croats,Serbs,Others,.,.,.,.,.,.,10502,192,0,843,9341,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH051,Bosnia and Herzegovina,null,Bužim,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,19340,1,0,8,19207,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH052,Bosnia and Herzegovina,null,Doboj-Istok,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,10248,12,0,18,9830,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH053,Bosnia and Herzegovina,null,Doboj-Jug,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,4137,9,0,24,4017,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH054,Bosnia and Herzegovina,null,Dobretići,Croats,Others,Serbs,.,.,.,.,.,.,.,1629,1,0,1626,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH055,Bosnia and Herzegovina,null,Domaljevac-Šamac,Croats,Serbs,Others,Bosniaks,.,.,.,.,.,.,4771,92,0,4634,17,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH056,Bosnia and Herzegovina,null,Ravno,Croats,Serbs,Bosniaks,Others,.,.,.,.,.,.,3219,558,0,2633,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH057,Bosnia and Herzegovina,null,Sapna,Bosniaks,Serbs,Others,Croats,.,.,.,.,.,.,11178,234,0,3,10827,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH058,Bosnia and Herzegovina,null,Teočak,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,7424,7,0,5,7398,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH059,Bosnia and Herzegovina,null,Grad Mostar,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,105797,4421,0,51216,46752,0,0,0,0,0,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH060,Bosnia and Herzegovina,null,Bosanska Krupa,Bosniaks,Serbs,Others,Croats,.,.,.,.,.,.,25545,1260,0,66,23578,0,0,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH061,Bosnia and Herzegovina,null,Bosanski Petrovac,Serbs,Bosniaks,Others,Croats,.,.,.,.,.,.,7328,3996,0,26,3179,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH062,Bosnia and Herzegovina,null,Foča (FBIH),Bosniaks,Serbs,Others,.,.,.,.,.,.,.,1933,145,0,0,1762,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH063,Bosnia and Herzegovina,null,Goražde,Bosniaks,Serbs,Others,Croats,.,.,.,.,.,.,20897,707,0,23,19692,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH064,Bosnia and Herzegovina,null,Gračanica,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,45220,157,0,72,43857,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH065,Bosnia and Herzegovina,null,Jajce,Bosniaks,Croats,Others,Serbs,.,.,.,.,.,.,27258,501,0,12555,13269,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH066,Bosnia and Herzegovina,null,Kalesija,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,33053,254,0,20,32227,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH067,Bosnia and Herzegovina,null,Ključ,Bosniaks,Others,Serbs,Croats,.,.,.,.,.,.,16744,273,0,30,16130,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH068,Bosnia and Herzegovina,null,Kupres (FBIH),Croats,Serbs,Bosniaks,Others,.,.,.,.,.,.,5057,318,0,4474,255,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH069,Bosnia and Herzegovina,null,Odžak,Croats,Bosniaks,Serbs,Others,.,.,.,.,.,.,18821,582,0,11621,6220,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH070,Bosnia and Herzegovina,null,Orašje,Croats,Bosniaks,Others,Serbs,.,.,.,.,.,.,19861,157,0,17345,2015,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH071,Bosnia and Herzegovina,null,Sanski Most,Bosniaks,Serbs,Croats,Others,.,.,.,.,.,.,41475,1837,0,722,38344,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH072,Bosnia and Herzegovina,null,Ilidža,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,66730,1600,0,3030,58120,0,0,0,0,0,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BH073,Bosnia and Herzegovina,null,Novo Sarajevo,Bosniaks,Others,Croats,Serbs,.,.,.,.,.,.,64814,3402,0,4639,48188,0,0,0,0,0,8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
