Old ID,ID,District
9618217B80577698749666,PK178,Mauripur Sub-Division
9618217B80151254257777,PK179,Mominabad Sub-Division
9618217B18146394864332,PK180,Orangi Sub-Division
9618217B27836216786447,PK181,Site Sub-Division
9618217B86538766181056,PK182,Banda Daud Shah Tehsil
9618217B36434785765551,PK183,Karak Tehsil
9618217B28657250175694,PK184,Takht-E-Nasrati Tehsil
9618217B15678878518625,PK185,Kandhkot Taluka
9618217B20201553846238,PK186,Kashmore Taluka
9618217B6098151019348,PK187,Tangwani Taluka
9618217B67240081969707,PK188,Chunian Tehsil
9618217B57329099303802,PK189,Kasur Tehsil
9618217B52082409863754,PK190,Kot Radha Kishan Tehsil
9618217B53639078484691,PK191,Pattoki Tehsil
9618217B85681439003421,PK192,Balnigore Sub-Tehsil
9618217B70240658771261,PK193,Bulaida Sub-Tehsil
9618217B3287750467900,PK194,Dasht Sub-Tehsil
9618217B56246486806775,PK195,Hoshab Sub-Tehsil
9618217B58909274091550,PK196,Kech (Turbat) Tehsil
9618217B99249207678304,PK197,Mand Sub-Tehsil
9618217B61046651400607,PK198,Tump Sub-Tehsil
9618217B31776958523982,PK199,Zamoran Sub-Tehsil
9618217B41613201463126,PK200,Faiz Ganj Taluka
9618217B55753153064418,PK201,Gambat Taluka
9618217B61566753463089,PK202,Khairpur Taluka
9618217B63818850525327,PK203,Kingri Taluka
9618217B94972393484147,PK204,Kot Diji Taluka
9618217B14625320962806,PK205,Mirwah Taluka
9618217B45979968015680,PK206,Nara Taluka
9618217B20409854578986,PK207,Sobho Dero Taluka
9618217B47428091720855,PK208,Jahanian Tehsil
9618217B44181858694402,PK209,Kabirwala Tehsil
9618217B13227622316788,PK210,Khanewal Tehsil
9618217B9822491870028,PK211,Mian Channu Tehsil
9618217B32253439361062,PK212,Kharan Tehsil
9618217B34004324628587,PK213,Khushab Tehsil
9618217B85617072134869,PK214,Noorpur Tehsil
9618217B29615375410228,PK215,Quaidabad Tehsil
9618217B11648805809549,PK216,Aranji Sub-Tehsil
9618217B33490679855375,PK217,Karakh Sub-Tehsil
9618217B50718655065252,PK218,Khuzdar Tehsil
9618217B96635304342084,PK219,Moola Sub-Tehsil
9618217B18272036828673,PK220,Nal Sub-Tehsil
9618217B12126547852790,PK221,Ornach Sub-Tehsil
9618217B91485765143989,PK222,Saroona Sub-Tehsil
9618217B64812990154889,PK223,Wadh Tehsil
9618217B67299381221995,PK224,Zehri Tehsil
9618217B27388776429495,PK225,Bara Tehsil
9618217B97741945610446,PK226,Jamrud Tehsil
9618217B35987854225863,PK227,Landi Kotal Tehsil
9618217B20502778495945,PK228,Chaman Tehsil
9618217B72411579101573,PK229,Dobandi Sub-Tehsil
9618217B91592942596902,PK230,Gulistan Tehsil
9618217B95880920638679,PK231,Killa Abdullah Tehsil
9618217B47686885177942,PK232,Badini Sub-Tehsil
9618217B18879360320447,PK233,Kan Mehtarzai Sub-Tehsil
9618217B75776093214178,PK234,Killa Saifullah Tehsil
9618217B24347530358386,PK235,Loiband Tehsil
9618217B20003920903037,PK236,Muslim Bagh Tehsil
9618217B21963580528882,PK237,Shinki Sub-Tehsil
9618217B37478017823501,PK238,Kohat Tehsil
9618217B45474288177233,PK239,Lachi Tehsil
9618217B96945867102806,PK240,Dassu Sub Division
9618217B42691934354201,PK241,Kandia Sub Division
9618217B98955281089867,PK242,Palas Sub Division
9618217B74983796043949,PK243,Patan Sub Division
9618217B37909865693322,PK244,Grisani Sub-Tehsil
9618217B9408880403437,PK245,Kahan Tehsil
9618217B74056988433955,PK246,Kohlu Tehsil
9618217B95908919699948,PK247,Mawand Tehsil
9618217B4743832450258,PK248,Korangi Sub-Division
9618217B32801209797118,PK249,Landhi Sub-Division
9618217B33191916593922,PK250,Model Colony Sub-Division
9618217B23633640265691,PK251,Shah Faisal Sub-Division
9618217B69891825710142,PK252,Central Kurram F.R
9618217B46030390609191,PK253,Lower Kurram Tehsil
9618217B79241141393082,PK254,Upper Kurram Tehsil
9618217B49075471599752,PK255,Lahore Cantt Tehsil
9618217B65699035418342,PK256,Lahore City Tehsil
9618217B28791527725555,PK257,Lakki Marwat Tehsil
9618217B19630672602920,PK258,Sarai Naurang Tehsil
9618217B93929930107410,PK259,Bakrani Taluka
9618217B45151576893474,PK260,Dokri Taluka
9618217B49297858238659,PK261,Larkana Taluka
9618217B19893044532303,PK262,Ratodero Taluka
9618217B38765345980934,PK263,Bela Tehsil
9618217B95179806844148,PK264,Dureji Tehsil
9618217B86858446563765,PK265,Gaddani Tehsil
9618217B12237594519463,PK266,Hub Tehsil
9618217B39521024943226,PK267,"Kanraj Tehsil
117"
9618217B70316302358035,PK268,"Lakhra Tehsil
125"
9618217B27175149081745,PK269,"Liari Tehsil
86"
9618217B86665675475566,PK270,Sonmiani/Winder Tehsil
9618217B76630628026692,PK271,Uthal Tehsil
9618217B97282778757668,PK272,Choubara Tehsil
9618217B25737601938543,PK273,Karor Lal Esan Tehsil
9618217B94010131906460,PK274,Layyah Tehsil
9618217B46434483477845,PK275,Dunyapur Tehsil
9618217B76392119464219,PK276,Kahror Pacca Tehsil
9618217B75337823866281,PK277,Lodhran Tehsil
9618217B54428312139149,PK278,Duki Tehsil
9618217B59230505353758,PK279,Loralai\Bori Tehsil
9618217B55998475247860,PK280,Mekhtar Sub-Tehsil
9618217B4451792369461,PK281,Adenzai Sub-Division
9618217B49164558096656,PK282,Lal Qila Sub-Division
9618217B88301409575294,PK283,Samarbagh Sub-Division
9618217B87730202746425,PK284,Temergara Sub-Division
9618217B54248563822765,PK285,Sam Rani Zai Sub-Division
9618217B91992316601631,PK286,Swat Rani Zai Sub-Division
9618217B41060752255967,PK287,Airport Sub-Division
9618217B81288119698045,PK288,Bin Qasim Sub-Division
9618217B74562422953001,PK289,Gadap Sub-Division
9618217B9300245059383,PK290,Malakwal Tehsil
9618217B95869385333709,PK291,Mandi Bahauddin Tehsil
9618217B39885459266624,PK292,Phalia Tehsil
9618217B1796422743035,PK293,Bala Kot Tehsil
9618217B1764376648259,PK294,Mansehra Tehsil
9618217B99515953512230,PK295,Oghi Tehsil
9618217B26511611890245,PK296,Katlang Tehsil
9618217B99815948205781,PK297,Mardan Tehsil
9618217B56941601966296,PK298,Takht Bhai Tehsil
9618217B81095673790392,PK299,Dasht Tehsil
9618217B21974978317228,PK300,Khad Kocha Sub-Tehsil
9618217B9263701422890,PK301,Kirdgap Sub-Tehsil
9618217B61021693970064,PK302,Mastung Tehsil
9618217B17233619866679,PK303,Hala Taluka
9618217B46709671156622,PK304,Matiari Taluka
9618217B1054056292153,PK305,Saeedabad Taluka
9618217B2809625814941,PK306,Isakhel Tehsil
9618217B65266278076043,PK307,Mianwali Tehsil
9618217B68184335330032,PK308,Piplan Tehsil
9618217B41760593982752,PK309,Digri Taluka
9618217B93086233155793,PK310,Hussain Bux Mari Taluka
9618217B31440526169514,PK311,Jhudo Taluka
9618217B35389385843798,PK312,Kot Ghulam Muhammad Taluka
9618217B77511770733400,PK313,Mirpur Khas Taluka
9618217B29212550094263,PK314,Sindhri Taluka
9618217B21414584218612,PK315,Ambar Utman Khel Tehsil
9618217B16065617100671,PK316,Halim Zai Tehsil
9618217B45853598456335,PK317,Pindiali Tehsil
9618217B7430750340481,PK318,Prang Ghar Tehsil
9618217B32259055898287,PK319,Safi Tehsil
9618217B63558675564153,PK320,Upper Mohmand Tehsil
9618217B82493190371101,PK321,Yake Ghund Tehsil
9618217B31922989657242,PK322,Jalalpur Pirwala Tehsil
9618217B19745651984550,PK323,Multan City Tehsil
9618217B64443475206823,PK324,Multan Saddar Tehsil
9618217B57733979700194,PK325,Shujabad Tehsil
9618217B62923192711527,PK326,Drug Tehsil
9618217B65198608234722,PK327,Kingri Tehsil
9618217B29929623589579,PK328,Musakhel Tehsil
9618217B236770974659,PK329,Alipur Tehsil
9618217B43446493864836,PK330,Jatoi Tehsil
9618217B46714791587847,PK331,Kot Addu Tehsil
9618217B91139491095405,PK332,Muzaffargarh Tehsil
9618217B3385172362302,PK333,Nankana Sahib Tehsil
9618217B78084704916934,PK334,Sangla Hill Tehsil
9618217B41899806031215,PK335,Shah Kot Tehsil
9618217B85928513118667,PK336,Narowal Tehsil
9618217B39920522607459,PK337,Shakargarh Tehsil
9618217B81306509319870,PK338,Zafarwal Tehsil
9618217B38525162570146,PK339,Baba Kot Tehsil
9618217B47994085217502,PK340,Chattar Sub-Tehsil
9618217B33653411601035,PK341,Dera Murad Jamali Tehsil
9618217B3811193083348,PK342,Tamboo Tehsil
9618217B62868670592132,PK343,Bhiria Taluka
9618217B6102619181419,PK344,Kandiaro Taluka
9618217B49652450587085,PK345,Mehrabpur Taluka
9618217B49576506361166,PK346,Moro Taluka
9618217B86325725755711,PK347,Naushahro Feroze Taluka
9618217B11986805554587,PK348,Datta Khel Tehsil
9618217B46789655633865,PK349,Dossali Tehsil
9618217B50320195799158,PK350,Gharyum Tehsil
9618217B55129572621582,PK351,Ghulam Khan Tehsil
9618217B16260546865970,PK352,Mir Ali Tehsil
9618217B14052675855393,PK353,Miran Shah Tehsil
9618217B43456602867297,PK354,Razmak Tehsil
9618217B60416920570962,PK355,Shewa Tehsil
9618217B25033373041510,PK356,Spinwam Tehsil
9618217B14540535558764,PK357,Nowshera Tehsil
9618217B85805369832497,PK358,Pabbi Tehsil
9618217B76899423597402,PK359,Nushki Tehsil
9618217B85402434096341,PK360,Depalpur Tehsil
9618217B98814917393050,PK361,Okara Tehsil
9618217B92677290558981,PK362,Renala Khurd Tehsil
9618217B82128272858403,PK363,Central Tehsil
9618217B45377904205919,PK364,Ismail Zai Tehsil
9618217B73791785557213,PK365,Lower Tehsil
9618217B17002531383252,PK366,Upper Tehsil
9618217B11984200016747,PK367,Arif Wala Tehsil
9618217B61411084403748,PK368,Pakpattan Tehsil
9618217B60261397495860,PK369,Gichk Sub-Tehsil
9618217B73703267725244,PK370,Gowargo Tehsil
9618217B16143636802811,PK371,Panjgur Tehsil
9618217B47925299960583,PK372,Parome Tehsil
9618217B11440538053000,PK373,Peshawar Tehsil
9618217B2205255569081,PK374,Barshore Sub-Tehsil
9618217B42200782607352,PK375,Hurram Zai Sub-Tehsil
9618217B76048857518190,PK376,Karezat Sub-Tehsil
9618217B19963285871914,PK377,Pishin Tehsil
9618217B26394123733067,PK378,Saranan Tehsil
9618217B59919799962574,PK379,Panj Pai Sub-Tehsil
9618217B63682084587277,PK380,Quetta City Tehsil
9618217B20690386240745,PK381,Quetta Saddar Tehsil
9618217B15784467436654,PK382,Khanpur Tehsil
9618217B37482241380967,PK383,Liaquatpur Tehsil
9618217B89186195387307,PK384,#NAME?
9618217B8498662451827,PK385,Sadiqabad Tehsil
9618217B9124043146420,PK386,De-Excluded Area Rajanpur
9618217B75708704472060,PK387,Jampur Tehsil
9618217B96724689949262,PK388,Rajanpur Tehsil
9618217B59000817640305,PK389,Rojhan Tehsil
9618217B58788233354660,PK390,Gujar Khan Tehsil
9618217B27271024996955,PK391,Kahuta Tehsil
9618217B54589023039311,PK392,Kallar Sayaddan Tehsil
9618217B3680329268285,PK393,Kotli Sattian Tehsil
9618217B83104421984489,PK394,Murree Tehsil
9618217B34841225665801,PK395,Rawalpindi Tehsil
9618217B28592687647846,PK396,Taxila Tehsil
9618217B28010935462292,PK397,Chichawatni Tehsil
9618217B88637585074135,PK398,Sahiwal Tehsil
9618217B28490473893674,PK399,Jam Nawaz Ali Taluka
9618217B44887302893578,PK400,Khipro Taluka
9618217B60302584409093,PK401,Sanghar Taluka
9618217B55526375185371,PK402,Shahdadpur Taluka
9618217B1648155290969,PK403,Sinjhoro Taluka
9618217B2465642186397,PK404,Tando Adam Taluka
9618217B60331399748679,PK405,Bhalwal Tehsil
9618217B54913600718425,PK406,Kot Momin Tehsil
9618217B37395969304858,PK407,Sahiwal Tehsil
9618217B25240134101987,PK408,Sargodha Tehsil
9618217B47532492281594,PK409,Shahpur Tehsil
9618217B39999757497454,PK410,Sillanwali Tehsil
9618217B68332779082048,PK411,Daur Taluka
9618217B90267247326285,PK412,Kazi Ahmed Taluka
9618217B40348494401559,PK413,Nawabshah Taluka
9618217B26544840461255,PK414,Sakrand Taluka
9618217B67800644266725,PK415,Alpuri Tehsil
9618217B47007823281887,PK416,Bisham Tehsil
9618217B85285460066544,PK417,Puran Tehsil
9618217B78613038993344,PK418,Ferozewala Tehsil
9618217B25351305355541,PK419,Muridke Tehsil
9618217B66038883173745,PK420,Safdarabad Tehsil
9618217B71742610929001,PK421,Sharak Pur Tehsil
9618217B80377872224855,PK422,Sheikhupura Tehsil
9618217B12512882766992,PK423,Sherani Sub-Division
9618217B98376452500740,PK424,Garhi Yasin Taluka
9618217B94411658070571,PK425,Khanpur Taluka
9618217B46900508177300,PK426,Lakhi Taluka
9618217B27757142897460,PK427,Shikarpur Taluka
9618217B49647722436552,PK428,Daska Tehsil
9618217B59820493505708,PK429,Pasrur Tehsil
9618217B70438886719057,PK430,Sambrial Tehsil
9618217B70755531760277,PK431,Sialkot Tehsil
9618217B12752349345390,PK432,Kot Mandai Sub-Tehsil
9618217B18368882513354,PK433,Lehri Tehsil
9618217B85158688879478,PK434,Sangan Sub-Tehsil
9618217B82477184644412,PK435,Sibi Tehsil
9618217B40305274039011,PK436,Sohbatpur Tehsil
9618217B26139173506241,PK437,Birmil Tehsil
9618217B16932570993763,PK438,Ladha Tehsil
9618217B3793228482505,PK439,Makin Tehsil
9618217B61234163758742,PK440,Sararogha Tehsil
9618217B82679427642430,PK441,Serwekai Tehsil
9618217B34807773497614,PK442,Tiarza Tehsil
9618217B6011346458997,PK443,Toi Khulla Tehsil
9618217B60532697515425,PK444,Wana Tehsil
9618217B32691002366666,PK445,Jati Taluka
9618217B62953404341439,PK446,Kharo Chan Taluka
9618217B32309047499961,PK447,Mirpur Bathoro Taluka
9618217B34108592330182,PK448,Shah Bunder Taluka
9618217B63801206412538,PK449,Sujawal Taluka
9618217B94319031866634,PK450,New Sukkur Taluka
9618217B49534384212530,PK451,Pano Aqil Taluka
9618217B29131954662033,PK452,Rohri Taluka
9618217B63859663087686,PK453,Salehpat Taluka
9618217B93488749817642,PK454,Sukkur City Taluka
9618217B21660428778225,PK455,Lahor Tehsil
9618217B51199303566894,PK456,Razar Tehsil
9618217B86482218713484,PK457,Swabi Tehsil
9618217B62060167615722,PK458,Topi Tehsil
9618217B96227356091196,PK459,Babuzai Tehsil
9618217B68002200879702,PK460,Barikot Tehsil
9618217B66331326355874,PK461,Behrain Tehsil
9618217B24557098667068,PK462,Charbagh Tehsil
9618217B36757297695869,PK463,Kabal Tehsil
9618217B23020330942802,PK464,Khawazakhela Tehsil
9618217B40124352215218,PK465,Matta Tehsil
9618217B78978409820002,PK466,Chamber Taluka
9618217B49137359500551,PK467,Jhando Mari Taluka
9618217B32422016451775,PK468,Tando Allahyar Taluka
9618217B55492999245243,PK469,Bulri Shah Karim Taluka
9618217B32325848684143,PK470,Tando Ghulam Hyder Taluka
9618217B84304552690327,PK471,Tando Muhammad Khan Taluka
9618217B89518197918808,PK472,Tank Tehsil
9618217B62475271488005,PK473,Chachro Taluka
9618217B1653844923858,PK474,Diplo Taluka
9618217B71775069847333,PK475,Mithi Taluka
9618217B33625885361704,PK476,Nagar Parkar Taluka
9618217B59607324578491,PK477,Ghorabari Taluka
9618217B45821827970586,PK478,Keti Bunder Taluka
9618217B56949362000104,PK479,Mirpur Sakro Taluka
9618217B1372842276225,PK480,Thatta Taluka
9618217B50459917366598,PK481,Gojra Tehsil
9618217B66803850841385,PK482,Kamalia Tehsil
9618217B75645786673360,PK483,Toba Tek Singh Tehsil
9618217B27486600301498,PK484,Torghar Tehsil (Judba)
9618217B8905165567728,PK485,Kunri Taluka
9618217B67314083220757,PK486,Pithoro Taluka
9618217B7598168398580,PK487,Samaro Taluka
9618217B80289626540526,PK488,Umer Kot Taluka
9618217B75611380767926,PK489,Dir Sub-Division
9618217B41054895723693,PK490,Sharingal Sub-Division
9618217B67850657595713,PK491,Wari Sub-Division
9618217B87041756430963,PK492,Burewala Tehsil
9618217B95257720392722,PK493,Mailsi Tehsil
9618217B94265180885968,PK494,Vehari Tehsil
9618217B31193042816030,PK495,Besima Sub-Tehsil
9618217B35884329739488,PK496,Mashkhel Sub-Tehsil
9618217B53771355824836,PK497,Nag Sub-Tehsil
9618217B60673558266162,PK498,Shahgori Sub-Tehsil
9618217B15164271077712,PK499,Washuk Sub-Tehsil
9618217B84397370421850,PK500,Ashwat Sub-Tehsil
9618217B36759225643803,PK501,Kashatoo Sub-Tehsil
9618217B71582416911520,PK502,Qamar Din Karez Tehsil
9618217B6305227048180,PK503,Sambaza Sub-Tehsil
9618217B4405082245846,PK504,Zhob Tehsil
9618217B69401786075997,PK505,Sinjawi Sub-Tehsil
9618217B66698483777033,PK506,Ziarat Tehsil
9618217B46803973144296,PK507,Sudhanoti
9618217B55768510626440,PK508,Neelam Valley
9618217B57894485120071,PK509,Muzaffarabad
9618217B64863264884629,PK510,Haveli
9618217B68732265330698,PK511,Bhimber
9618217B68754169353282,PK512,Hattian Bala (Jhelum)
9618217B73079690921862,PK513,Bagh
9618217B87664867246475,PK514,Poonch
9618217B93166287325125,PK515,Kotli
9618217B94086344698677,PK516,Mirpur
9618217B15965056410830,PK517,Ghizer
9618217B18607943062555,PK518,Hunza
9618217B24239170098361,PK519,Gilgit
9618217B25754962135590,PK520,Ghanche
9618217B26900800837648,PK521,Shigar
9618217B41750222117386,PK522,Diamer
9618217B70325037560475,PK523,Astore
9618217B70387484269248,PK524,Kharmang
9618217B7415913583848,PK525,Nagar
9618217B88498185372954,PK526,Skardu
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
