ID,Old ID1,Old ID,Country,Province,District
IN2874,3547,3547,Madhya Pradesh,Dhar,Dhar
IN2875,3552,3552,Madhya Pradesh,Dhar,Dharampuri
IN2876,3548,3548,Madhya Pradesh,Dhar,Gandhwani
IN2877,3549,3549,Madhya Pradesh,Dhar,Kukshi
IN2878,3551,3551,Madhya Pradesh,Dhar,Manawar
IN2879,3546,3546,Madhya Pradesh,Dhar,Sardarpur
IN2880,3653,3653,Madhya Pradesh,Dindori,Dindori
IN2881,3652,3652,Madhya Pradesh,Dindori,Shahpura
IN2882,3727,3727,Madhya Pradesh,East Nimar,Harsud
IN2883,3728,3728,Madhya Pradesh,East Nimar,Khalwa
IN2884,3729,3729,Madhya Pradesh,East Nimar,Khandwa
IN2885,3731,3731,Madhya Pradesh,East Nimar,Pandhana
IN2886,3730,3730,Madhya Pradesh,East Nimar,Punasa
IN2887,3695,3695,Madhya Pradesh,Guna,Aron
IN2888,3691,3691,Madhya Pradesh,Guna,Bamori
IN2889,3696,3696,Madhya Pradesh,Guna,Chachaura
IN2890,3690,3690,Madhya Pradesh,Guna,Guna
IN2891,3694,3694,Madhya Pradesh,Guna,Kumbhraj
IN2892,3693,3693,Madhya Pradesh,Guna,Maksoodangarh
IN2893,3692,3692,Madhya Pradesh,Guna,Raghogarh
IN2894,3419,3419,Madhya Pradesh,Gwalior,Bhitarwar
IN2895,3420,3420,Madhya Pradesh,Gwalior,Chinour
IN2896,3418,3418,Madhya Pradesh,Gwalior,Dabra (Pichhore)
IN2897,3417,3417,Madhya Pradesh,Gwalior,Gwalior (Gird)
IN2898,3622,3622,Madhya Pradesh,Harda,Handiya
IN2899,3621,3621,Madhya Pradesh,Harda,Harda
IN2900,3619,3619,Madhya Pradesh,Harda,Khirkiya
IN2901,3624,3624,Madhya Pradesh,Harda,Rehatgaon
IN2902,3620,3620,Madhya Pradesh,Harda,Sirali
IN2903,3623,3623,Madhya Pradesh,Harda,Timarni
IN2904,3629,3629,Madhya Pradesh,Hoshangabad,Babai
IN2905,3632,3632,Madhya Pradesh,Hoshangabad,Bankhedi
IN2906,3628,3628,Madhya Pradesh,Hoshangabad,Dolariya
IN2907,3627,3627,Madhya Pradesh,Hoshangabad,Hoshangabad
IN2908,3626,3626,Madhya Pradesh,Hoshangabad,Itarsi
IN2909,3631,3631,Madhya Pradesh,Hoshangabad,Pipariya
IN2910,3625,3625,Madhya Pradesh,Hoshangabad,Seoni-Malwa
IN2911,3630,3630,Madhya Pradesh,Hoshangabad,Sohagpur
IN2912,3553,3553,Madhya Pradesh,Indore,Depalpur
IN2913,3554,3554,Madhya Pradesh,Indore,Hatod
IN2914,3556,3556,Madhya Pradesh,Indore,Indore
IN2915,3557,3557,Madhya Pradesh,Indore,Mhow
IN2916,3555,3555,Madhya Pradesh,Indore,Sawer
IN2917,3644,3644,Madhya Pradesh,Jabalpur,Jabalpur
IN2918,3646,3646,Madhya Pradesh,Jabalpur,Kundam
IN2919,3641,3641,Madhya Pradesh,Jabalpur,Majholi
IN2920,3645,3645,Madhya Pradesh,Jabalpur,Panagar
IN2921,3642,3642,Madhya Pradesh,Jabalpur,Patan
IN2922,3643,3643,Madhya Pradesh,Jabalpur,Shahpura
IN2923,3640,3640,Madhya Pradesh,Jabalpur,Sihora
IN2924,3722,3722,Madhya Pradesh,Jhabua,Jhabua
IN2925,3721,3721,Madhya Pradesh,Jhabua,Meghnagar
IN2926,3720,3720,Madhya Pradesh,Jhabua,Petlawad
IN2927,3723,3723,Madhya Pradesh,Jhabua,Ranapur
IN2928,3719,3719,Madhya Pradesh,Jhabua,Thandla
IN2929,3636,3636,Madhya Pradesh,Katni,Badwara
IN2930,3638,3638,Madhya Pradesh,Katni,Bahoriband
IN2931,3635,3635,Madhya Pradesh,Katni,Barhi
IN2932,3639,3639,Madhya Pradesh,Katni,Dhimarkheda
IN2933,3633,3633,Madhya Pradesh,Katni,Murwara
IN2934,3634,3634,Madhya Pradesh,Katni,Rithi
IN2935,3637,3637,Madhya Pradesh,Katni,Vijayraghavgarh
IN2936,3658,3658,Madhya Pradesh,Mandla,Bichhiya
IN2937,3657,3657,Madhya Pradesh,Mandla,Ghughari
IN2938,3656,3656,Madhya Pradesh,Mandla,Mandla
IN2939,3659,3659,Madhya Pradesh,Mandla,Nainpur
IN2940,3655,3655,Madhya Pradesh,Mandla,Narayanganj
IN2941,3654,3654,Madhya Pradesh,Mandla,Niwas
IN2942,3510,3510,Madhya Pradesh,Mandsaur,Bhanpura
IN2943,3515,3515,Madhya Pradesh,Mandsaur,Daloda
IN2944,3512,3512,Madhya Pradesh,Mandsaur,Garoth
IN2945,3511,3511,Madhya Pradesh,Mandsaur,Malhargarh
IN2946,3514,3514,Madhya Pradesh,Mandsaur,Mandsaur
IN2947,3513,3513,Madhya Pradesh,Mandsaur,Shamgarh
IN2948,3516,3516,Madhya Pradesh,Mandsaur,Sitamau
IN2949,3517,3517,Madhya Pradesh,Mandsaur,Suwasara
IN2950,3403,3403,Madhya Pradesh,Morena,Ambah
IN2951,3406,3406,Madhya Pradesh,Morena,Joura
IN2952,3407,3407,Madhya Pradesh,Morena,Kailaras
IN2953,3405,3405,Madhya Pradesh,Morena,Morena
IN2954,3404,3404,Madhya Pradesh,Morena,Porsa
IN2955,3408,3408,Madhya Pradesh,Morena,Sabalgarh
IN2956,3648,3648,Madhya Pradesh,Narsimhapur,Gadarwara
IN2957,3647,3647,Madhya Pradesh,Narsimhapur,Gotegaon
IN2958,3650,3650,Madhya Pradesh,Narsimhapur,Kareli
IN2959,3649,3649,Madhya Pradesh,Narsimhapur,Narsimhapur
IN2960,3651,3651,Madhya Pradesh,Narsimhapur,Tendukheda
IN2961,3505,3505,Madhya Pradesh,Neemuch,Jawad
IN2962,3508,3508,Madhya Pradesh,Neemuch,Jiran
IN2963,3509,3509,Madhya Pradesh,Neemuch,Manasa
IN2964,3507,3507,Madhya Pradesh,Neemuch,Neemuch
IN2965,3506,3506,Madhya Pradesh,Neemuch,Singoli
IN2966,3433,3433,Madhya Pradesh,Niwari,Niwari
IN2967,3434,3434,Madhya Pradesh,Niwari,Orchha
IN2968,3435,3435,Madhya Pradesh,Niwari,Prithvipur
IN2969,3453,3453,Madhya Pradesh,Panna,Ajaigarh
IN2970,3457,3457,Madhya Pradesh,Panna,Amanganj
IN2971,3455,3455,Madhya Pradesh,Panna,Devendranagar
IN2972,3456,3456,Madhya Pradesh,Panna,Gunnor
IN2973,3454,3454,Madhya Pradesh,Panna,Panna
IN2974,3458,3458,Madhya Pradesh,Panna,Pawai
IN2975,3460,3460,Madhya Pradesh,Panna,Raipura
IN2976,3459,3459,Madhya Pradesh,Panna,Shahnagar
IN2977,3608,3608,Madhya Pradesh,Raisen,Badi
IN2978,3607,3607,Madhya Pradesh,Raisen,Baraily
IN2979,3605,3605,Madhya Pradesh,Raisen,Begamganj
IN2980,3604,3604,Madhya Pradesh,Raisen,Gairatganj
IN2981,3606,3606,Madhya Pradesh,Raisen,Goharganj
IN2982,3603,3603,Madhya Pradesh,Raisen,Raisen
IN2983,3609,3609,Madhya Pradesh,Raisen,Silwani
IN2984,3610,3610,Madhya Pradesh,Raisen,Udaipura
IN2985,3579,3579,Madhya Pradesh,Rajgarh,Biaora
IN2986,3576,3576,Madhya Pradesh,Rajgarh,Jirapur
IN2987,3577,3577,Madhya Pradesh,Rajgarh,Khilchipur
IN2988,3581,3581,Madhya Pradesh,Rajgarh,Narsinghgarh
IN2989,3582,3582,Madhya Pradesh,Rajgarh,Pachore
IN2990,3578,3578,Madhya Pradesh,Rajgarh,Rajgarh
IN2991,3580,3580,Madhya Pradesh,Rajgarh,Sarangpur
IN2992,3520,3520,Madhya Pradesh,Ratlam,Alot
IN2993,3523,3523,Madhya Pradesh,Ratlam,Bajna
IN2994,3519,3519,Madhya Pradesh,Ratlam,Jaora
IN2995,3518,3518,Madhya Pradesh,Ratlam,Piploda
IN2996,3525,3525,Madhya Pradesh,Ratlam,Ratlam
IN2997,3524,3524,Madhya Pradesh,Ratlam,Rawti
IN2998,3522,3522,Madhya Pradesh,Ratlam,Sailana
IN2999,3521,3521,Madhya Pradesh,Ratlam,Tal
IN3000,3499,3499,Madhya Pradesh,Rewa,Gurh
IN3001,3494,3494,Madhya Pradesh,Rewa,Hanumana
IN3002,3497,3497,Madhya Pradesh,Rewa,Huzur
IN3003,3490,3490,Madhya Pradesh,Rewa,Jawa
IN3004,3492,3492,Madhya Pradesh,Rewa,Mangawan
IN3005,3495,3495,Madhya Pradesh,Rewa,Mauganj
IN3006,3496,3496,Madhya Pradesh,Rewa,Naigarhi
IN3007,3498,3498,Madhya Pradesh,Rewa,Raipur - Karchuliyan
IN3008,3493,3493,Madhya Pradesh,Rewa,Semaria
IN3009,3491,3491,Madhya Pradesh,Rewa,Sirmour
IN3010,3489,3489,Madhya Pradesh,Rewa,Teonthar
IN3011,3464,3464,Madhya Pradesh,Sagar,Banda
IN3012,3461,3461,Madhya Pradesh,Sagar,Bina
IN3013,3471,3471,Madhya Pradesh,Sagar,Deori
IN3014,3468,3468,Madhya Pradesh,Sagar,Garhakota
IN3015,3470,3470,Madhya Pradesh,Sagar,Kesli
IN3016,3462,3462,Madhya Pradesh,Sagar,Khurai
IN3017,3463,3463,Madhya Pradesh,Sagar,Malthon
IN3018,3466,3466,Madhya Pradesh,Sagar,Rahatgarh
IN3019,3469,3469,Madhya Pradesh,Sagar,Rehli
IN3020,3467,3467,Madhya Pradesh,Sagar,Sagar
IN3021,3465,3465,Madhya Pradesh,Sagar,Shahgarh
IN3022,3486,3486,Madhya Pradesh,Satna,Amarpatan
IN3023,3481,3481,Madhya Pradesh,Satna,Birsinghpur
IN3024,3485,3485,Madhya Pradesh,Satna,Kotar
IN3025,3488,3488,Madhya Pradesh,Satna,Maihar
IN3026,3480,3480,Madhya Pradesh,Satna,Majhgawan
IN3027,3482,3482,Madhya Pradesh,Satna,Nagod
IN3028,3479,3479,Madhya Pradesh,Satna,Raghurajnagar
IN3029,3487,3487,Madhya Pradesh,Satna,Ramnagar
IN3030,3484,3484,Madhya Pradesh,Satna,Rampur Baghelan
IN3031,3483,3483,Madhya Pradesh,Satna,Unchahara
IN3032,3597,3597,Madhya Pradesh,Sehore,Ashta
IN3033,3601,3601,Madhya Pradesh,Sehore,Budni
IN3034,3599,3599,Madhya Pradesh,Sehore,Ichhawar
IN3035,3598,3598,Madhya Pradesh,Sehore,Jawar
IN3036,3600,3600,Madhya Pradesh,Sehore,Nasrullaganj
IN3037,3602,3602,Madhya Pradesh,Sehore,Rehti
IN3038,3595,3595,Madhya Pradesh,Sehore,Sehore
IN3039,3596,3596,Madhya Pradesh,Sehore,Shyampur
IN3040,3678,3678,Madhya Pradesh,Seoni,Barghat
IN3041,3673,3673,Madhya Pradesh,Seoni,Chhapara
IN3042,3675,3675,Madhya Pradesh,Seoni,Dhanora
IN3043,3674,3674,Madhya Pradesh,Seoni,Ghansaur
IN3044,3676,3676,Madhya Pradesh,Seoni,Keolari
IN3045,3679,3679,Madhya Pradesh,Seoni,Kurai
IN3046,3672,3672,Madhya Pradesh,Seoni,Lakhnadon
IN3047,3677,3677,Madhya Pradesh,Seoni,Seoni
IN3048,3702,3702,Madhya Pradesh,Shahdol,Beohari
IN3049,3703,3703,Madhya Pradesh,Shahdol,Jaisinghnagar
IN3050,3705,3705,Madhya Pradesh,Shahdol,Jaitpur
IN3051,3704,3704,Madhya Pradesh,Shahdol,Sohagpur
IN3052,3534,3534,Madhya Pradesh,Shajapur,Gulana
IN3053,3536,3536,Madhya Pradesh,Shajapur,Kalapipal
IN3054,3533,3533,Madhya Pradesh,Shajapur,Shajapur/ Moman Badodiya
IN3055,3535,3535,Madhya Pradesh,Shajapur,Shujalpur
IN3056,3401,3401,Madhya Pradesh,Sheopur,Badoda
IN3057,3399,3399,Madhya Pradesh,Sheopur,Beerpur
IN3058,3402,3402,Madhya Pradesh,Sheopur,Karahal
IN3059,3400,3400,Madhya Pradesh,Sheopur,Sheopur
IN3060,3398,3398,Madhya Pradesh,Sheopur,Vijaypur
IN3061,3430,3430,Madhya Pradesh,Shivpuri,Badarwas
IN3062,3428,3428,Madhya Pradesh,Shivpuri,Karera
IN3063,3432,3432,Madhya Pradesh,Shivpuri,Khaniyadhana
IN3064,3429,3429,Madhya Pradesh,Shivpuri,Kolaras
IN3065,3427,3427,Madhya Pradesh,Shivpuri,Narwar
IN3066,3431,3431,Madhya Pradesh,Shivpuri,Pichhore
IN3067,3425,3425,Madhya Pradesh,Shivpuri,Pohri
IN3068,3426,3426,Madhya Pradesh,Shivpuri,Shivpuri
IN3069,3711,3711,Madhya Pradesh,Sidhi,Churhat
IN3070,3712,3712,Madhya Pradesh,Sidhi,Gopadbanas
IN3071,3715,3715,Madhya Pradesh,Sidhi,Kusmi
IN3072,3714,3714,Madhya Pradesh,Sidhi,Majhauli
IN3073,3710,3710,Madhya Pradesh,Sidhi,Rampur Naikin
IN3074,3713,3713,Madhya Pradesh,Sidhi,Sihawal
IN3075,3716,3716,Madhya Pradesh,Singrauli,Chitrangi
IN3076,3717,3717,Madhya Pradesh,Singrauli,Deosar
IN3077,3718,3718,Madhya Pradesh,Singrauli,Singrauli
IN3078,3439,3439,Madhya Pradesh,Tikamgarh,Baldeogarh
IN3079,3436,3436,Madhya Pradesh,Tikamgarh,Jatara
IN3080,3440,3440,Madhya Pradesh,Tikamgarh,Khargapur
IN3081,3437,3437,Madhya Pradesh,Tikamgarh,Mohangarh
IN3082,3438,3438,Madhya Pradesh,Tikamgarh,Palera
IN3083,3441,3441,Madhya Pradesh,Tikamgarh,Tikamgarh
IN3084,3532,3532,Madhya Pradesh,Ujjain,Badnagar
IN3085,3529,3529,Madhya Pradesh,Ujjain,Ghatiya
IN3086,3526,3526,Madhya Pradesh,Ujjain,Khacharod
IN3087,3528,3528,Madhya Pradesh,Ujjain,Mahidpur
IN3088,3527,3527,Madhya Pradesh,Ujjain,Nagda
IN3089,3530,3530,Madhya Pradesh,Ujjain,Tarana
IN3090,3531,3531,Madhya Pradesh,Ujjain,Ujjain
IN3091,3500,3500,Madhya Pradesh,Umaria,Bandhogarh
IN3092,3501,3501,Madhya Pradesh,Umaria,Chandia
IN3093,3502,3502,Madhya Pradesh,Umaria,Manpur
IN3094,3504,3504,Madhya Pradesh,Umaria,Nowrozabad
IN3095,3503,3503,Madhya Pradesh,Umaria,Pali
IN3096,3586,3586,Madhya Pradesh,Vidisha,Basoda
IN3097,3591,3591,Madhya Pradesh,Vidisha,Gulabganj
IN3098,3590,3590,Madhya Pradesh,Vidisha,Gyaraspur
IN3099,3585,3585,Madhya Pradesh,Vidisha,Kurwai
IN3100,3583,3583,Madhya Pradesh,Vidisha,Lateri
IN3101,3588,3588,Madhya Pradesh,Vidisha,Nateran
IN3102,3589,3589,Madhya Pradesh,Vidisha,Shamshabad
IN3103,3584,3584,Madhya Pradesh,Vidisha,Sironj
IN3104,3587,3587,Madhya Pradesh,Vidisha,Tyonda
IN3105,3592,3592,Madhya Pradesh,Vidisha,Vidisha
IN3106,3558,3558,Madhya Pradesh,West Nimar,Barwaha
IN3107,3565,3565,Madhya Pradesh,West Nimar,Bhagwanpura
IN3108,3562,3562,Madhya Pradesh,West Nimar,Bhikangaon
IN3109,3564,3564,Madhya Pradesh,West Nimar,Gogaon
IN3110,3566,3566,Madhya Pradesh,West Nimar,Jhiranya
IN3111,3560,3560,Madhya Pradesh,West Nimar,Kasrawad
IN3112,3563,3563,Madhya Pradesh,West Nimar,Khargone
IN3113,3559,3559,Madhya Pradesh,West Nimar,Maheshwar
IN3114,3561,3561,Madhya Pradesh,West Nimar,Segaon
IN3115,4212,4212,Maharashtra,Ahmadnagar,Akola
IN3116,4225,4225,Maharashtra,Ahmadnagar,Jamkhed
IN3117,4224,4224,Maharashtra,Ahmadnagar,Karjat
IN3118,4214,4214,Maharashtra,Ahmadnagar,Kopargaon
IN3119,4220,4220,Maharashtra,Ahmadnagar,Nagar
IN3120,4217,4217,Maharashtra,Ahmadnagar,Nevasa
IN3121,4222,4222,Maharashtra,Ahmadnagar,Parner
IN3122,4219,4219,Maharashtra,Ahmadnagar,Pathardi
IN3123,4215,4215,Maharashtra,Ahmadnagar,Rahta
IN3124,4221,4221,Maharashtra,Ahmadnagar,Rahuri
IN3125,4213,4213,Maharashtra,Ahmadnagar,Sangamner
IN3126,4218,4218,Maharashtra,Ahmadnagar,Shevgaon
IN3127,4223,4223,Maharashtra,Ahmadnagar,Shrigonda
IN3128,4216,4216,Maharashtra,Ahmadnagar,Shrirampur
IN3129,4008,4008,Maharashtra,Akola,Akola
IN3130,4006,4006,Maharashtra,Akola,Akot
IN3131,4007,4007,Maharashtra,Akola,Balapur
IN3132,4011,4011,Maharashtra,Akola,Barshitakli
IN3133,4009,4009,Maharashtra,Akola,Murtijapur
IN3134,4010,4010,Maharashtra,Akola,Patur
IN3135,4005,4005,Maharashtra,Akola,Telhara
IN3136,4021,4021,Maharashtra,Amravati,Achalpur
IN3137,4026,4026,Maharashtra,Amravati,Amravati
IN3138,4020,4020,Maharashtra,Amravati,Anjangaon Surji
IN3139,4027,4027,Maharashtra,Amravati,Bhatkuli
IN3140,4030,4030,Maharashtra,Amravati,Chandur Railway
IN3141,4022,4022,Maharashtra,Amravati,Chandurbazar
IN3142,4019,4019,Maharashtra,Amravati,Chikhaldara
IN3143,4028,4028,Maharashtra,Amravati,Daryapur
IN3144,4031,4031,Maharashtra,Amravati,Dhamangaon Railway
IN3145,4018,4018,Maharashtra,Amravati,Dharni
IN3146,4023,4023,Maharashtra,Amravati,Morshi
IN3147,4029,4029,Maharashtra,Amravati,Nandgaon-Khandeshwar
IN3148,4025,4025,Maharashtra,Amravati,Teosa
IN3149,4024,4024,Maharashtra,Amravati,Warud
IN3150,4056,4056,Maharashtra,Bhandara,Bhandara
IN3151,4060,4060,Maharashtra,Bhandara,Lakhandur
IN3152,4058,4058,Maharashtra,Bhandara,Lakhani
IN3153,4055,4055,Maharashtra,Bhandara,Mohadi
IN3154,4059,4059,Maharashtra,Bhandara,Pauni
IN3155,4057,4057,Maharashtra,Bhandara,Sakoli
IN3156,4054,4054,Maharashtra,Bhandara,Tumsar
IN3157,4236,4236,Maharashtra,Bid,Ambejogai
IN3158,4226,4226,Maharashtra,Bid,Ashti
IN3159,4232,4232,Maharashtra,Bid,Bid
IN3160,4234,4234,Maharashtra,Bid,Dharur
IN3161,4229,4229,Maharashtra,Bid,Georai
IN3162,4233,4233,Maharashtra,Bid,Kaij
IN3163,4230,4230,Maharashtra,Bid,Manjlegaon
IN3164,4235,4235,Maharashtra,Bid,Parli
IN3165,4227,4227,Maharashtra,Bid,Patoda
IN3166,4228,4228,Maharashtra,Bid,Shirur (Kasar)
IN3167,4231,4231,Maharashtra,Bid,Wadwani
IN3168,4001,4001,Maharashtra,Buldana,Buldana
IN3169,4000,4000,Maharashtra,Buldana,Chikhli
IN3170,4002,4002,Maharashtra,Buldana,Deolgaon Raja
IN3171,3992,3992,Maharashtra,Buldana,Jalgaon (Jamod)
IN3172,3998,3998,Maharashtra,Buldana,Khamgaon
IN3173,4004,4004,Maharashtra,Buldana,Lonar
IN3174,3996,3996,Maharashtra,Buldana,Malkapur
IN3175,3999,3999,Maharashtra,Buldana,Mehkar
IN3176,3997,3997,Maharashtra,Buldana,Motala
IN3177,3995,3995,Maharashtra,Buldana,Nandura
IN3178,3993,3993,Maharashtra,Buldana,Sangrampur
IN3179,3994,3994,Maharashtra,Buldana,Shegaon
IN3180,4003,4003,Maharashtra,Buldana,Sindkhed Raja
IN3181,4091,4091,Maharashtra,Chandrapur,Ballarpur
IN3182,4087,4087,Maharashtra,Chandrapur,Bhadravati
IN3183,4084,4084,Maharashtra,Chandrapur,Brahmapuri
IN3184,4088,4088,Maharashtra,Chandrapur,Chandrapur
IN3185,4082,4082,Maharashtra,Chandrapur,Chimur
IN3186,4095,4095,Maharashtra,Chandrapur,Gondpipri
IN3187,4093,4093,Maharashtra,Chandrapur,Jiwati
IN3188,4092,4092,Maharashtra,Chandrapur,Korpana
IN3189,4089,4089,Maharashtra,Chandrapur,Mul
IN3190,4083,4083,Maharashtra,Chandrapur,Nagbhir
IN3191,4090,4090,Maharashtra,Chandrapur,Pombhurna
IN3192,4094,4094,Maharashtra,Chandrapur,Rajura
IN3193,4085,4085,Maharashtra,Chandrapur,Sawali
IN3194,4086,4086,Maharashtra,Chandrapur,Sindewahi
IN3195,4081,4081,Maharashtra,Chandrapur,Warora
IN3196,3976,3976,Maharashtra,Dhule,Dhule
IN3197,3975,3975,Maharashtra,Dhule,Sakri
IN3198,3973,3973,Maharashtra,Dhule,Shirpur
IN3199,3974,3974,Maharashtra,Dhule,Sindkhede
IN3200,4079,4079,Maharashtra,Gadchiroli,Aheri
IN3201,4070,4070,Maharashtra,Gadchiroli,Armori
IN3202,4078,4078,Maharashtra,Gadchiroli,Bhamragad
IN3203,4075,4075,Maharashtra,Gadchiroli,Chamorshi
IN3204,4069,4069,Maharashtra,Gadchiroli,Desaiganj (Vadasa)
IN3205,4073,4073,Maharashtra,Gadchiroli,Dhanora
IN3206,4077,4077,Maharashtra,Gadchiroli,Etapalli
IN3207,4074,4074,Maharashtra,Gadchiroli,Gadchiroli
IN3208,4072,4072,Maharashtra,Gadchiroli,Korchi
IN3209,4071,4071,Maharashtra,Gadchiroli,Kurkheda
IN3210,4076,4076,Maharashtra,Gadchiroli,Mulchera
IN3211,4080,4080,Maharashtra,Gadchiroli,Sironcha
IN3212,4064,4064,Maharashtra,Gondiya,Amgaon
IN3213,4067,4067,Maharashtra,Gondiya,Arjuni Morgaon
IN3214,4068,4068,Maharashtra,Gondiya,Deori
IN3215,4063,4063,Maharashtra,Gondiya,Gondiya
IN3216,4062,4062,Maharashtra,Gondiya,Goregaon
IN3217,4066,4066,Maharashtra,Gondiya,Sadak-Arjuni
IN3218,4065,4065,Maharashtra,Gondiya,Salekasa
IN3219,4061,4061,Maharashtra,Gondiya,Tirora
IN3220,4130,4130,Maharashtra,Hingoli,Aundha (Nagnath)
IN3221,4132,4132,Maharashtra,Hingoli,Basmath
IN3222,4129,4129,Maharashtra,Hingoli,Hingoli
IN3223,4131,4131,Maharashtra,Hingoli,Kalamnuri
IN3224,4128,4128,Maharashtra,Hingoli,Sengaon
IN3225,3986,3986,Maharashtra,Jalgaon,Amalner
IN3226,3988,3988,Maharashtra,Jalgaon,Bhadgaon
IN3227,3982,3982,Maharashtra,Jalgaon,Bhusawal
IN3228,3981,3981,Maharashtra,Jalgaon,Bodvad
IN3229,3989,3989,Maharashtra,Jalgaon,Chalisgaon
IN3230,3977,3977,Maharashtra,Jalgaon,Chopda
IN3231,3985,3985,Maharashtra,Jalgaon,Dharangaon
IN3232,3984,3984,Maharashtra,Jalgaon,Erandol
IN3233,3983,3983,Maharashtra,Jalgaon,Jalgaon
IN3234,3991,3991,Maharashtra,Jalgaon,Jamner
IN3235,3980,3980,Maharashtra,Jalgaon,Muktainagar
IN3236,3990,3990,Maharashtra,Jalgaon,Pachora
IN3237,3987,3987,Maharashtra,Jalgaon,Parola
IN3238,3979,3979,Maharashtra,Jalgaon,Raver
IN3239,3978,3978,Maharashtra,Jalgaon,Yawal
IN3240,4146,4146,Maharashtra,Jalna,Ambad
IN3241,4145,4145,Maharashtra,Jalna,Badnapur
IN3242,4142,4142,Maharashtra,Jalna,Bhokardan
IN3243,4147,4147,Maharashtra,Jalna,Ghansawangi
IN3244,4143,4143,Maharashtra,Jalna,Jafferabad
IN3245,4144,4144,Maharashtra,Jalna,Jalna
IN3246,4149,4149,Maharashtra,Jalna,Mantha
IN3247,4148,4148,Maharashtra,Jalna,Partur
IN3248,4303,4303,Maharashtra,Kolhapur,Ajra
IN3249,4299,4299,Maharashtra,Kolhapur,Bavda
IN3250,4302,4302,Maharashtra,Kolhapur,Bhudargad
IN3251,4305,4305,Maharashtra,Kolhapur,Chandgad
IN3252,4304,4304,Maharashtra,Kolhapur,Gadhinglaj
IN3253,4296,4296,Maharashtra,Kolhapur,Hatkanangle
IN3254,4301,4301,Maharashtra,Kolhapur,Kagal
IN3255,4298,4298,Maharashtra,Kolhapur,Karvir
IN3256,4295,4295,Maharashtra,Kolhapur,Panhala
IN3257,4300,4300,Maharashtra,Kolhapur,Radhanagari
IN3258,4294,4294,Maharashtra,Kolhapur,Shahuwadi
IN3259,4297,4297,Maharashtra,Kolhapur,Shirol
IN3260,4239,4239,Maharashtra,Latur,Ahmadpur
IN3261,4243,4243,Maharashtra,Latur,Ausa
IN3262,4241,4241,Maharashtra,Latur,Chakur
IN3263,4245,4245,Maharashtra,Latur,Deoni
IN3264,4240,4240,Maharashtra,Latur,Jalkot
IN3265,4237,4237,Maharashtra,Latur,Latur
IN3266,4244,4244,Maharashtra,Latur,Nilanga
IN3267,4238,4238,Maharashtra,Latur,Renapur
IN3268,4242,4242,Maharashtra,Latur,Shirur-Anantpal
IN3269,4246,4246,Maharashtra,Latur,Udgir
IN3270,4181,4181,Maharashtra,Mumbai,Area Not Under Any Sub-District
IN3271,4182,4182,Maharashtra,Mumbai Suburban,Area Not Under Any Sub-District
IN3272,4053,4053,Maharashtra,Nagpur,Bhiwapur
IN3273,4050,4050,Maharashtra,Nagpur,Hingna
IN3274,4042,4042,Maharashtra,Nagpur,Kalameshwar
IN3275,4047,4047,Maharashtra,Nagpur,Kamptee
IN3276,4041,4041,Maharashtra,Nagpur,Katol
IN3277,4052,4052,Maharashtra,Nagpur,Kuhi
IN3278,4046,4046,Maharashtra,Nagpur,Mauda
IN3279,4048,4048,Maharashtra,Nagpur,Nagpur (Rural)
IN3280,4049,4049,Maharashtra,Nagpur,Nagpur (Urban)
IN3281,4040,4040,Maharashtra,Nagpur,Narkhed
IN3282,4044,4044,Maharashtra,Nagpur,Parseoni
IN3283,4045,4045,Maharashtra,Nagpur,Ramtek
IN3284,4043,4043,Maharashtra,Nagpur,Savner
IN3285,4051,4051,Maharashtra,Nagpur,Umred
IN3286,4116,4116,Maharashtra,Nanded,Ardhapur
IN3287,4119,4119,Maharashtra,Nanded,Bhokar
IN3288,4122,4122,Maharashtra,Nanded,Biloli
IN3289,4127,4127,Maharashtra,Nanded,Deglur
IN3290,4121,4121,Maharashtra,Nanded,Dharmabad
IN3291,4115,4115,Maharashtra,Nanded,Hadgaon
IN3292,4114,4114,Maharashtra,Nanded,Himayatnagar
IN3293,4125,4125,Maharashtra,Nanded,Kandhar
IN3294,4113,4113,Maharashtra,Nanded,Kinwat
IN3295,4124,4124,Maharashtra,Nanded,Loha
IN3296,4112,4112,Maharashtra,Nanded,Mahoor
IN3297,4118,4118,Maharashtra,Nanded,Mudkhed
IN3298,4126,4126,Maharashtra,Nanded,Mukhed
IN3299,4123,4123,Maharashtra,Nanded,Naigaon (Khairgaon)
IN3300,4117,4117,Maharashtra,Nanded,Nanded
IN3301,4120,4120,Maharashtra,Nanded,Umri
IN3302,3967,3967,Maharashtra,Nandurbar,Akkalkuwa
IN3303,3968,3968,Maharashtra,Nandurbar,Akrani
IN3304,3971,3971,Maharashtra,Nandurbar,Nandurbar
IN3305,3972,3972,Maharashtra,Nandurbar,Nawapur
IN3306,3970,3970,Maharashtra,Nandurbar,Shahade
IN3307,3969,3969,Maharashtra,Nandurbar,Talode
IN3308,4162,4162,Maharashtra,Nashik,Baglan
IN3309,4165,4165,Maharashtra,Nashik,Chandvad
IN3310,4161,4161,Maharashtra,Nashik,Deola
IN3311,4166,4166,Maharashtra,Nashik,Dindori
IN3312,4170,4170,Maharashtra,Nashik,Igatpuri
IN3313,4160,4160,Maharashtra,Nashik,Kalwan
IN3314,4163,4163,Maharashtra,Nashik,Malegaon
