ID,Old ID1,Old ID,Country,Province,District
IN1085,1340,1340,Bihar,Banka,Dhuraiya
IN1086,1346,1346,Bihar,Banka,Katoria
IN1087,1343,1343,Bihar,Banka,Phulidumar
IN1088,1339,1339,Bihar,Banka,Rajaun
IN1089,1337,1337,Bihar,Banka,Shambhuganj
IN1090,1302,1302,Bihar,Begusarai,Bachhwara
IN1091,1308,1308,Bihar,Begusarai,Bakhri
IN1092,1311,1311,Bihar,Begusarai,Balia
IN1093,1304,1304,Bihar,Begusarai,Barauni
IN1094,1306,1306,Bihar,Begusarai,Begusarai
IN1095,1300,1300,Bihar,Begusarai,Bhagwanpur
IN1096,1305,1305,Bihar,Begusarai,Birpur
IN1097,1299,1299,Bihar,Begusarai,Cheria Bariarpur
IN1098,1297,1297,Bihar,Begusarai,Chhorahi
IN1099,1309,1309,Bihar,Begusarai,Dandari
IN1100,1298,1298,Bihar,Begusarai,Garhpura
IN1101,1296,1296,Bihar,Begusarai,Khudabandpur
IN1102,1301,1301,Bihar,Begusarai,Mansurchak
IN1103,1312,1312,Bihar,Begusarai,Matihani
IN1104,1307,1307,Bihar,Begusarai,Naokothi
IN1105,1310,1310,Bihar,Begusarai,Sahebpur Kamal
IN1106,1313,1313,Bihar,Begusarai,Shamho Akha Kurha
IN1107,1303,1303,Bihar,Begusarai,Teghra
IN1108,1322,1322,Bihar,Bhagalpur,Bihpur
IN1109,1328,1328,Bihar,Bhagalpur,Colgong
IN1110,1326,1326,Bihar,Bhagalpur,Gopalpur
IN1111,1334,1334,Bihar,Bhagalpur,Goradih
IN1112,1329,1329,Bihar,Bhagalpur,Ismailpur
IN1113,1335,1335,Bihar,Bhagalpur,Jagdishpur
IN1114,1323,1323,Bihar,Bhagalpur,Kharik
IN1115,1321,1321,Bihar,Bhagalpur,Narayanpur
IN1116,1331,1331,Bihar,Bhagalpur,Nathnagar
IN1117,1324,1324,Bihar,Bhagalpur,Naugachhia
IN1118,1327,1327,Bihar,Bhagalpur,Pirpainti
IN1119,1325,1325,Bihar,Bhagalpur,Rangra Chowk
IN1120,1330,1330,Bihar,Bhagalpur,Sabour
IN1121,1333,1333,Bihar,Bhagalpur,Shahkund
IN1122,1336,1336,Bihar,Bhagalpur,Sonhaula
IN1123,1332,1332,Bihar,Bhagalpur,Sultanganj
IN1124,1424,1424,Bihar,Bhojpur,Agiaon
IN1125,1414,1414,Bihar,Bhojpur,Arrah
IN1126,1415,1415,Bihar,Bhojpur,Barhara
IN1127,1419,1419,Bihar,Bhojpur,Behea
IN1128,1422,1422,Bihar,Bhojpur,Charpokhari
IN1129,1423,1423,Bihar,Bhojpur,Garhani
IN1130,1420,1420,Bihar,Bhojpur,Jagdishpur
IN1131,1416,1416,Bihar,Bhojpur,Koilwar
IN1132,1421,1421,Bihar,Bhojpur,Piro
IN1133,1426,1426,Bihar,Bhojpur,Sahar
IN1134,1417,1417,Bihar,Bhojpur,Sandesh
IN1135,1413,1413,Bihar,Bhojpur,Shahpur
IN1136,1425,1425,Bihar,Bhojpur,Tarari
IN1137,1418,1418,Bihar,Bhojpur,Udwant Nagar
IN1138,1429,1429,Bihar,Buxar,Barhampur
IN1139,1433,1433,Bihar,Buxar,Buxar
IN1140,1428,1428,Bihar,Buxar,Chakki
IN1141,1430,1430,Bihar,Buxar,Chaugain
IN1142,1434,1434,Bihar,Buxar,Chausa
IN1143,1432,1432,Bihar,Buxar,Dumraon
IN1144,1436,1436,Bihar,Buxar,Itarhi
IN1145,1431,1431,Bihar,Buxar,Kesath
IN1146,1437,1437,Bihar,Buxar,Nawanagar
IN1147,1435,1435,Bihar,Buxar,Rajpur
IN1148,1427,1427,Bihar,Buxar,Simri
IN1149,1179,1179,Bihar,Darbhanga,Alinagar
IN1150,1181,1181,Bihar,Darbhanga,Bahadurpur
IN1151,1184,1184,Bihar,Darbhanga,Baheri
IN1152,1180,1180,Bihar,Darbhanga,Benipur
IN1153,1185,1185,Bihar,Darbhanga,Biraul
IN1154,1176,1176,Bihar,Darbhanga,Darbhanga
IN1155,1186,1186,Bihar,Darbhanga,Ghanshyampur
IN1156,1188,1188,Bihar,Darbhanga,Gora Bauram
IN1157,1182,1182,Bihar,Darbhanga,Hanumannagar
IN1158,1183,1183,Bihar,Darbhanga,Hayaghat
IN1159,1173,1173,Bihar,Darbhanga,Jale
IN1160,1175,1175,Bihar,Darbhanga,Keotiranway
IN1161,1187,1187,Bihar,Darbhanga,Kiratpur
IN1162,1189,1189,Bihar,Darbhanga,Kusheshwar Asthan
IN1163,1190,1190,Bihar,Darbhanga,Kusheshwar Asthan Purbi
IN1164,1177,1177,Bihar,Darbhanga,Manigachhi
IN1165,1174,1174,Bihar,Darbhanga,Singhwara
IN1166,1178,1178,Bihar,Darbhanga,Tardih
IN1167,1491,1491,Bihar,Gaya,Amas
IN1168,1485,1485,Bihar,Gaya,Atri
IN1169,1492,1492,Bihar,Gaya,Banke Bazar
IN1170,1502,1502,Bihar,Gaya,Barachatti
IN1171,1481,1481,Bihar,Gaya,Belaganj
IN1172,1497,1497,Bihar,Gaya,Bodh Gaya
IN1173,1496,1496,Bihar,Gaya,Dobhi
IN1174,1494,1494,Bihar,Gaya,Dumaria
IN1175,1500,1500,Bihar,Gaya,Fatehpur
IN1176,1487,1487,Bihar,Gaya,Gaya Town
IN1177,1489,1489,Bihar,Gaya,Guraru
IN1178,1490,1490,Bihar,Gaya,Gurua
IN1179,1493,1493,Bihar,Gaya,Imamganj
IN1180,1482,1482,Bihar,Gaya,Khizirsarai
IN1181,1479,1479,Bihar,Gaya,Konch
IN1182,1486,1486,Bihar,Gaya,Manpur
IN1183,1501,1501,Bihar,Gaya,Mohanpur
IN1184,1484,1484,Bihar,Gaya,Muhra
IN1185,1483,1483,Bihar,Gaya,Neem Chak Bathani
IN1186,1488,1488,Bihar,Gaya,Paraiya
IN1187,1495,1495,Bihar,Gaya,Sherghati
IN1188,1498,1498,Bihar,Gaya,Tan Kuppa
IN1189,1480,1480,Bihar,Gaya,Tikari
IN1190,1499,1499,Bihar,Gaya,Wazirganj
IN1191,1220,1220,Bihar,Gopalganj,Baikunthpur
IN1192,1218,1218,Bihar,Gopalganj,Barauli
IN1193,1209,1209,Bihar,Gopalganj,Bhorey
IN1194,1208,1208,Bihar,Gopalganj,Bijaipur
IN1195,1216,1216,Bihar,Gopalganj,Gopalganj
IN1196,1213,1213,Bihar,Gopalganj,Hathua
IN1197,1207,1207,Bihar,Gopalganj,Katiya
IN1198,1211,1211,Bihar,Gopalganj,Kuchaikote
IN1199,1217,1217,Bihar,Gopalganj,Manjha
IN1200,1210,1210,Bihar,Gopalganj,Pach Deuri
IN1201,1212,1212,Bihar,Gopalganj,Phulwaria
IN1202,1219,1219,Bihar,Gopalganj,Sidhwalia
IN1203,1215,1215,Bihar,Gopalganj,Thawe
IN1204,1214,1214,Bihar,Gopalganj,Uchkagaon
IN1205,1520,1520,Bihar,Jamui,Barhat
IN1206,1526,1526,Bihar,Jamui,Chakai
IN1207,1523,1523,Bihar,Jamui,Gidhaur
IN1208,1517,1517,Bihar,Jamui,Islamnagar Aliganj
IN1209,1519,1519,Bihar,Jamui,Jamui
IN1210,1522,1522,Bihar,Jamui,Jhajha
IN1211,1524,1524,Bihar,Jamui,Khaira
IN1212,1521,1521,Bihar,Jamui,Lakshmipur
IN1213,1518,1518,Bihar,Jamui,Sikandra
IN1214,1525,1525,Bihar,Jamui,Sono
IN1215,1531,1531,Bihar,Jehanabad,Ghoshi
IN1216,1533,1533,Bihar,Jehanabad,Hulasganj
IN1217,1528,1528,Bihar,Jehanabad,Jehanabad
IN1218,1529,1529,Bihar,Jehanabad,Kako
IN1219,1532,1532,Bihar,Jehanabad,Makhdumpur
IN1220,1530,1530,Bihar,Jehanabad,Modanganj
IN1221,1527,1527,Bihar,Jehanabad,Ratni Faridpur
IN1222,1448,1448,Bihar,Kaimur (Bhabua),Adhaura
IN1223,1445,1445,Bihar,Kaimur (Bhabua),Bhabua
IN1224,1447,1447,Bihar,Kaimur (Bhabua),Bhagwanpur
IN1225,1444,1444,Bihar,Kaimur (Bhabua),Chainpur
IN1226,1443,1443,Bihar,Kaimur (Bhabua),Chand
IN1227,1442,1442,Bihar,Kaimur (Bhabua),Durgawati
IN1228,1440,1440,Bihar,Kaimur (Bhabua),Kudra
IN1229,1441,1441,Bihar,Kaimur (Bhabua),Mohania
IN1230,1439,1439,Bihar,Kaimur (Bhabua),Nuaon
IN1231,1438,1438,Bihar,Kaimur (Bhabua),Ramgarh
IN1232,1446,1446,Bihar,Kaimur (Bhabua),Rampur
IN1233,1149,1149,Bihar,Katihar,Amdabad
IN1234,1140,1140,Bihar,Katihar,Azamnagar
IN1235,1138,1138,Bihar,Katihar,Balrampur
IN1236,1145,1145,Bihar,Katihar,Barari
IN1237,1139,1139,Bihar,Katihar,Barsoi
IN1238,1142,1142,Bihar,Katihar,Dandkhora
IN1239,1134,1134,Bihar,Katihar,Falka
IN1240,1136,1136,Bihar,Katihar,Hasanganj
IN1241,1137,1137,Bihar,Katihar,Kadwa
IN1242,1143,1143,Bihar,Katihar,Katihar
IN1243,1135,1135,Bihar,Katihar,Korha
IN1244,1147,1147,Bihar,Katihar,Kursela
IN1245,1148,1148,Bihar,Katihar,Manihari
IN1246,1144,1144,Bihar,Katihar,Mansahi
IN1247,1141,1141,Bihar,Katihar,Pranpur
IN1248,1146,1146,Bihar,Katihar,Sameli
IN1249,1314,1314,Bihar,Khagaria,Alauli
IN1250,1318,1318,Bihar,Khagaria,Beldaur
IN1251,1317,1317,Bihar,Khagaria,Chautham
IN1252,1319,1319,Bihar,Khagaria,Gogri
IN1253,1315,1315,Bihar,Khagaria,Khagaria
IN1254,1316,1316,Bihar,Khagaria,Mansi
IN1255,1320,1320,Bihar,Khagaria,Parbatta
IN1256,1117,1117,Bihar,Kishanganj,Bahadurganj
IN1257,1114,1114,Bihar,Kishanganj,Dighalbank
IN1258,1119,1119,Bihar,Kishanganj,Kishanganj
IN1259,1118,1118,Bihar,Kishanganj,Kochadhamin
IN1260,1116,1116,Bihar,Kishanganj,Pothia
IN1261,1113,1113,Bihar,Kishanganj,Terhagachh
IN1262,1115,1115,Bihar,Kishanganj,Thakurganj
IN1263,1357,1357,Bihar,Lakhisarai,Barahiya
IN1264,1361,1361,Bihar,Lakhisarai,Chanan*
IN1265,1363,1363,Bihar,Lakhisarai,Halsi
IN1266,1360,1360,Bihar,Lakhisarai,Lakhisarai
IN1267,1358,1358,Bihar,Lakhisarai,Pipariya
IN1268,1362,1362,Bihar,Lakhisarai,Ramgarh Chowk
IN1269,1359,1359,Bihar,Lakhisarai,Surajgarha
IN1270,1161,1161,Bihar,Madhepura,Alamnagar
IN1271,1158,1158,Bihar,Madhepura,Bihariganj
IN1272,1162,1162,Bihar,Madhepura,Chausa
IN1273,1150,1150,Bihar,Madhepura,Gamharia
IN1274,1152,1152,Bihar,Madhepura,Ghailarh
IN1275,1157,1157,Bihar,Madhepura,Gwalpara
IN1276,1159,1159,Bihar,Madhepura,Kishanganj
IN1277,1155,1155,Bihar,Madhepura,Kumarkhand
IN1278,1153,1153,Bihar,Madhepura,Madhepura
IN1279,1156,1156,Bihar,Madhepura,Murliganj
IN1280,1160,1160,Bihar,Madhepura,Puraini
IN1281,1154,1154,Bihar,Madhepura,Shankarpur
IN1282,1151,1151,Bihar,Madhepura,Singheshwar
IN1283,1088,1088,Bihar,Madhubani,Andhratharhi
IN1284,1080,1080,Bihar,Madhubani,Babubarhi
IN1285,1074,1074,Bihar,Madhubani,Basopatti
IN1286,1083,1083,Bihar,Madhubani,Benipatti
IN1287,1084,1084,Bihar,Madhubani,Bisfi
IN1288,1090,1090,Bihar,Madhubani,Ghoghardiha
IN1289,1073,1073,Bihar,Madhubani,Harlakhi
IN1290,1075,1075,Bihar,Madhubani,Jainagar
IN1291,1089,1089,Bihar,Madhubani,Jhanjharpur
IN1292,1082,1082,Bihar,Madhubani,Kaluahi
IN1293,1081,1081,Bihar,Madhubani,Khajauli
IN1294,1076,1076,Bihar,Madhubani,Ladania
IN1295,1091,1091,Bihar,Madhubani,Lakhnaur
IN1296,1077,1077,Bihar,Madhubani,Laukaha
IN1297,1078,1078,Bihar,Madhubani,Laukahi
IN1298,1092,1092,Bihar,Madhubani,Madhepur
IN1299,1085,1085,Bihar,Madhubani,Madhubani
IN1300,1072,1072,Bihar,Madhubani,Madhwapur
IN1301,1086,1086,Bihar,Madhubani,Pandaul
IN1302,1079,1079,Bihar,Madhubani,Phulparas
IN1303,1087,1087,Bihar,Madhubani,Rajnagar
IN1304,1353,1353,Bihar,Munger,Asarganj
IN1305,1349,1349,Bihar,Munger,Bariarpur
IN1306,1351,1351,Bihar,Munger,Dharhara
IN1307,1350,1350,Bihar,Munger,Jamalpur
IN1308,1352,1352,Bihar,Munger,Kharagpur
IN1309,1348,1348,Bihar,Munger,Munger
IN1310,1356,1356,Bihar,Munger,Sangrampur
IN1311,1354,1354,Bihar,Munger,Tarapur
IN1312,1355,1355,Bihar,Munger,Tetiha Bambor
IN1313,1199,1199,Bihar,Muzaffarpur,Aurai
IN1314,1202,1202,Bihar,Muzaffarpur,Bandra
IN1315,1192,1192,Bihar,Muzaffarpur,Baruraj (Motipur)
IN1316,1198,1198,Bihar,Muzaffarpur,Bochaha
IN1317,1203,1203,Bihar,Muzaffarpur,Dholi (Moraul)
IN1318,1201,1201,Bihar,Muzaffarpur,Gaighat
IN1319,1196,1196,Bihar,Muzaffarpur,Kanti
IN1320,1200,1200,Bihar,Muzaffarpur,Katra
IN1321,1205,1205,Bihar,Muzaffarpur,Kurhani
IN1322,1195,1195,Bihar,Muzaffarpur,Marwan
IN1323,1197,1197,Bihar,Muzaffarpur,Minapur
IN1324,1204,1204,Bihar,Muzaffarpur,Musahri
IN1325,1193,1193,Bihar,Muzaffarpur,Paroo
IN1326,1191,1191,Bihar,Muzaffarpur,Sahebganj
IN1327,1206,1206,Bihar,Muzaffarpur,Sakra
IN1328,1194,1194,Bihar,Muzaffarpur,Saraiya
IN1329,1377,1377,Bihar,Nalanda,Asthawan
IN1330,1385,1385,Bihar,Nalanda,Ben
IN1331,1378,1378,Bihar,Nalanda,Bihar
IN1332,1375,1375,Bihar,Nalanda,Bind
IN1333,1373,1373,Bihar,Nalanda,Chandi
IN1334,1383,1383,Bihar,Nalanda,Ekangarsarai
IN1335,1388,1388,Bihar,Nalanda,Giriak
IN1336,1372,1372,Bihar,Nalanda,Harnaut
IN1337,1382,1382,Bihar,Nalanda,Hilsa
IN1338,1384,1384,Bihar,Nalanda,Islampur
IN1339,1370,1370,Bihar,Nalanda,Karai Parsurai
IN1340,1389,1389,Bihar,Nalanda,Katrisarai
IN1341,1371,1371,Bihar,Nalanda,Nagar Nausa
IN1342,1379,1379,Bihar,Nalanda,Noorsarai
IN1343,1381,1381,Bihar,Nalanda,Parbalpur
IN1344,1374,1374,Bihar,Nalanda,Rahui
IN1345,1386,1386,Bihar,Nalanda,Rajgir
IN1346,1376,1376,Bihar,Nalanda,Sarmera
IN1347,1387,1387,Bihar,Nalanda,Silao
IN1348,1380,1380,Bihar,Nalanda,Tharthari
IN1349,1511,1511,Bihar,Nawada,Akbarpur
IN1350,1510,1510,Bihar,Nawada,Gobindpur
IN1351,1512,1512,Bihar,Nawada,Hisua
IN1352,1506,1506,Bihar,Nawada,Kashi Chak
IN1353,1508,1508,Bihar,Nawada,Kawakol
IN1354,1514,1514,Bihar,Nawada,Meskaur
IN1355,1503,1503,Bihar,Nawada,Nardiganj
IN1356,1513,1513,Bihar,Nawada,Narhat
IN1357,1504,1504,Bihar,Nawada,Nawada
IN1358,1507,1507,Bihar,Nawada,Pakribarawan
IN1359,1516,1516,Bihar,Nawada,Rajauli
IN1360,1509,1509,Bihar,Nawada,Roh
IN1361,1515,1515,Bihar,Nawada,Sirdala
IN1362,1505,1505,Bihar,Nawada,Warisaliganj
IN1363,1011,1011,Bihar,Pashchim Champaran,Bagaha
IN1364,1021,1021,Bihar,Pashchim Champaran,Bairia
IN1365,1020,1020,Bihar,Pashchim Champaran,Bettiah
IN1366,1014,1014,Bihar,Pashchim Champaran,Bhitaha
IN1367,1017,1017,Bihar,Pashchim Champaran,Chanpatia
IN1368,1007,1007,Bihar,Pashchim Champaran,Gaunaha
IN1369,1016,1016,Bihar,Pashchim Champaran,Jogapatti
IN1370,1010,1010,Bihar,Pashchim Champaran,Lauriya
IN1371,1013,1013,Bihar,Pashchim Champaran,Madhubani
IN1372,1008,1008,Bihar,Pashchim Champaran,Mainatanr
IN1373,1019,1019,Bihar,Pashchim Champaran,Majhaulia
IN1374,1009,1009,Bihar,Pashchim Champaran,Narkatiaganj
IN1375,1022,1022,Bihar,Pashchim Champaran,Nautan
IN1376,5955,5955,Bihar,Pashchim Champaran,Piprasi
IN1377,1006,1006,Bihar,Pashchim Champaran,Ramnagar
IN1378,1005,1005,Bihar,Pashchim Champaran,Sidhaw
IN1379,1018,1018,Bihar,Pashchim Champaran,Sikta
IN1380,1015,1015,Bihar,Pashchim Champaran,Thakrahan
IN1381,1407,1407,Bihar,Patna,Athmalgola
IN1382,1406,1406,Bihar,Patna,Bakhtiarpur
IN1383,1409,1409,Bihar,Patna,Barh
IN1384,1408,1408,Bihar,Patna,Belchhi
IN1385,1395,1395,Bihar,Patna,Bihta
IN1386,1397,1397,Bihar,Patna,Bikram
IN1387,1404,1404,Bihar,Patna,Daniawan
IN1388,1401,1401,Bihar,Patna,Dhanarua
IN1389,1391,1391,Bihar,Patna,Dinapur-Cum-Khagaul
IN1390,1398,1398,Bihar,Patna,Dulhin Bazar
IN1391,1403,1403,Bihar,Patna,Fatwah
IN1392,1411,1411,Bihar,Patna,Ghoswari
IN1393,1405,1405,Bihar,Patna,Khusrupur
IN1394,1390,1390,Bihar,Patna,Maner
IN1395,1400,1400,Bihar,Patna,Masaurhi
IN1396,1412,1412,Bihar,Patna,Mokameh
IN1397,1396,1396,Bihar,Patna,Naubatpur
IN1398,1399,1399,Bihar,Patna,Paliganj
IN1399,1410,1410,Bihar,Patna,Pandarak
IN1400,1392,1392,Bihar,Patna,Patna Rural
IN1401,1394,1394,Bihar,Patna,Phulwari
IN1402,1402,1402,Bihar,Patna,Punpun
IN1403,1393,1393,Bihar,Patna,Sampatchak
IN1404,1024,1024,Bihar,Purba Champaran,Adapur
IN1405,1037,1037,Bihar,Purba Champaran,Areraj
IN1406,1027,1027,Bihar,Purba Champaran,Banjaria
IN1407,1029,1029,Bihar,Purba Champaran,Bankatwa
IN1408,1043,1043,Bihar,Purba Champaran,Chakia (Pipra)
IN1409,1032,1032,Bihar,Purba Champaran,Chiraia
IN1410,1031,1031,Bihar,Purba Champaran,Dhaka
IN1411,1030,1030,Bihar,Purba Champaran,Ghorasahan
IN1412,1035,1035,Bihar,Purba Champaran,Harsidhi
IN1413,1040,1040,Bihar,Purba Champaran,Kalyanpur
IN1414,1039,1039,Bihar,Purba Champaran,Kesaria
IN1415,1041,1041,Bihar,Purba Champaran,Kotwa
IN1416,1047,1047,Bihar,Purba Champaran,Madhuban
IN1417,1049,1049,Bihar,Purba Champaran,Mehsi
IN1418,1033,1033,Bihar,Purba Champaran,Motihari
IN1419,1028,1028,Bihar,Purba Champaran,Narkatia
IN1420,1036,1036,Bihar,Purba Champaran,Paharpur
IN1421,1044,1044,Bihar,Purba Champaran,Pakri Dayal
IN1422,1045,1045,Bihar,Purba Champaran,Patahi
IN1423,1046,1046,Bihar,Purba Champaran,Phenhara
IN1424,1042,1042,Bihar,Purba Champaran,Piprakothi
IN1425,1025,1025,Bihar,Purba Champaran,Ramgarhwa
IN1426,1023,1023,Bihar,Purba Champaran,Raxaul
IN1427,1038,1038,Bihar,Purba Champaran,Sangrampur
IN1428,1026,1026,Bihar,Purba Champaran,Sugauli
IN1429,1048,1048,Bihar,Purba Champaran,Tetaria
IN1430,1034,1034,Bihar,Purba Champaran,Turkaulia
IN1431,1130,1130,Bihar,Purnia,Amour
IN1432,1131,1131,Bihar,Purnia,Baisa
IN1433,1132,1132,Bihar,Purnia,Baisi
IN1434,1120,1120,Bihar,Purnia,Banmankhi
IN1435,1121,1121,Bihar,Purnia,Barhara
IN1436,1122,1122,Bihar,Purnia,Bhawanipur
IN1437,1133,1133,Bihar,Purnia,Dagarua
IN1438,1124,1124,Bihar,Purnia,Dhamdaha
IN1439,1129,1129,Bihar,Purnia,Jalalgarh
IN1440,1127,1127,Bihar,Purnia,Kasba
IN1441,1125,1125,Bihar,Purnia,Krityanand Nagar
IN1442,1126,1126,Bihar,Purnia,Purnia East
IN1443,1123,1123,Bihar,Purnia,Rupauli
IN1444,1128,1128,Bihar,Purnia,Srinagar
IN1445,1464,1464,Bihar,Rohtas,Akorhi Gola
IN1446,1453,1453,Bihar,Rohtas,Bikramganj
IN1447,1460,1460,Bihar,Rohtas,Chenari
IN1448,1451,1451,Bihar,Rohtas,Dawath
IN1449,1465,1465,Bihar,Rohtas,Dehri
IN1450,1450,1450,Bihar,Rohtas,Dinara
IN1451,1454,1454,Bihar,Rohtas,Karakat
IN1452,1459,1459,Bihar,Rohtas,Kargahar
IN1453,1449,1449,Bihar,Rohtas,Kochas
IN1454,1455,1455,Bihar,Rohtas,Nasriganj
IN1455,1461,1461,Bihar,Rohtas,Nauhatta
IN1456,1458,1458,Bihar,Rohtas,Nokha
IN1457,1456,1456,Bihar,Rohtas,Rajpur
IN1458,1467,1467,Bihar,Rohtas,Rohtas
IN1459,1457,1457,Bihar,Rohtas,Sanjhauli
IN1460,1463,1463,Bihar,Rohtas,Sasaram
IN1461,1462,1462,Bihar,Rohtas,Sheosagar
IN1462,1452,1452,Bihar,Rohtas,Suryapura
IN1463,1466,1466,Bihar,Rohtas,Tilouthu
IN1464,1172,1172,Bihar,Saharsa,Banma Itahri
IN1465,1166,1166,Bihar,Saharsa,Kahara
IN1466,1165,1165,Bihar,Saharsa,Mahishi
IN1467,1163,1163,Bihar,Saharsa,Nauhatta
IN1468,1168,1168,Bihar,Saharsa,Patarghat
IN1469,1171,1171,Bihar,Saharsa,Salkhua
IN1470,1164,1164,Bihar,Saharsa,Satar Kataiya
IN1471,1167,1167,Bihar,Saharsa,Saur Bazar
IN1472,1170,1170,Bihar,Saharsa,Simri Bakhtiarpur
IN1473,1169,1169,Bihar,Saharsa,Sonbarsa
IN1474,1291,1291,Bihar,Samastipur,Bibhutpur
IN1475,1295,1295,Bihar,Samastipur,Bithan
IN1476,1289,1289,Bihar,Samastipur,Dalsinghsarai
IN1477,1294,1294,Bihar,Samastipur,Hasanpur
IN1478,1276,1276,Bihar,Samastipur,Kalyanpur
IN1479,1279,1279,Bihar,Samastipur,Khanpur
IN1480,1285,1285,Bihar,Samastipur,Mohanpur
IN1481,1286,1286,Bihar,Samastipur,Mohiuddinagar
IN1482,1283,1283,Bihar,Samastipur,Morwa
IN1483,1284,1284,Bihar,Samastipur,Patori
IN1484,1281,1281,Bihar,Samastipur,Pusa
IN1485,1292,1292,Bihar,Samastipur,Rosera
IN1486,1280,1280,Bihar,Samastipur,Samastipur
IN1487,1287,1287,Bihar,Samastipur,Sarairanjan
IN1488,1278,1278,Bihar,Samastipur,Shivaji Nagar
IN1489,1293,1293,Bihar,Samastipur,Singhia
IN1490,1282,1282,Bihar,Samastipur,Tajpur
IN1491,1290,1290,Bihar,Samastipur,Ujiarpur
IN1492,1288,1288,Bihar,Samastipur,Vidyapati Nagar
IN1493,1277,1277,Bihar,Samastipur,Warisnagar
IN1494,1253,1253,Bihar,Saran,Amnour
IN1495,1244,1244,Bihar,Saran,Baniapur
IN1496,1250,1250,Bihar,Saran,Chapra
IN1497,1256,1256,Bihar,Saran,Dariapur
IN1498,1258,1258,Bihar,Saran,Dighwara
IN1499,1246,1246,Bihar,Saran,Ekma
IN1500,1257,1257,Bihar,Saran,Garkha
IN1501,1243,1243,Bihar,Saran,Ishupur
IN1502,1248,1248,Bihar,Saran,Jalalpur
IN1503,1245,1245,Bihar,Saran,Lahladpur
IN1504,1254,1254,Bihar,Saran,Maker
IN1505,1247,1247,Bihar,Saran,Manjhi
IN1506,1252,1252,Bihar,Saran,Marhaura
IN1507,1240,1240,Bihar,Saran,Mashrakh
IN1508,1251,1251,Bihar,Saran,Nagra
IN1509,1241,1241,Bihar,Saran,Panapur
IN1510,1255,1255,Bihar,Saran,Parsa
IN1511,1249,1249,Bihar,Saran,Revelganj
IN1512,1259,1259,Bihar,Saran,Sonepur
IN1513,1242,1242,Bihar,Saran,Taraiya
IN1514,1369,1369,Bihar,Sheikhpura,Ariari
IN1515,1364,1364,Bihar,Sheikhpura,Barbigha
IN1516,1368,1368,Bihar,Sheikhpura,Chewara
IN1517,1367,1367,Bihar,Sheikhpura,Ghat Kusumbha
IN1518,1366,1366,Bihar,Sheikhpura,Sheikhpura
IN1519,1365,1365,Bihar,Sheikhpura,Shekhopur Sarai
IN1520,1053,1053,Bihar,Sheohar,Dumri Katsari
IN1521,1051,1051,Bihar,Sheohar,Piprarhi
IN1522,1050,1050,Bihar,Sheohar,Purnahiya
IN1523,1052,1052,Bihar,Sheohar,Sheohar
IN1524,1054,1054,Bihar,Sheohar,Tariani Chowk
IN1525,1055,1055,Bihar,Sitamarhi,Bairgania
IN1526,1067,1067,Bihar,Sitamarhi,Bajpatti
IN1527,1061,1061,Bihar,Sitamarhi,Bathnaha
IN1528,1064,1064,Bihar,Sitamarhi,Belsand
IN1529,1071,1071,Bihar,Sitamarhi,Bokhara
IN1530,1068,1068,Bihar,Sitamarhi,Charaut
IN1531,1066,1066,Bihar,Sitamarhi,Dumra
IN1532,1057,1057,Bihar,Sitamarhi,Majorganj
IN1533,1070,1070,Bihar,Sitamarhi,Nanpur
IN1534,1059,1059,Bihar,Sitamarhi,Parihar
IN1535,1063,1063,Bihar,Sitamarhi,Parsauni
IN1536,1069,1069,Bihar,Sitamarhi,Pupri
IN1537,1062,1062,Bihar,Sitamarhi,Riga
IN1538,1065,1065,Bihar,Sitamarhi,Runisaidpur
IN1539,1058,1058,Bihar,Sitamarhi,Sonbarsa
IN1540,1056,1056,Bihar,Sitamarhi,Suppi
IN1541,1060,1060,Bihar,Sitamarhi,Sursand
IN1542,1235,1235,Bihar,Siwan,Andar
IN1543,1223,1223,Bihar,Siwan,Barharia
IN1544,1226,1226,Bihar,Siwan,Basantpur
IN1545,1227,1227,Bihar,Siwan,Bhagwanpur Hat
IN1546,1234,1234,Bihar,Siwan,Darauli
IN1547,1238,1238,Bihar,Siwan,Daraundha
IN1548,1224,1224,Bihar,Siwan,Goriakothi
IN1549,1233,1233,Bihar,Siwan,Guthani
IN1550,1237,1237,Bihar,Siwan,Hasanpura
IN1551,1230,1230,Bihar,Siwan,Hussainganj
IN1552,1225,1225,Bihar,Siwan,Lakri Nabiganj
IN1553,1228,1228,Bihar,Siwan,Maharajganj
IN1554,1232,1232,Bihar,Siwan,Mairwa
IN1555,1221,1221,Bihar,Siwan,Nautan
IN1556,1229,1229,Bihar,Siwan,Pachrukhi
IN1557,1236,1236,Bihar,Siwan,Raghunathpur
IN1558,1239,1239,Bihar,Siwan,Siswan
IN1559,1222,1222,Bihar,Siwan,Siwan
IN1560,1231,1231,Bihar,Siwan,Ziradei
IN1561,1094,1094,Bihar,Supaul,Basantpur
IN1562,1095,1095,Bihar,Supaul,Chhatapur
IN1563,1099,1099,Bihar,Supaul,Kishanpur
IN1564,1100,1100,Bihar,Supaul,Marauna
IN1565,1093,1093,Bihar,Supaul,Nirmali
IN1566,1102,1102,Bihar,Supaul,Pipra
IN1567,1096,1096,Bihar,Supaul,Pratapganj
IN1568,1097,1097,Bihar,Supaul,Raghopur
IN1569,1098,1098,Bihar,Supaul,Saraigarh Bhaptiyahi
