Data Year,ID,Old ID1,Old ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Density,Area,Population,ethnicity,Assamese,Bengali,Chakma,Haijong/Hajong,Rajbangsi,Other Bengali,Boro,Dogri,Gujarati,Saurashtra,Other Gujarati,Awadhi,Bagheli,Bagri Rajasthani,Banjari,Bhadrawahi,Gaddi,Bhojpuri,Brajbhasha,Bundeli,Chambeali,Chhattisgarhi,Churahi,Dhundhari,Garhwali,Gojri,Harauti,Haryanvi,Hindi,Jaunpuri,Kangri,Khari Boli,Khortha,Kulvi,Kumauni,Kurmali Thar,Lambadi,Laria,Lodhi,Magahi,Malvi,Mandeali,Marwari,Mewari,Mewati,Nagpuria,Nimadi,Pahari,Pawari,Rajasthani,Sadri,Sirmauri,Sondwari,Sugali,Surgujia,Surjapuri,Other Hindi,Badaga,Kannada,Other Kannada,Kashmiri,Siraji,Other Kashmiri,Konkani,Gorboli,Other Konkani,Maithili,Purbi Maithili and Others,Thati,Tharu,Malayalam,Other Malayalam,Manipuri,Are,Marathi,Other Marathi,Nepali,Bhatri,Bhuiya,Bhumijali,Desia,Odia,Proja,Sambalpuri,Other Odia,Bagri,Bilaspuri Kahluri,Punjabi,Bhateali and Others,Sanskrit,Karmali,Santali,Mahili and Others,Kachchhi,Sindhi,Other Sindhi,Tamil,Yerukala,Other Tamil,Telugu,Vadari,Other Telugu,Urdu,Other Urdu,Adi,Talgalo,Other Adi,Pashto,Anal,Angami,Ao,Chungli,Mongsen and Others,Arabic,Balti,Baori,Barel,Bhilali,Bhili,Chodhari,Gamti,Garasia,Kokna,Mawchi,Paradhi,Pawri,Varli,Vasava,Wagdi,Other Bhili,Bhotia,Bauti and Others,Bhumij,Bishnupriya Manipuri,Chakhesang,Chang,Coorgi,Deori,Dimasa,English,Gadaba,Gangte,Garo,Gondi,Other Gondi,Halabi,Halam,Hmar,Ho,Jatapu,Juang,Kabui,Rongmei,Karbi,Ahirani,Dangi,Gujari,Other Khandeshi,Kharia,Khasi,Pnar,War,Other Khasi,Khezha,Other Khezha,Khiemnungan,Other Khiemnungan,Khond,Kuvi,Kinnauri,Kisan,Koch,Koda,Kolami,Konda,Konyak,Korku,Koraku,Koya,Kui,Kuki,Kurukh,Ladakhi,Lahauli,Hindi Multani (Lahnda),Other Lahnda,Mara,Lalung,Lepcha,Liangmei,Limbu,Lotha,Mizo,Pahariya,Other Malto,Mao,Paola,Maram,Maring,Mishing,Mishmi,Mogh,Monpa,Munda,Other Munda,Mundari,Nicobarese,Nissi,Tagin,Apatani and Others,Nocte,Paite,Dhurwa,Pawi,Phom,Pochury,Rabha,Rai,Rengma,Sangtam,Savara,Sema,Sherpa,Shina,Tamang,Tangkhul,Tutcha Tangsa,Thado,Tibetan,Purkhi,Other Tibetan,Kokbarak,Reang,Other Tripuri,Tulu,Vaiphei,Wancho,Yimchungre,Other Yimchungre,Zeliang,Zemi,Zou,Others
2011,IN1150,1181,1181,Bihar,Darbhanga,Bahadurpur,Maithili,0.796852619,Maithili,Urdu,Hindi,Bhojpuri,Other Hindi,Arabic,Marathi,Mundari,Sanskrit,Magahi,,,261805,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,20803,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,208620,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,32039,3,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,IN1151,1184,1184,Bihar,Darbhanga,Baheri,Maithili,0.898329726,Maithili,Urdu,Hindi,Other Hindi,Others,Mundari,Bengali,English,Surjapuri,Bhojpuri,,,302645,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,271875,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2011,IN1152,1180,1180,Bihar,Darbhanga,Benipur,Maithili,0.860015897,Maithili,Urdu,Hindi,Bhojpuri,Others,Other Hindi,Bengali,Mundari,English,Marathi,,,250357,,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,215311,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2011,IN1153,1185,1185,Bihar,Darbhanga,Biraul,Maithili,0.838011555,Maithili,Urdu,Hindi,Marwari,Other Hindi,Bhojpuri,Bengali,English,English,Khortha,,,286113,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3623,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,239766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1154,1176,1176,Bihar,Darbhanga,Darbhanga,Maithili,0.59209824,Maithili,Urdu,Hindi,Other Hindi,Bengali,Bhojpuri,Sindhi,Marwari,Magahi,Punjabi,,,577036,,4,994,0,0,0,0,0,0,45,0,0,5,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,23,85204,0,0,0,0,0,0,0,0,0,0,199,0,0,249,0,0,0,0,0,0,147,0,0,0,0,0,0,3451,0,0,0,0,0,0,0,0,4,341662,0,9,0,8,0,0,0,36,0,55,0,0,0,0,7,0,0,0,0,0,160,0,59,0,30,0,0,264,0,8,0,0,4,0,0,143428,4,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2011,IN1155,1186,1186,Bihar,Darbhanga,Ghanshyampur,Maithili,0.826034082,Maithili,Urdu,Hindi,Bengali,Other Hindi,English,Bhojpuri,Bhojpuri,Pahari,Pahari,,,133210,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,110036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1156,1188,1188,Bihar,Darbhanga,Gora Bauram,Maithili,0.692213632,Maithili,Urdu,Hindi,Other Hindi,Bengali,Bengali,Munda,Marathi,Surjapuri,Surjapuri,,,152112,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,105294,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43836,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1157,1182,1182,Bihar,Darbhanga,Hanumannagar,Maithili,0.717314122,Maithili,Hindi,Urdu,Other Hindi,Thati,Bengali,Marwari,Marwari,Magahi,Marathi,,,154631,,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21821,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,110919,0,150,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,IN1158,1183,1183,Bihar,Darbhanga,Hayaghat,Maithili,0.669687536,Maithili,Urdu,Hindi,Arabic,Other Hindi,Bengali,English,Mundari,Munda,Rajasthani,,,148081,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,99168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39982,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IN1159,1173,1173,Bihar,Darbhanga,Jale,Maithili,0.562959795,Maithili,Urdu,Hindi,Other Hindi,Arabic,Bengali,Mundari,Munda,Sanskrit,Bhojpuri,,,264248,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21396,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,11845,0,0,0,0,0,0,0,0,0,148761,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,82117,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1160,1175,1175,Bihar,Darbhanga,Keotiranway,Maithili,0.615672166,Maithili,Urdu,Hindi,Magahi,Bhojpuri,Other Hindi,Marathi,Punjabi,Punjabi,Punjabi,,,270722,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,0,0,0,16937,0,0,0,0,0,0,0,0,0,0,203,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,166676,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,86792,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,IN1161,1187,1187,Bihar,Darbhanga,Kiratpur,Maithili,0.690603392,Maithili,Urdu,Hindi,Other Hindi,Bengali,Arabic,English,English,.,.,,,81423,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,56231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23631,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1162,1189,1189,Bihar,Darbhanga,Kusheshwar Asthan,Maithili,0.889261374,Maithili,Urdu,Hindi,Awadhi,Bengali,Bengali,Assamese,Magahi,Mundari,Bhojpuri,,,162870,,8,9,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5061,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,144834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,IN1163,1190,1190,Bihar,Darbhanga,Kusheshwar Asthan Purbi,Maithili,0.943392565,Maithili,Urdu,Hindi,Other Hindi,Marwari,Magahi,Rajasthani,Bhojpuri,Bhojpuri,Bhojpuri,,,128817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,121525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IN1164,1177,1177,Bihar,Darbhanga,Manigachhi,Maithili,0.74488448,Maithili,Urdu,Hindi,Bengali,Other Hindi,Arabic,Bhojpuri,Rajasthani,Rajasthani,English,,,228618,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,170294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54986,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011,IN1165,1174,1174,Bihar,Darbhanga,Singhwara,Maithili,0.576578563,Maithili,Urdu,Hindi,Other Hindi,Bhojpuri,Bengali,Nepali,Nepali,Arabic,Surjapuri,,,267601,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,30237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3237,0,0,0,0,0,0,0,0,0,154293,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79790,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,IN1166,1178,1178,Bihar,Darbhanga,Tardih,Maithili,0.825229726,Maithili,Urdu,Hindi,Odia,Bengali,Kurukh,Other Hindi,Mundari,Marathi,Marathi,,,123299,,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,101750,0,0,0,0,0,0,0,2,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011,IN1167,1491,1491,Bihar,Gaya,Amas,Hindi,0.515277024,Hindi,Magahi,Urdu,Arabic,Bhojpuri,Other Hindi,Bengali,Bengali,.,.,,,105027,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,54118,0,0,0,0,0,0,0,0,0,0,36789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14033,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IN1168,1485,1485,Bihar,Gaya,Atri,Hindi,0.750425294,Hindi,Magahi,Urdu,Bhojpuri,Other Gujarati,Bengali,Bengali,.,.,.,,,82296,,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,61757,0,0,0,0,0,0,0,0,0,0,18991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IN1169,1492,1492,Bihar,Gaya,Banke Bazar,Hindi,0.765244091,Hindi,Magahi,Urdu,Baori,English,Bengali,.,.,.,.,,,129624,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99194,0,0,0,0,0,0,0,0,0,0,21492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8925,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IN1170,1502,1502,Bihar,Gaya,Barachatti,Magahi,0.852736891,Magahi,Urdu,Hindi,Other Gujarati,Arabic,Bhojpuri,Haryanvi,Other Hindi,Other Hindi,Chhattisgarhi,,,142534,,1,12,0,0,0,0,0,8,2,0,134,2,0,0,0,0,0,78,1,0,0,13,0,0,0,1,0,19,10052,0,0,0,2,0,1,0,0,0,0,121544,0,0,3,0,0,0,0,3,0,6,6,0,0,0,0,0,14,0,2,0,6,0,0,0,0,0,13,0,0,0,3,0,2,0,7,0,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,1,1,0,0,0,2,0,0,3,0,0,10446,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
