ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,IsiXhosa,IsiZulu,Siswati,Ndebele,Ngoni,Yao,Sesotho,Setswana,Sepedi,Chichewa,Chibarwe,Mang’anja,Nsenga,Nyungwe,Sena,Elomwe,Bemba,Bisa,Lala,Lamba,Lenje,Ushi,Mambwe,Shona,Ndau,Kalanga,Nambya,Tshivenda,Lozi,Toka Leya,Chitonga,Gitonga,Senga,Tumbuka,Makonde,Makhuwa,Mwani,Herero,Kavango,Rukwangali,Rugciriku,Rushambyu,Mbukushu,Oshikolonk,Oshikwaluu,Oshikwambi,Oshikwanya,Oshimbadja,Oshimbalan,Oshindonga,Oshindongo,Oshingandj,Lunda,Luvale,Lungu,Ila,Kaonde,Lambya,Mbunda,Namwanga,Nkhonde,Ronga,Tswa,Tsonga,Caprivi,Chopi,Chwabo,Balke,Subiya,Sifwe,Swahili,Sukwa,Tewe,Zambezi,Totela,Sebirwa,Shekgalagari,Shiyeyi,Khoisan,Khoekhoe,San,Sesarwa,Afrikaans,English,German,Portuguese,Others,Other African Languages ,Other Asian Languages,Other European Languages,Not Stated,Unknown,Sena,Swahili,Tewe,Tswa,Yao,Mang’anja,Sukwa,Lambya,Nkhonde,Lomwe,religion,Largest Religion,Share of Population,Christianity
MZ070,Mozambique,Maputo,Marracuene,Ronga,0.482,Ronga,Tsonga,Portuguese,Others,.,.,.,.,.,.,697,218788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105456,0,44195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38944,30193,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ071,Mozambique,Sofala,Marromeu,Sena,0.854,Sena,Portuguese,Others,Chwabo,Ndau,.,.,.,.,.,5753,154361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131824,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8336,7718,0,0,0,0,0,131824,0,0,0,0,,,,,,,,,
MZ072,Mozambique,Niassa,Marrupa,Makhuwa,0.885,Makhuwa,Yao,Portuguese,Others,Chichewa,.,.,.,.,.,17455,77808,0,0,0,0,0,0,4279,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,1245,0,0,0,0,0,0,0,0,0,4279,,,,,,,,,
MZ073,Mozambique,Gaza,Massangena,Tsonga,0.97,Tsonga,Others,Portuguese,Tswa,Ronga,.,.,.,.,.,7545,21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,474,0,0,0,0,0,0,0,0,43,0,,,,,,,,,
MZ074,Mozambique,Inhambane,Massinga,Tswa,0.948,Tswa,Portuguese,Others,Gitonga,Tsonga,.,.,.,.,.,7408,236939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224618,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,3554,0,0,0,0,0,0,0,0,224618,0,,,,,,,,,
MZ075,Mozambique,Gaza,Massingir,Tsonga,0.919,Tsonga,Others,Portuguese,Tswa,Ronga,.,.,.,.,.,5684,36750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,735,33773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,1250,0,0,0,0,0,0,0,0,735,0,,,,,,,,,
MZ076,Mozambique,Maputo,Matutuine,Ronga,0.52,Ronga,Others,Tsonga,Portuguese,Tswa,.,.,.,.,.,5342,43664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22705,2620,5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2664,10523,0,0,0,0,0,0,0,0,2620,0,,,,,,,,,
MZ077,Mozambique,Niassa,Maua,Makhuwa,0.928,Makhuwa,Portuguese,Others,Yao,Chichewa,.,.,.,.,.,8047,68260,0,0,0,0,0,0,410,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413,887,0,0,0,0,0,0,0,0,0,410,,,,,,,,,
MZ078,Mozambique,Niassa,Mavago,Yao,0.822,Yao,Makhuwa,Others,Portuguese,Chichewa,.,.,.,.,.,9195,29933,0,0,0,0,0,0,24605,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,659,0,0,0,0,0,0,0,0,0,24605,,,,,,,,,
MZ079,Mozambique,Inhambane,Maxixe,Tswa,0.5327,Tswa,Gitonga,Others,Portuguese,Tsonga,.,.,.,.,.,268,129993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69243,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112,5720,0,0,0,0,0,0,0,0,69243,0,,,,,,,,,
MZ080,Mozambique,Niassa,Mecanhelas,Makhuwa,0.639,Makhuwa,Chichewa,Others,Portuguese,Yao,.,.,.,.,.,5010,269619,0,0,0,0,0,0,4044,0,0,0,79268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931,8089,0,0,0,0,0,0,0,0,0,4044,,,,,,,,,
MZ081,Mozambique,Nampula,Meconta,Makhuwa,0.909,Makhuwa,Portuguese,Others,Elomwe,.,.,.,.,.,.,3677,223760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15663,4475,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ082,Mozambique,Nampula,Mecuburi,Makhuwa,0.921,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,7189,207285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13681,2695,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ083,Mozambique,Cabo Delgado,Mecufi,Makhuwa,0.951,Makhuwa,Portuguese,Others,Makonde,Mwani,.,.,.,.,.,1235,61531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,58516,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,738,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ084,Mozambique,Niassa,Mecula,Yao,0.668,Yao,Makhuwa,Others,Portuguese,Chichewa,.,.,.,.,.,18015,20888,0,0,0,0,0,0,13953,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1044,0,0,0,0,0,0,0,0,0,13953,,,,,,,,,
MZ085,Mozambique,Cabo Delgado,Meluco,Makhuwa,0.915,Makhuwa,Makonde,Others,Portuguese,Mwani,.,.,.,.,.,5729,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,33581,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,991,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ086,Mozambique,Nampula,Memba,Makhuwa,0.958,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,4450,328460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10839,2956,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ087,Mozambique,Niassa,Metarica,Makhuwa,0.933,Makhuwa,Portuguese,Others,Yao,Chichewa,.,.,.,.,.,4859,45303,0,0,0,0,0,0,362,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1903,589,0,0,0,0,0,0,0,0,0,362,,,,,,,,,
MZ088,Mozambique,Cabo Delgado,Metuge,Makhuwa,0.858,Makhuwa,Makonde,Portuguese,Mwani,Mwani,.,.,.,.,.,1588,86866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470,74531,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,1390,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ089,Mozambique,Zambezia,Milange,Others,0.437,Others,Chwabo,Elomwe,Portuguese,Sena,.,.,.,.,.,9833,916587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,229147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28414,400549,0,0,0,0,0,3666,0,0,0,0,,,,,,,,,
MZ090,Mozambique,Maputo,Moamba,Tsonga,0.633,Tsonga,Others,Portuguese,Tswa,Ronga,.,.,.,.,.,4580,88583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,5315,56073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567,12402,0,0,0,0,0,0,0,0,5315,0,,,,,,,,,
MZ091,Mozambique,Tete,Moatize,Nyungwe,0.614,Nyungwe,Chichewa,Sena,Portuguese,Others,.,.,.,.,.,8430,260843,0,0,0,0,0,0,0,0,0,0,78514,0,0,0,160158,8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7824,5739,0,0,0,0,0,8608,0,0,0,0,,,,,,,,,
MZ092,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mwani,0.448,Mwani,Makonde,Makhuwa,Others,Portuguese,.,.,.,.,.,3473,127705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51210,12387,57212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,5236,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ093,Mozambique,Zambezia,Mocuba,Elomwe,0.419,Elomwe,Others,Portuguese,Chwabo,Sena,.,.,.,.,.,8772,399551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397,167412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65526,115870,0,0,0,0,0,2397,0,0,0,0,,,,,,,,,
MZ094,Mozambique,Nampula,Mogincual,Makhuwa,0.945,Makhuwa,Portuguese,Others,Elomwe,.,.,.,.,.,.,4404,187436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7498,2624,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ095,Mozambique,Nampula,Mogovolas,Makhuwa,0.951,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,4711,368905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14018,4058,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ096,Mozambique,Nampula,Moma,Makhuwa,0.946,Makhuwa,Portuguese,Others,Elomwe,.,.,.,.,.,.,5754,422827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13108,8879,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ097,Mozambique,Nampula,Monapo,Makhuwa,0.932,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,3515,393813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22447,4332,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ098,Mozambique,Cabo Delgado,Montepuez,Makhuwa,0.865,Makhuwa,Portuguese,Makonde,Others,Mwani,Swahili,.,.,.,.,17805,272069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10883,235340,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13060,9250,0,0,0,0,0,0,1632,0,0,0,,,,,,,,,
MZ099,Mozambique,Zambezia,Mopeia,Sena,0.646,Sena,Chwabo,Others,Portuguese,Elomwe,.,.,.,.,.,7657,153355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99067,4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6442,8741,0,0,0,0,0,99067,0,0,0,0,,,,,,,,,
MZ100,Mozambique,Zambezia,Morrumbala,Sena,0.511,Sena,Others,Chwabo,Elomwe,Portuguese,.,.,.,.,.,12801,478775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244654,18672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9576,185286,0,0,0,0,0,244654,0,0,0,0,,,,,,,,,
MZ101,Mozambique,Inhambane,Morrumbene,Tswa,0.711,Tswa,Gitonga,Portuguese,Others,Tsonga,.,.,.,.,.,2579,136980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97393,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5889,3014,0,0,0,0,0,0,0,0,97393,0,,,,,,,,,
MZ102,Mozambique,Nampula,Mossuril,Makhuwa,0.944,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,3562,239218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10765,2631,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ103,Mozambique,Manica,Mossurize,Ndau,0.942,Ndau,Shona,Portuguese,Others,Sena,Tewe,.,.,.,.,5023,203738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,6520,191921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,2445,2241,0,0,0,0,0,407,0,204,0,0,,,,,,,,,
MZ104,Mozambique,Sofala,Muanza,Sena,0.921,Sena,Portuguese,Others,Ndau,Chwabo,.,.,.,.,.,7509,38174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35158,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,916,0,0,0,0,0,35158,0,0,0,0,,,,,,,,,
MZ105,Mozambique,Nampula,Muecate,Makhuwa,0.939,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,4106,134280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6982,1209,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ106,Mozambique,Cabo Delgado,Mueda,Makonde,0.841,Makonde,Others,Swahili,Makhuwa,Portuguese,.,.,.,.,.,11226,170347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143262,6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088,9028,0,0,0,0,0,0,7325,0,0,0,,,,,,,,,
MZ107,Mozambique,Niassa,Muembe,Yao,0.935,Yao,Portuguese,Makhuwa,Others,Chichewa,.,.,.,.,.,5802,43787,0,0,0,0,0,0,40941,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,657,0,0,0,0,0,0,0,0,0,40941,,,,,,,,,
MZ108,Mozambique,Cabo Delgado,Muidumbe,Makonde,0.897,Makonde,Others,Makhuwa,Portuguese,Swahili,.,.,.,.,.,2096,98864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88681,2966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867,3065,0,0,0,0,0,0,1285,0,0,0,,,,,,,,,
MZ109,Mozambique,Nampula,Murrupula,Makhuwa,0.946,Makhuwa,Portuguese,Others,Elomwe,.,.,.,.,.,.,3093,184732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574,1663,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ110,Mozambique,Tete,Mutarara,Sena,0.919,Sena,Chichewa,Nyungwe,Portuguese,Portuguese,.,.,.,.,.,6389,255135,0,0,0,0,0,0,0,0,0,0,9695,0,0,0,4337,234469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317,3317,0,0,0,0,0,234469,0,0,0,0,,,,,,,,,
MZ111,Mozambique,Nampula,Nacala,Makhuwa,0.9375,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,319,287536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15096,2875,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ112,Mozambique,Nampula,Nacala-A-Velha,Makhuwa,0.931,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,1133,121726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7303,1096,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ113,Mozambique,Nampula,Nacaroa,Makhuwa,0.944,Makhuwa,Portuguese,Others,.,.,.,.,.,.,.,2714,145450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6836,1309,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MZ114,Mozambique,Maputo,Namaacha,Tsonga,0.507,Tsonga,Others,Portuguese,Tswa,Ronga,.,.,.,.,.,2152,47129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733,4807,23894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855,10840,0,0,0,0,0,0,0,0,4807,0,,,,,,,,,
MZ115,Mozambique,Zambezia,Namacurra,Chwabo,0.915,Chwabo,Portuguese,Others,Elomwe,Sena,.,.,.,.,.,2021,214924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11821,3654,0,0,0,0,0,430,0,0,0,0,,,,,,,,,
MZ116,Mozambique,Zambezia,Namarroi,Elomwe,0.931,Elomwe,Portuguese,Others,Chwabo,Sena,.,.,.,.,.,3061,142095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,132290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6964,2131,0,0,0,0,0,142,0,0,0,0,,,,,,,,,
