Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Han Chinese,Hui,Tibetans,Koreans,Manchu,Japanese,Ainu,Mongols,Oirats,Buryats,Tuvans,Uyghurs,Kazakhs,Kyrgyz,Uzbeks,Tatars,Pamiris,Hmong,Yi,Zhuang,Bouyei,Dong,Yao,Bai,Tujia,Hani,Dai,Li,Lisu,Wa,She,Lahu,Sui,Dongxiang,Nakhi,Kachin,Tu,Daur,Mulao,Qiang,Blang,Salar,Maonan,Gelao,Sibe,Achang,Pumi,Nu,Russian,Evenk,De'ang,Bonan,Yugur,Vietnamese,Derung,Oroqen,Nanai,Monpa,Lhoba,Jino,Formosans,Portugese,Others,Naturalized Citizen,China,Taiwan,Japan,Vietnam,Cambodia,Philippines,Indonesia,Nepal,Uzbekistan,America,Thailand,Brazil,Sri Lanka,India,Peru,Bangladesh,Pakistan,Myanmar,Korea,Mongolia,United Kingdom,France,Russia,Malaysia,Canada,Australia,Germany,Turkey,Korea,Bolivia,Afghanistan,Italy,White,Other Asians,Other Europeans,Other West Asians/North Africans,Other Africans,Other Americas,Other Pacific Islanders,Stateless,Other Foreigners,religion,Largest Religion,Share of Population,Irreligious
,CH2187,Guizhou,5206,Wanshan District,Dong,0.7290,Dong,Han Chinese,Hmong,Tujia,Hui,Bouyei,Yao,Zhuang,Gelao,Sui,822,160624,,27926,226,4,2,32,0,0,31,0,0,0,0,0,0,0,0,0,7452,58,123,215,117090,169,12,7052,8,0,0,0,0,4,0,77,0,0,0,0,0,19,4,0,0,6,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2188,Guizhou,5206,Jiangkou County,Tujia,0.5272,Tujia,Han Chinese,Hmong,Dong,Gelao,Qiang,Yao,Hui,Bouyei,Tu,1889,184764,,51383,113,3,0,8,0,0,15,0,0,0,6,0,0,0,0,0,20503,2,14,39,13695,117,7,97405,6,13,12,0,16,1,0,2,0,0,0,17,1,1,279,0,0,0,1100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2189,Guizhou,5206,Yuping Dong Autonomous County,Dong,0.7808,Dong,Han Chinese,Tujia,Hmong,Naturalized Citizen,Hui,Bouyei,Gelao,Zhuang,Manchu,522,150457,,26099,155,3,8,44,0,0,38,0,0,0,0,0,0,0,0,0,2895,33,85,113,117476,20,25,3012,3,0,18,0,0,2,0,11,0,0,2,36,0,18,11,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2190,Guizhou,5206,Shiqian County,Gelao,0.3433,Gelao,Dong,Han Chinese,Hmong,Tujia,Mongols,Yao,Qiang,Hui,Yi,2174,297086,,77055,893,8,34,50,0,0,2892,0,0,0,8,2,0,0,0,0,15648,588,61,285,86916,2183,19,7190,14,0,13,0,13,11,0,17,0,2,0,7,12,4,1095,51,3,2,101997,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2191,Guizhou,5206,Sinan County,Tujia,0.4016,Tujia,Han Chinese,Hmong,Gelao,Mongols,Dong,Yao,Bouyei,Zhuang,Formosans,2223,457745,,182199,33,23,18,12,0,0,3292,0,0,0,21,3,0,0,0,0,82640,15,46,67,388,94,13,183829,20,2,37,9,0,0,0,3,0,0,0,10,0,0,15,0,3,0,4912,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2192,Guizhou,5206,Yinjiang Tujiazu Miao Autonomous County,Tujia,0.7868,Tujia,Han Chinese,Hmong,Dong,Yi,Hani,Gelao,Uyghurs,Hui,Bouyei,1964,294490,,35405,29,11,3,26,0,0,18,0,0,0,31,0,0,0,0,0,26910,57,16,28,106,8,3,231710,51,1,21,0,10,0,0,1,2,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2193,Guizhou,5206,Dejiang County,Tujia,0.8467,Tujia,Han Chinese,Hmong,Gelao,Dong,Hui,Zhuang,Uyghurs,Koreans,Lisu,2069,393596,,52921,47,2,27,11,0,0,13,0,0,0,29,0,0,0,0,0,6209,7,46,19,88,5,8,333273,2,2,13,22,0,0,0,2,0,0,0,14,7,0,3,0,1,0,822,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2194,Guizhou,5206,Yanhe Tujia Autonomous County,Tujia,0.8731,Tujia,Han Chinese,Hmong,Dong,Hani,Derung,Gelao,Manchu,Koreans,Koreans,2474,429893,,52721,5,4,10,16,0,0,8,0,0,0,10,0,0,0,0,0,1577,1,2,7,51,4,3,375361,49,1,5,0,3,0,0,3,0,0,2,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,24,2,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2195,Guizhou,5206,Songtao Miao Autonomous County,Han Chinese,0.5072,Han Chinese,Hmong,Tujia,Dong,Gelao,Hui,Bouyei,Mongols,Zhuang,Manchu,2848,487737,,247393,104,33,15,53,0,0,88,0,0,0,13,0,0,0,0,0,205305,37,70,89,12649,25,5,19905,24,20,0,0,18,0,0,2,0,0,1,12,0,28,29,0,0,0,1818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2196,Guizhou,5223,Xingyi City,Han Chinese,0.7758,Han Chinese,Bouyei,Yi,Hmong,Hui,Li,Zhuang,Sui,Mongols,Tujia,2917,1004132,,778963,8432,163,26,305,0,0,1700,0,0,0,17,5,0,0,0,0,14779,21143,2854,163427,718,232,908,1193,196,47,6259,63,52,34,48,1991,4,31,4,62,1,77,2,22,2,13,288,0,0,0,0,0,0,0,0,0,12,8,0,2,0,0,33,10,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2197,Guizhou,5223,Xingren City,Han Chinese,0.7592,Han Chinese,Bouyei,Hmong,Yi,Hui,Others,Li,Gelao,Tujia,Zhuang,1786,425770,,323245,10767,7,3,34,0,0,126,0,0,0,1,0,0,0,0,0,25261,10791,245,46944,106,124,99,357,20,29,2116,51,37,0,0,13,0,0,4,4,0,3,0,0,3,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2198,Guizhou,5223,Pu'an County,Han Chinese,0.6619,Han Chinese,Li,Hmong,Bouyei,Yi,Hui,Bai,Sui,Mongols,Tujia,1433,242958,,160822,5132,32,7,23,0,0,105,0,0,0,2,0,1,0,0,0,20480,6196,89,19061,101,26,757,103,44,18,29651,11,0,5,0,109,0,0,1,12,0,10,0,21,0,0,25,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2199,Guizhou,5223,Qinglong County,Han Chinese,0.4208,Han Chinese,Bouyei,Hmong,Li,Yi,Hui,Gelao,Mongols,Bai,Tujia,1323,234162,,98543,646,18,7,10,0,0,165,0,0,0,4,1,0,0,0,0,48262,15719,94,51850,108,10,117,113,2,8,17762,0,14,1,25,53,8,1,0,17,3,12,0,0,0,0,570,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2200,Guizhou,5223,Zhenfeng County,Han Chinese,0.5194,Han Chinese,Bouyei,Hmong,Li,Gelao,Hui,Yao,Zhuang,Yi,Dong,1516,307313,,159625,1255,9,6,36,0,0,43,0,0,0,9,0,0,0,6,0,23841,218,225,115505,103,408,76,50,22,19,4197,0,0,11,0,2,0,0,0,14,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2201,Guizhou,5223,Wangmo County,Bouyei,0.6185,Bouyei,Han Chinese,Hmong,Yao,Dong,Zhuang,Hui,Bai,Li,Yi,2999,235243,,48729,87,13,3,10,0,0,20,0,0,0,9,0,0,0,5,0,36802,59,593,145490,1154,2029,65,22,5,2,61,6,5,1,5,26,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2202,Guizhou,5223,Ceheng County,Bouyei,0.7183,Bouyei,Han Chinese,Hmong,Zhuang,Gelao,Li,Hui,Yi,Tujia,Manchu,2596,189709,,42316,211,11,3,48,0,0,18,0,0,0,7,0,0,0,0,0,9279,155,492,136263,44,16,18,75,5,0,224,6,0,11,0,38,0,0,0,39,1,22,22,0,0,0,379,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2203,Guizhou,5223,Anlong County,Han Chinese,0.5257,Han Chinese,Bouyei,Hmong,Yi,Li,Hui,Gelao,Zhuang,Tujia,Manchu,2235,375825,,197562,3575,28,7,378,0,0,205,0,0,0,6,0,0,0,0,0,32690,8973,1163,124077,285,63,115,728,83,65,4217,0,0,1,0,91,0,8,3,10,1,57,0,0,5,2,1410,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2204,Guizhou,5226,Kaili City,Hmong,0.6283,Hmong,Han Chinese,Dong,Mulao,Others,Tujia,Bouyei,She,Naturalized Citizen,Sui,1591,709057,,163018,1091,84,12,320,0,0,172,0,0,0,40,2,0,0,0,1,445470,1007,1283,3733,36068,591,273,6354,70,41,225,80,49,3605,9,1564,77,33,628,200,2,22168,55,0,0,37,774,8,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,2,,17255,2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2205,Guizhou,5226,Huangping County,Hmong,0.5586,Hmong,Han Chinese,Others,Tujia,Mulao,Dong,Naturalized Citizen,Bouyei,Hui,Zhuang,1668,244125,,84939,117,34,2,11,0,0,44,0,0,0,7,0,0,0,0,0,136364,63,93,249,851,7,12,2969,5,15,6,0,0,9,0,76,0,4,29,49,0,2740,1,0,10,1,28,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,5,,14680,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2206,Guizhou,5226,Shibing County,Hmong,0.4962,Hmong,Han Chinese,Dong,Tujia,Yi,Bouyei,Gelao,Hui,Others,Zhuang,1562,125518,,58034,56,0,2,14,0,0,15,0,0,0,1,0,0,0,0,0,62278,425,33,73,3240,15,8,1181,0,0,0,0,0,0,0,12,0,0,1,4,0,3,0,0,6,0,63,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2207,Guizhou,5226,Sansui County,Dong,0.4934,Dong,Han Chinese,Hmong,Tujia,Bouyei,Zhuang,Gelao,Yao,Hani,Manchu,1033,162798,,45104,38,8,6,43,0,0,21,0,0,0,1,0,0,0,0,0,34347,24,58,91,80319,46,6,2488,44,7,10,0,5,1,0,35,0,0,0,28,0,2,3,0,0,2,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2208,Guizhou,5226,Zhenyuan County,Han Chinese,0.4853,Han Chinese,Dong,Hmong,Tujia,Yi,Gelao,Hui,Bouyei,Zhuang,Manchu,1883,189715,,92069,216,10,9,82,0,0,61,0,0,0,3,0,0,0,0,0,19323,1040,126,153,60916,61,15,14815,7,6,19,0,81,8,0,44,8,0,0,50,0,7,26,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2209,Guizhou,5226,Cengong County,Han Chinese,0.4494,Han Chinese,Dong,Tujia,Hmong,Gelao,Hui,Zhuang,Bouyei,Hani,Others,1480,168441,,75696,98,2,5,18,0,0,34,0,0,0,1,0,0,0,0,0,12363,35,78,61,52896,9,10,26329,44,4,24,0,0,0,0,11,0,1,0,27,0,7,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2210,Guizhou,5226,Tianzhu County,Dong,0.6764,Dong,Hmong,Han Chinese,Tujia,Zhuang,Hani,Hui,Hui,Yi,Yi,2182,273588,,4261,49,13,8,9,0,0,11,0,0,0,9,10,0,0,0,0,83292,26,93,49,185048,22,4,491,88,5,6,0,4,4,0,26,0,0,0,8,0,21,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2211,Guizhou,5226,Jinping County,Dong,0.4991,Dong,Hmong,Han Chinese,Tujia,Hui,Sui,Zhuang,Yao,Bouyei,Gelao,1601,155182,,12925,97,8,1,8,0,0,16,0,0,0,7,3,0,0,0,0,63958,19,75,56,77448,73,15,317,7,2,16,0,0,1,0,91,2,0,0,0,0,3,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2212,Guizhou,5226,Jianhe County,Hmong,0.5969,Hmong,Dong,Han Chinese,Sui,Tujia,Yao,Bouyei,Zhuang,Gelao,Yi,2178,188507,,6854,24,17,4,15,0,0,17,0,0,0,3,1,0,0,0,0,112511,27,48,57,65225,112,3,126,8,2,3,0,10,1,0,3354,9,0,0,6,0,20,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2213,Guizhou,5226,Taijiang County,Hmong,0.9548,Hmong,Han Chinese,Dong,Tujia,Bouyei,De'ang,Hui,Gelao,Yao,Zhuang,1076,122861,,4123,36,12,2,2,0,0,7,0,0,0,11,0,0,0,0,0,117308,22,24,42,1076,25,10,65,0,0,2,0,0,0,0,9,3,0,0,2,0,6,0,0,0,0,33,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2214,Guizhou,5226,Liping County,Dong,0.7108,Dong,Hmong,Han Chinese,Yao,Sui,Zhuang,Yi,Bouyei,Hui,Tujia,4402,412813,,38301,209,49,16,18,0,0,48,0,0,0,2,1,0,0,0,0,68071,741,1867,271,293444,4985,18,195,12,18,18,17,5,41,0,4329,16,0,0,29,0,25,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,4,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2215,Guizhou,5226,Rongjiang County,Dong,0.3856,Dong,Hmong,Han Chinese,Sui,Yao,Bouyei,Zhuang,Tujia,Li,Yi,3261,297572,,45064,81,44,8,6,0,0,47,0,0,0,3,0,0,0,0,0,95600,122,693,868,114758,5553,6,241,8,18,202,6,5,77,11,34109,3,0,0,0,0,23,2,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2216,Guizhou,5226,Congjiang County,Hmong,0.4238,Hmong,Dong,Zhuang,Han Chinese,Yao,Sui,Bouyei,Hui,Tujia,Li,3285,313887,,16583,223,18,2,11,0,0,22,0,0,0,13,1,0,0,0,0,133035,52,25808,308,127112,6945,11,95,3,7,72,6,0,23,0,3463,12,0,0,14,0,14,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2217,Guizhou,5226,Leishan County,Hmong,0.8375,Hmong,Han Chinese,Sui,Dong,Yao,Tujia,Yi,Bouyei,Hui,Li,1189,124835,,10981,70,24,0,7,0,0,14,0,0,0,12,0,0,0,0,0,104553,142,36,97,2618,843,4,271,0,0,50,0,5,2,0,5060,0,1,0,22,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2218,Guizhou,5226,Majiang County,Hmong,0.3153,Hmong,She,Han Chinese,Bouyei,Mulao,Yao,Yi,Dong,Sui,Tujia,933,131081,,23103,75,5,3,15,0,0,23,0,0,0,7,0,0,0,0,0,41329,802,61,18206,489,4491,4,101,3,10,21,7,3,27041,3,299,4,1,0,79,0,14826,1,14,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2219,Guizhou,5226,Danzhai County,Hmong,0.7772,Hmong,Han Chinese,Sui,Dong,Bouyei,Yi,Tujia,Yao,Hui,Zhuang,939,138642,,16249,104,21,2,3,0,0,12,0,0,0,8,0,0,0,0,0,107759,649,70,714,1498,138,11,191,3,0,5,0,0,12,6,11025,58,0,0,43,0,32,2,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2220,Guizhou,5227,Duyun City,Bouyei,0.3831,Bouyei,Han Chinese,Hmong,Sui,Yao,She,Tu,Dong,Yi,Zhuang,2277,529688,,168730,1171,65,28,608,0,0,176,0,0,0,34,0,1,0,0,0,84761,2904,2855,202919,3713,4969,182,2774,26,27,352,22,6,4665,0,39907,856,7,15,4048,1,1356,11,9,2,289,672,2,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,11,,48,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2221,Guizhou,5227,Fuquan City,Han Chinese,0.7209,Han Chinese,Hmong,Bouyei,She,Mulao,Yi,Sui,Dong,Tujia,Gelao,1686,297899,,214752,131,12,9,62,0,0,98,0,0,0,10,0,0,0,0,0,51158,1425,249,18302,1065,32,116,927,3,2,45,0,0,5369,0,1282,112,15,3,85,0,1977,0,0,1,6,619,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,21,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2222,Guizhou,5227,Libo County,Bouyei,0.5133,Bouyei,Sui,Han Chinese,Hmong,Zhuang,Yao,Dong,Maonan,Mulao,Tujia,2427,154896,,18885,38,7,0,31,0,0,13,0,0,0,9,0,1,0,0,0,8115,55,6382,79506,463,6177,4,95,8,0,24,6,0,1,0,34398,17,0,1,9,0,232,0,0,0,338,69,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2223,Guizhou,5227,Guiding County,Han Chinese,0.4947,Han Chinese,Bouyei,Hmong,Tujia,Dong,Gelao,Sui,Yi,Zhuang,Hui,1629,250146,,123744,132,17,1,33,0,0,44,0,0,0,4,0,0,0,0,0,42044,282,248,81918,340,52,101,396,0,13,22,0,0,15,0,288,38,0,0,21,0,65,0,0,0,13,291,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,1,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2224,Guizhou,5227,Weng'an County,Han Chinese,0.9440,Han Chinese,Hmong,Gelao,Tujia,Bouyei,Yi,Dong,Zhuang,Sui,Mulao,1970,395536,,373397,81,47,5,28,0,0,77,0,0,0,7,0,0,0,0,0,16010,557,186,960,450,20,9,1568,17,0,27,0,5,5,17,175,13,5,0,18,0,150,0,0,0,15,1636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2225,Guizhou,5227,Dushan County,Bouyei,0.5886,Bouyei,Han Chinese,Sui,Hmong,Zhuang,Dong,Maonan,Yi,Tujia,Hui,2439,264266,,68028,163,15,2,29,0,0,12,0,0,0,7,0,2,0,0,0,8345,575,3126,155549,2403,137,16,225,24,10,99,5,5,10,0,24080,13,7,0,24,0,83,25,0,0,1204,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2226,Guizhou,5227,Pingtang County,Han Chinese,0.4091,Han Chinese,Bouyei,Maonan,Hmong,Sui,Zhuang,Yi,Dong,Tujia,Mongols,2812,234417,,95901,40,16,6,12,0,0,45,0,0,0,3,0,1,0,0,0,21418,441,479,89462,135,28,1,79,5,19,21,0,5,2,0,1387,8,2,1,22,0,40,0,0,0,24807,23,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2227,Guizhou,5227,Luodian County,Bouyei,0.5178,Bouyei,Han Chinese,Hmong,Dong,Zhuang,Tujia,Yao,Yi,Bai,Hui,3010,257551,,87166,51,20,9,19,0,0,26,0,0,0,9,0,0,0,0,0,33410,72,893,133358,1073,462,54,788,10,15,9,0,0,1,0,50,0,0,0,4,0,12,0,0,0,9,14,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2228,Guizhou,5227,Changshun County,Han Chinese,0.4268,Han Chinese,Bouyei,Hmong,Tujia,Yi,Gelao,Zhuang,Dong,Manchu,Hui,1552,201540,,86019,52,28,5,54,0,0,36,0,0,0,3,0,0,0,0,0,46141,193,112,68276,92,6,50,208,13,17,24,0,0,0,16,29,3,6,1,0,0,0,1,0,0,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH2229,Guizhou,5227,Longli County,Han Chinese,0.6066,Han Chinese,Hmong,Bouyei,Yi,Tujia,Dong,Zhuang,Gelao,Bai,Sui,1524,236221,,143285,63,28,2,63,0,0,60,0,0,0,4,0,0,0,0,0,51501,489,220,39300,272,11,98,420,3,12,52,0,0,3,0,85,0,0,0,15,1,38,4,0,0,5,111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,40,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
