Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Han Chinese,Hui,Tibetans,Koreans,Manchu,Japanese,Ainu,Mongols,Oirats,Buryats,Tuvans,Uyghurs,Kazakhs,Kyrgyz,Uzbeks,Tatars,Pamiris,Hmong,Yi,Zhuang,Bouyei,Dong,Yao,Bai,Tujia,Hani,Dai,Li,Lisu,Wa,She,Lahu,Sui,Dongxiang,Nakhi,Kachin,Tu,Daur,Mulao,Qiang,Blang,Salar,Maonan,Gelao,Sibe,Achang,Pumi,Nu,Russian,Evenk,De'ang,Bonan,Yugur,Vietnamese,Derung,Oroqen,Nanai,Monpa,Lhoba,Jino,Formosans,Portugese,Others,Naturalized Citizen,China,Taiwan,Japan,Vietnam,Cambodia,Philippines,Indonesia,Nepal,Uzbekistan,America,Thailand,Brazil,Sri Lanka,India,Peru,Bangladesh,Pakistan,Myanmar,Korea,Mongolia,United Kingdom,France,Russia,Malaysia,Canada,Australia,Germany,Turkey,Korea,Bolivia,Afghanistan,Italy,White,Other Asians,Other Europeans,Other West Asians/North Africans,Other Africans,Other Americas,Other Pacific Islanders,Stateless,Other Foreigners,religion,Largest Religion,Share of Population,Irreligious
,CH0217,Shanxi,1402,Lingqiu County,Han Chinese,0.9993,Han Chinese,Mongols,Hmong,Yi,Manchu,Hui,Tibetans,Bai,Bai,Koreans,2754,212771,,212627,11,8,3,17,0,0,41,0,0,0,1,0,0,0,0,0,25,18,2,1,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0218,Shanxi,1402,Hunyuan County,Han Chinese,0.9988,Han Chinese,Mongols,Yi,Hmong,Salar,Hani,Koreans,Zhuang,Hui,Li,1968,237749,,237456,12,8,14,7,0,0,75,0,0,0,9,0,0,0,0,0,30,43,13,7,5,0,2,5,19,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0219,Shanxi,1402,Zuoyun County,Han Chinese,0.9920,Han Chinese,Manchu,Tujia,Hmong,Mongols,Yi,Hui,Bouyei,Zhuang,Zhuang,1319,117943,,117000,21,4,1,424,0,0,81,0,0,0,3,0,0,0,0,0,91,25,6,9,5,0,0,264,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0220,Shanxi,1403,Cheng District,Han Chinese,0.9924,Han Chinese,Hui,Manchu,Mongols,Hmong,Hmong,Zhuang,Koreans,Uyghurs,Tujia,17,225443,,223736,1036,5,20,390,0,0,110,0,0,0,16,0,0,0,0,0,33,33,25,9,0,2,3,10,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0221,Shanxi,1403,Kuang District,Han Chinese,0.9971,Han Chinese,Hui,Manchu,Yi,Hmong,Mongols,Tujia,Gelao,Zhuang,Koreans,15,230691,,230022,234,4,8,141,0,0,51,0,0,0,1,0,0,0,0,0,59,71,12,3,6,4,7,41,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0222,Shanxi,1403,Jiao District,Han Chinese,0.9976,Han Chinese,Manchu,Hui,Hmong,Mongols,Tujia,Yi,Zhuang,Bouyei,She,624,275094,,274422,112,8,8,116,0,0,97,0,0,0,4,0,0,0,0,0,98,28,22,19,7,2,4,93,0,4,5,0,6,9,0,0,0,0,0,2,7,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0223,Shanxi,1403,Pingding County,Han Chinese,0.9992,Han Chinese,Hmong,Manchu,Manchu,Tujia,Yi,Mongols,Uyghurs,Uyghurs,Hui,1392,306228,,305975,9,5,3,28,0,0,16,0,0,0,10,0,0,0,0,0,83,17,28,2,4,0,10,21,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0224,Shanxi,1403,Yu County,Han Chinese,0.9970,Han Chinese,Mongols,Zhuang,Hmong,Yi,Manchu,Tujia,Dong,Hui,Hani,2547,281049,,280198,13,2,4,39,0,0,311,0,0,0,4,0,0,0,0,0,105,41,202,6,26,5,2,32,12,4,5,3,0,9,0,4,0,0,0,3,0,3,4,0,0,2,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0225,Shanxi,1404,Yinzhou District,Han Chinese,0.9775,Han Chinese,Hui,Manchu,Mongols,Hmong,Yi,Uyghurs,Bouyei,Li,Li,351,895280,,875162,18433,23,33,602,0,0,235,0,0,0,71,0,0,0,0,0,227,141,45,62,16,5,21,39,0,0,50,4,13,5,0,0,0,0,0,4,2,0,50,6,0,0,22,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0226,Shanxi,1404,Shangdang District,Han Chinese,0.9988,Han Chinese,Hui,Tujia,Mongols,Li,Hmong,Manchu,Manchu,She,Dong,484,319660,,319287,257,1,1,8,0,0,22,0,0,0,3,0,0,0,0,0,14,8,2,2,4,2,0,27,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0227,Shanxi,1404,Tunliu District,Han Chinese,0.9995,Han Chinese,Mongols,Bai,Hmong,Hmong,Hui,Tujia,Manchu,Koreans,Tibetans,1191,253756,,253630,15,1,2,8,0,0,32,0,0,0,1,0,0,0,0,0,17,17,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0228,Shanxi,1404,Lucheng District,Han Chinese,0.9991,Han Chinese,Manchu,Hui,Hmong,Mongols,Yi,Qiang,Bai,Uyghurs,Uyghurs,613,219256,,219055,48,1,0,50,0,0,25,0,0,0,2,0,0,0,0,0,35,15,1,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0229,Shanxi,1404,Xiangyuan County,Han Chinese,0.9987,Han Chinese,Tujia,Hui,Manchu,Hmong,Mongols,Yi,She,Qiang,Zhuang,1185,260081,,259750,72,3,2,44,0,0,29,0,0,0,4,0,0,0,0,0,43,21,6,3,3,0,0,79,0,0,0,0,0,11,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0230,Shanxi,1404,Pingshun County,Han Chinese,0.9998,Han Chinese,Bai,Mongols,Kazakhs,Kazakhs,Hmong,Hmong,Hui,Hui,Hui,1517,115927,,115901,1,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,2,0,2,0,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0231,Shanxi,1404,Licheng County,Han Chinese,0.9997,Han Chinese,Yi,Hui,Manchu,Kachin,Uyghurs,Uyghurs,Uyghurs,Koreans,Koreans,1110,134186,,134142,9,0,1,7,0,0,0,0,0,0,2,0,0,0,0,0,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0232,Shanxi,1404,Huguan County,Han Chinese,0.9985,Han Chinese,Hui,Mongols,Manchu,Manchu,Manchu,Manchu,Uyghurs,Tibetans,.,1026,240109,,239742,336,1,0,3,0,0,16,0,0,0,2,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0233,Shanxi,1404,Zhangzi County,Han Chinese,0.9989,Han Chinese,Hui,Tujia,Yi,Mongols,Manchu,Koreans,Uyghurs,Uyghurs,.,1042,298690,,298353,272,0,3,4,0,0,7,0,0,0,2,0,0,0,0,0,2,18,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0234,Shanxi,1404,Wuxiang County,Han Chinese,0.9997,Han Chinese,Qiang,Manchu,Mongols,Hui,Hui,Tibetans,Tibetans,Zhuang,Zhuang,1609,155386,,155346,3,2,0,9,0,0,5,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0235,Shanxi,1404,Qin County,Han Chinese,0.9998,Han Chinese,Hui,Manchu,Uyghurs,Uyghurs,Uyghurs,Uyghurs,Tibetans,Tibetans,Tibetans,1323,138578,,138549,10,1,1,8,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0236,Shanxi,1404,Qinyuan County,Han Chinese,0.9995,Han Chinese,She,Hmong,Mongols,Mongols,Hui,Manchu,Manchu,Wa,Uyghurs,2567,149975,,149897,8,1,0,4,0,0,11,0,0,0,2,0,0,0,0,0,12,4,0,0,1,2,2,11,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0237,Shanxi,1405,Cheng District,Han Chinese,0.9919,Han Chinese,Hui,Mongols,Manchu,Yi,Uyghurs,Hmong,Dong,Tibetans,Bai,144,574665,,570008,3848,28,19,168,0,0,190,0,0,0,59,0,0,0,0,0,55,80,24,24,29,0,25,25,24,21,0,0,12,0,0,0,0,2,0,2,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0238,Shanxi,1405,Qinshui County,Han Chinese,0.9985,Han Chinese,Mongols,Hmong,Hmong,Hui,Kachin,Uyghurs,Uyghurs,Tujia,Tibetans,2656,196528,,196237,29,9,4,8,0,0,68,0,0,0,12,0,0,0,0,0,43,43,2,6,1,0,0,10,12,0,0,0,6,8,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0239,Shanxi,1405,Yangcheng County,Han Chinese,0.9979,Han Chinese,Hui,Mongols,Hmong,Tujia,Yi,Manchu,Koreans,Koreans,Bouyei,1920,350474,,349739,426,10,12,13,0,0,90,0,0,0,12,0,0,0,0,0,55,24,10,11,8,0,4,41,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0240,Shanxi,1405,Lingchuan County,Han Chinese,0.9976,Han Chinese,Hui,Mongols,Yi,Hmong,Uyghurs,Tibetans,Manchu,Manchu,Manchu,1706,204825,,204325,411,5,2,4,0,0,26,0,0,0,6,0,0,0,0,0,12,23,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0241,Shanxi,1405,Zezhou County,Han Chinese,0.9975,Han Chinese,Hmong,Hui,Hui,Tujia,Yi,Bouyei,Manchu,Tibetans,Tibetans,2022,414999,,413973,204,21,14,49,0,0,204,0,0,0,20,0,0,0,0,0,223,73,10,65,21,0,2,83,0,0,4,0,2,1,0,4,0,1,0,2,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0242,Shanxi,1405,Gaoping City,Han Chinese,0.9990,Han Chinese,Hui,Mongols,Hmong,Yi,Tibetans,Tibetans,Zhuang,Zhuang,Uyghurs,982,453054,,452617,198,14,4,7,0,0,57,0,0,0,12,3,0,0,0,0,56,29,13,13,7,0,0,14,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0243,Shanxi,1406,Shuocheng District,Han Chinese,0.9989,Han Chinese,Manchu,Hui,Mongols,Yi,Tujia,Hmong,Sibe,Koreans,Koreans,1792,565075,,564429,113,9,13,172,0,0,101,0,0,0,5,0,0,0,0,0,25,76,13,5,4,0,13,46,0,11,0,0,9,0,0,0,0,0,0,4,8,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0244,Shanxi,1406,Pinglu District,Han Chinese,0.9988,Han Chinese,Tujia,Hani,Yi,Mongols,Hui,Hmong,Hmong,Manchu,Achang,2344,148212,,148038,17,5,4,9,0,0,18,0,0,0,1,0,0,0,0,0,14,19,3,5,1,0,2,23,22,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0245,Shanxi,1406,Shanyin County,Han Chinese,0.9979,Han Chinese,Yi,Tujia,Mongols,Hmong,Hui,Hui,Uyghurs,Tibetans,Tibetans,1645,199505,,199088,24,6,3,24,0,0,54,0,0,0,7,0,0,0,0,0,47,169,3,5,1,0,4,56,0,0,0,3,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0246,Shanxi,1406,Ying County,Han Chinese,0.9983,Han Chinese,Yi,Mongols,Hmong,Hui,Dongxiang,Dongxiang,Uyghurs,Manchu,Tibetans,1659,243970,,243567,27,15,8,16,0,0,56,0,0,0,18,0,0,0,0,0,40,139,11,6,5,0,4,11,0,0,0,0,3,0,0,0,21,0,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0247,Shanxi,1406,Youyu County,Han Chinese,0.9949,Han Chinese,Manchu,Mongols,Hui,Li,Yi,Dai,Hmong,Zhuang,Tibetans,2062,88212,,87766,54,4,1,246,0,0,64,0,0,0,2,0,0,0,0,0,12,19,5,1,0,1,0,0,0,13,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0248,Shanxi,1406,Huairen City,Han Chinese,0.9987,Han Chinese,Mongols,Manchu,Hmong,Yi,Hui,Tujia,Uyghurs,Zhuang,Zhuang,1229,348470,,348003,28,3,8,89,0,0,128,0,0,0,18,0,0,0,0,0,68,44,15,12,3,0,3,20,0,0,6,15,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0249,Shanxi,1407,Yuci District,Han Chinese,0.9961,Han Chinese,Hui,Manchu,Mongols,Hmong,Tujia,Dongxiang,Yi,Tibetans,Daur,1301,904518,,900975,2013,33,23,664,0,0,270,0,0,0,22,0,0,0,0,0,107,79,25,9,7,17,7,88,0,0,0,5,16,0,12,8,82,0,0,0,26,0,11,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0250,Shanxi,1407,Taigu District,Han Chinese,0.9989,Han Chinese,Hui,Manchu,Mongols,Yi,Uyghurs,Koreans,Sibe,Tujia,Hmong,1026,322099,,321751,165,2,8,94,0,0,35,0,0,0,10,0,0,0,0,0,3,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0251,Shanxi,1407,Yushe County,Han Chinese,0.9998,Han Chinese,Uyghurs,Mongols,Hui,Hui,Manchu,Manchu,Bouyei,.,.,1688,111714,,111693,3,3,0,2,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0252,Shanxi,1407,Zuoquan County,Han Chinese,0.9975,Han Chinese,Hmong,Mongols,Mongols,Tujia,Yi,Hui,Hui,Koreans,Manchu,2006,144519,,144162,5,1,4,2,0,0,15,0,0,0,1,0,0,0,0,0,290,6,5,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0253,Shanxi,1407,Heshun County,Han Chinese,0.9996,Han Chinese,Mongols,Hmong,Hmong,Hui,Wa,Manchu,Manchu,Manchu,Tibetans,2176,121617,,121574,5,1,1,2,0,0,11,0,0,0,1,0,0,0,0,0,7,2,7,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0254,Shanxi,1407,Xiyang County,Han Chinese,0.9995,Han Chinese,Tujia,Hmong,Uyghurs,Manchu,Mongols,Kazakhs,Kazakhs,Hui,Hui,1932,190861,,190769,2,1,0,6,0,0,4,0,0,0,8,3,0,0,0,0,15,0,2,1,1,3,2,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0255,Shanxi,1407,Shouyang County,Han Chinese,0.9983,Han Chinese,Tujia,Mongols,Hmong,Qiang,Yi,Hui,Tibetans,Hani,Li,2080,200352,,200020,12,7,3,2,0,0,49,0,0,0,4,0,0,0,0,0,42,25,3,4,3,0,0,125,6,0,5,0,0,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0256,Shanxi,1407,Qi County,Han Chinese,0.9996,Han Chinese,Hui,Hui,Manchu,Yi,Hmong,Hmong,Uyghurs,Zhuang,Others,860,254535,,254442,18,0,2,15,0,0,18,0,0,0,6,0,0,0,0,0,7,10,5,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0257,Shanxi,1407,Pingyao County,Han Chinese,0.9986,Han Chinese,Yi,Hmong,Mongols,Lisu,Salar,Hui,Hui,Hani,Bai,1250,450697,,450067,27,5,4,13,0,0,47,0,0,0,8,0,0,0,0,0,101,229,1,1,4,0,23,7,24,4,10,29,20,2,27,0,0,1,4,0,0,0,0,4,28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0258,Shanxi,1407,Lingshi County,Han Chinese,0.9965,Han Chinese,Tujia,Hmong,Manchu,Dong,Yi,Mongols,Zhuang,Hui,Hui,1254,246491,,245639,11,2,2,65,0,0,25,0,0,0,9,0,0,0,0,0,155,31,15,11,40,0,2,463,0,8,0,0,0,4,0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
,CH0259,Shanxi,1407,Jiexiu City,Han Chinese,0.9983,Han Chinese,Yi,Manchu,Hmong,Dai,Tujia,Dong,Hui,Hui,Hui,742,432095,,431339,23,2,2,69,0,0,23,0,0,0,1,0,0,0,0,0,56,349,1,1,26,6,23,36,15,39,12,11,22,0,16,0,0,3,0,1,4,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,
