ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Area,Population,ethnicity,Afar,Agew Hamyra,Agew-Awi,Alaba,Amhara,Anyiwak,Arborie,Argoba,Ari,Bacha,Basketo,Bena,Bench,Berta,Bodi,Brayle,Burji,Chara,Dasenech,Dawuro,Debase/Gewada,Derashe,Dime,Dizi,Djiboutian,Donga,Eritrean,Fedashe,Gamo,Gebato,Gedeo,Gedicho,Gidole,Goffa,Gumuz,Guragie,Hadiya,Hamer,Hareri,Irob,Karo,Kefficho,Kembata,Kenyan,Komo,Konso,Konta,Kore,Koyego,Kunama,Kusumie,Malie,Mao,Mareko,Mashola,Me'enite,Mejenger,Mere,Messengo,Mossiye,Murle,Mursi,Nao,Nuwer,Nyangatom,Oida,Oromo,Others,Other Foreigners,Qebena,Qechem,Qewama,She,Shekecho,Sheko,Shinasha,Sidama,Silte,Somalian,Somali,Sudanese,Surma,Tigrinya,Tigre,Timebaro,Tsemay,Upo,Welaita,Werji,Wolayita,Yem,Zelmam,Zeyese,Bravanese,Bajuni,Mushungulu,Arabs,English,Italian,Bilen,Rashaida,Beja,Nara,Dahlik,Saho,Not Stated,Borana,Dorobo,Molo,Embu,Gabra,Gosha,Ilchamus,Kalenjin,Kamba,Kikuyu,Kisii,Kurya,Luhya,Luo,Maasai,Mbeere,Meru,Mijikenda,Nubi,Orma,Pokomo,Rendile,Sakuye,Samburu,Suba,Swahili,Taita,Taveta,Teso,Tharaka,Turkana,Waata,Wayyu,Makonde,Dahalo,Walwana/Malakote,Acholi,Alur,Rwanda-Rundi,Bafumbira,Baganda,Bagisu,Bagwere,Bakiga,Banyakde,Banyole,Banyoro,Baruli,Basamia,Basoga,Iteso,Jonam,Jopadhola,Kakwa,Karimojong,Kumam,Langi,Lugbara,Madi,Pokot,Sabiny,Banyakole,Bakhonzo,Batoro,Bahororo,Babwisi,Tanzanian,Ugandan,Congan,Other African,European,American,Asian,Alagwa,Arusha,Asu,Bembe,Ben,Bende,Bondei,Bungu,Burunge,Burushi,Bwali,Chagga,Chagga-Mashami,Chagga-Mochi,Chagga-Rombo,Chagga-Uru,Chagga-Vunjo,Chagga-Woso,Datooga,Digo,Doe,Fipa,Gala,Ganda,Gogo,Gorwaa,Gusii,Gweno,Ha,Hacha,Hadzabe,Hangaza,Hanju,Haya,Hehe,Ikizu,Ikoma,Iraku,Isenye,Jita,Kabhwa,Kagulu,Kahe,Kami,Kenye,Kerewe,Kiga,Kimbu,Kine,Kinga,Kutu,Kwavi,Kwaya,Kwere,Lambya,Leki,Lingala,Longo,Lornwe,Luguru,Lungu,Maa,Makua,Malila,Mambwe,Manda,Maraba,Matambwe,Matengo,Matumbi,Mbugwe,Mbunga,Mpoto,Mwera,Nata,Ndali,Ndamba,Ndendeule,Ndengereko,Ndonde,Ndorobo,Ndwewe,Ngindo,Ngoni,Ngoreme,Nguu,Nilamba,Nindi,Nkamanga,Nyagatwa,Nyakyusa,Nyambo,Nyambwa,Nyamwanga,Nyamwezi,Nyankore,Nyasa,Nyaturu,Nyiha,Nyisanzu,Pangwa,Pimbwe,Pogoro,Rangi,Rieri,Rooba,Ruuri,Rwingo,Safwa,Sagara,Sambaa,Sandawe,Sangu,Segeju,Shashi,Shubi,Simbiti,Songwe,Sonjo,Subi,Sukuma,Sumbwa,Surwa,Sweta,Taturu,Tiliko,Tongwe,Vidunda,Wanda,Wanji,Wemba,Yao,Zalamo,Zanaki,Zigua,Zinza,religion,Largest Religion,Share of Population,Orthodox,Protestants,Catholics,African Instituted Churches,Jehovah Witness,Other Christians,Christianity,Muslims,Folk Religions,Hinduism,Others,Atheists,Unknown,Not Stated
RW016,Rwanda,Eastern Province,Kayonza,Rwanda-Rundi,0.992398656,Rwanda-Rundi,Congan,Ugandan,Other African,Tanzanian,Tanzanian,.,.,.,.,Protestants,Catholics,Other Christians,Atheists,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,1931,457156,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453681,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,183,3109,91,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.537899535,0,245904,122518,0,2743,39635,0,10377,137,0,16732,18423,0,687
RW017,Rwanda,Eastern Province,Kirehe,Rwanda-Rundi,0.992401163,Rwanda-Rundi,Congan,Ugandan,Other African,Tanzanian,Tanzanian,.,.,.,.,Protestants,Catholics,Other Christians,Others,Atheists,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,1181,460860,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457358,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,184,3134,92,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.533300785,0,245777,139548,0,2765,35210,0,8710,92,0,14379,13595,0,784
RW018,Rwanda,Eastern Province,Ngoma,Rwanda-Rundi,0.992399418,Rwanda-Rundi,Congan,Ugandan,Other African,Tanzanian,Tanzanian,.,.,.,.,Catholics,Protestants,Other Christians,Atheists,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,868,404048,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400977,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,162,2748,81,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.442600879,0,158306,178832,0,3758,24404,0,11233,40,0,12849,14182,0,444
RW019,Rwanda,Eastern Province,Nyagatare,Rwanda-Rundi,0.992400525,Rwanda-Rundi,Congan,Ugandan,Other African,Tanzanian,Tanzanian,.,.,.,.,Protestants,Catholics,Other Christians,Others,Atheists,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,1930,653861,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648892,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,262,4446,131,0,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.533099543,0,348573,187593,0,5950,57213,0,9416,131,0,23670,20008,0,1307
RW020,Rwanda,Eastern Province,Rwamagana,Rwanda-Rundi,0.992401325,Rwanda-Rundi,Congan,Ugandan,Other African,Tanzanian,Tanzanian,.,.,.,.,Protestants,Catholics,Other Christians,Atheists,Muslims,Others,Jehovah Witness,Not Stated,Folk Religions,.,681,484953,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481268,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,194,3298,97,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.496501723,0,240780,173710,0,4510,20950,0,15034,97,0,9990,19107,0,775
RW021,Rwanda,Western Province,Karongi,Rwanda-Rundi,0.999098615,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Protestants,Catholics,Atheists,Other Christians,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,789,373869,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373532,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,187,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.715801524,0,267616,78886,0,972,6767,0,1869,37,0,4075,13123,0,524
RW022,Rwanda,Western Province,Ngororero,Rwanda-Rundi,0.999100433,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Catholics,Protestants,Atheists,Other Christians,Others,Jehovah Witness,Muslims,Not Stated,Folk Religions,.,676,367955,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367624,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,184,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.449601174,0,164070,165433,0,3606,11443,0,2465,37,0,6697,13798,0,406
RW023,Rwanda,Western Province,Nyabihu,Rwanda-Rundi,0.999097312,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Protestants,Catholics,Other Christians,Atheists,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,538,319047,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318759,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,160,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.594401452,0,189642,92619,0,1850,13623,0,2170,32,0,6732,12092,0,287
RW024,Rwanda,Western Province,Nyamasheke,Rwanda-Rundi,0.999099537,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Protestants,Catholics,Other Christians,Others,Atheists,Jehovah Witness,Muslims,Not Stated,Folk Religions,.,949,434221,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433830,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,217,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.661301503,0,287151,114938,0,782,14286,0,738,87,0,8077,7859,0,303
RW025,Rwanda,Western Province,Rubavu,Rwanda-Rundi,0.999100027,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Protestants,Catholics,Other Christians,Muslims,Others,Atheists,Jehovah Witness,Not Stated,Folk Religions,.,330,546683,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546191,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,219,273,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.517400395,0,282854,159413,0,8146,38322,0,21157,109,0,20829,15307,0,546
RW026,Rwanda,Western Province,Rusizi,Rwanda-Rundi,0.999099951,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Catholics,Protestants,Atheists,Muslims,Other Christians,Others,Jehovah Witness,Not Stated,Folk Religions,.,917,485529,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485092,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,243,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.462600586,0,220430,224606,0,1894,9905,0,10730,49,0,6700,10924,0,291
RW027,Rwanda,Western Province,Rutsiro,Rwanda-Rundi,0.999098001,Rwanda-Rundi,Congan,Ugandan,.,.,.,.,.,.,.,Protestants,Catholics,Other Christians,Atheists,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,662,369180,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368847,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,185,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.530500027,0,195850,131280,0,2990,15616,0,4726,37,0,8307,10042,0,332
RW028,Rwanda,City of Kigali,Gasabo,Rwanda-Rundi,0.99169874,Rwanda-Rundi,Congan,Other African,Ugandan,Asian,Kenyan,European,American,Tanzanian,.,Protestants,Catholics,Other Christians,Atheists,Others,Muslims,Jehovah Witness,Not Stated,Folk Religions,.,429,879505,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872204,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,1055,2551,1407,440,352,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.476900074,0,419436,317677,0,8883,56552,0,20317,264,0,23131,31310,0,1935
RW029,Rwanda,City of Kigali,Kicukiro,Rwanda-Rundi,0.991698713,Rwanda-Rundi,Congan,Other African,Ugandan,Asian,Kenyan,European,American,Tanzanian,.,Protestants,Catholics,Other Christians,Muslims,Others,Atheists,Jehovah Witness,Not Stated,Folk Religions,.,167,491731,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487649,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,590,1426,787,246,197,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.432301401,0,212576,176138,0,5262,49075,0,19473,148,0,14506,13277,0,1276
RW030,Rwanda,City of Kigali,Nyarugenge,Rwanda-Rundi,0.991696922,Rwanda-Rundi,Congan,Other African,Ugandan,Asian,Kenyan,European,American,Tanzanian,.,Protestants,Catholics,Muslims,Other Christians,Atheists,Others,Jehovah Witness,Not Stated,Folk Religions,.,132,374319,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371211,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,449,1086,599,187,150,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.421001873,0,157589,130488,0,4754,17294,0,42335,112,0,6625,14374,0,748
SM001,Somalia,Awdal,Baki,Somali,1,Somali,.,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,3578,96885,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,96885,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998998813,0,0,0,0,0,0,0,96788,0,0,97,0,0,0
SM002,Somalia,Awdal,Borama,Somali,0.965999262,Somali,Others,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,2950,398609,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13553,,,,,,,,,,,,385056,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998999019,0,0,0,0,0,0,0,398210,0,0,399,0,0,0
SM003,Somalia,Awdal,Lughaye,Somali,1,Somali,.,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,3402,100819,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,100819,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998998205,0,0,0,0,0,0,0,100718,0,0,101,0,0,0
SM004,Somalia,Awdal,Zeylac,Somali,1,Somali,.,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,6359,76951,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,76951,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998999363,0,0,0,0,0,0,0,76874,0,0,77,0,0,0
SM005,Somalia,Lower Juba,Afmadow,Somali,1,Somali,.,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,27178,172485,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,172485,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.999002812,0,0,0,0,0,0,0,172313,0,0,172,0,0,0
SM006,Somalia,Lower Juba,Badhaadhe,Somali,0.972996547,Somali,Bajuni,.,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,9763,56178,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,54661,,,,,,,,,,,,,,0,1517,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.999003169,0,0,0,0,0,0,0,56122,0,0,56,0,0,0
SM007,Somalia,Lower Juba,Jamaame,Somali,0.976989307,Somali,Mushungulu,Bajuni,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,2052,97911,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,95658,,,,,,,,,,,,,,0,784,1469,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998999091,0,0,0,0,0,0,0,97813,0,0,98,0,0,0
SM008,Somalia,Lower Juba,Kismayo,Somali,0.978000774,Somali,Mushungulu,Bajuni,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,8730,162733,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,159153,,,,,,,,,,,,,,0,1302,2278,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.998998359,0,0,0,0,0,0,0,162570,0,0,163,0,0,0
SM009,Somalia,Mudug,Gaalkacyo,Somali,0.994000421,Somali,Others,Mushungulu,.,.,.,.,.,.,.,Muslims,Others,.,.,.,.,.,.,.,.,15354,389194,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946,,,,,,,,,,,,386859,,,,,,,,,,,,,,0,0,389,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.999000498,0,0,0,0,0,0,0,388805,0,0,389,0,0,0
