ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Area,Population,ethnicity,Afar,Agew Hamyra,Agew-Awi,Alaba,Amhara,Anyiwak,Arborie,Argoba,Ari,Bacha,Basketo,Bena,Bench,Berta,Bodi,Brayle,Burji,Chara,Dasenech,Dawuro,Debase/Gewada,Derashe,Dime,Dizi,Djiboutian,Donga,Eritrean,Fedashe,Gamo,Gebato,Gedeo,Gedicho,Gidole,Goffa,Gumuz,Guragie,Hadiya,Hamer,Hareri,Irob,Karo,Kefficho,Kembata,Kenyan,Komo,Konso,Konta,Kore,Koyego,Kunama,Kusumie,Malie,Mao,Mareko,Mashola,Me'enite,Mejenger,Mere,Messengo,Mossiye,Murle,Mursi,Nao,Nuwer,Nyangatom,Oida,Oromo,Others,Other Foreigners,Qebena,Qechem,Qewama,She,Shekecho,Sheko,Shinasha,Sidama,Silte,Somalian,Somali,Sudanese,Surma,Tigrinya,Tigre,Timebaro,Tsemay,Upo,Welaita,Werji,Wolayita,Yem,Zelmam,Zeyese,Bravanese,Bajuni,Mushungulu,Arabs,English,Italian,Bilen,Rashaida,Beja,Nara,Dahlik,Saho,Not Stated,Borana,Dorobo,Molo,Embu,Gabra,Gosha,Ilchamus,Kalenjin,Kamba,Kikuyu,Kisii,Kurya,Luhya,Luo,Maasai,Mbeere,Meru,Mijikenda,Nubi,Orma,Pokomo,Rendile,Sakuye,Samburu,Suba,Swahili,Taita,Taveta,Teso,Tharaka,Turkana,Waata,Wayyu,Makonde,Dahalo,Walwana/Malakote,Acholi,Alur,Rwanda-Rundi,Bafumbira,Baganda,Bagisu,Bagwere,Bakiga,Banyakde,Banyole,Banyoro,Baruli,Basamia,Basoga,Iteso,Jonam,Jopadhola,Kakwa,Karimojong,Kumam,Langi,Lugbara,Madi,Pokot,Sabiny,Banyakole,Bakhonzo,Batoro,Bahororo,Babwisi,Tanzanian,Ugandan,Congan,Other African,European,American,Asian,Alagwa,Arusha,Asu,Bembe,Ben,Bende,Bondei,Bungu,Burunge,Burushi,Bwali,Chagga,Chagga-Mashami,Chagga-Mochi,Chagga-Rombo,Chagga-Uru,Chagga-Vunjo,Chagga-Woso,Datooga,Digo,Doe,Fipa,Gala,Ganda,Gogo,Gorwaa,Gusii,Gweno,Ha,Hacha,Hadzabe,Hangaza,Hanju,Haya,Hehe,Ikizu,Ikoma,Iraku,Isenye,Jita,Kabhwa,Kagulu,Kahe,Kami,Kenye,Kerewe,Kiga,Kimbu,Kine,Kinga,Kutu,Kwavi,Kwaya,Kwere,Lambya,Leki,Lingala,Longo,Lornwe,Luguru,Lungu,Maa,Makua,Malila,Mambwe,Manda,Maraba,Matambwe,Matengo,Matumbi,Mbugwe,Mbunga,Mpoto,Mwera,Nata,Ndali,Ndamba,Ndendeule,Ndengereko,Ndonde,Ndorobo,Ndwewe,Ngindo,Ngoni,Ngoreme,Nguu,Nilamba,Nindi,Nkamanga,Nyagatwa,Nyakyusa,Nyambo,Nyambwa,Nyamwanga,Nyamwezi,Nyankore,Nyasa,Nyaturu,Nyiha,Nyisanzu,Pangwa,Pimbwe,Pogoro,Rangi,Rieri,Rooba,Ruuri,Rwingo,Safwa,Sagara,Sambaa,Sandawe,Sangu,Segeju,Shashi,Shubi,Simbiti,Songwe,Sonjo,Subi,Sukuma,Sumbwa,Surwa,Sweta,Taturu,Tiliko,Tongwe,Vidunda,Wanda,Wanji,Wemba,Yao,Zalamo,Zanaki,Zigua,Zinza,religion,Largest Religion,Share of Population,Orthodox,Protestants,Catholics,African Instituted Churches,Jehovah Witness,Other Christians,Christianity,Muslims,Folk Religions,Hinduism,Others,Atheists,Unknown,Not Stated
ET065,Ethiopia,Harari,Harari Region,Oromo,0.564119619,Oromo,Amhara,Hareri,Guragie,Somali,Tigrinya,Argoba,Welaita,Others,Alaba,Muslims,Orthodox,Protestants,Catholics,Others,Folk Religions,.,.,.,.,371,183415,,30,161,9,168,41768,104,15,2287,37,1,,1,1,40,,14,3,1,2,12,1,3,,,,3,13,5,69,,6,,4,21,13,7952,113,,15863,1,,30,60,1,,2,1,7,,7,,46,25,19,12,5,3,19,51,4,3,11,5,16,32,104,103468,174,83,33,1,1,1,2,1,2,39,146,23,7102,21,25,2808,,2,2,,254,4,,3,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.689878145,49716,6324,524,0,0,0,0,126534,152,0,165,0,0,0
ET066,Ethiopia,Oromia,Arsi,Oromo,0.841449817,Oromo,Amhara,Guragie,Others,Silte,Welaita,Tigrinya,Oida,Argoba,Hadiya,Muslims,Orthodox,Protestants,Catholics,Others,Folk Religions,.,.,.,.,20976,2637657,,88,241,25,226,377284,719,17,1153,42,6,9,23,8,13,12,36,16,13,5,84,21,4,4,,1,15,10,,163,5,37,10,40,75,92,14418,1116,,10,,1,88,805,6,35,4,5,66,10,26,,249,221,84,46,,25,157,107,34,19,21,25,162,610,2136,2219456,6478,257,55,6,2,2,4,1,9,354,3789,7,307,157,46,2179,,7,,,2640,135,,44,2,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.580963711,1056310,37803,3790,0,0,0,0,1532383,3586,0,3785,0,0,0
ET067,Ethiopia,Oromia,West Arsi,Oromo,0.885200286,Oromo,Amhara,Sidama,Welaita,Hadiya,Guragie,Kembata,Alaba,Silte,Tigrinya,Muslims,Orthodox,Protestants,Catholics,Folk Religions,Others,.,.,.,.,12562,1964038,,98,193,19,12402,78079,509,16,495,64,1,9,46,16,12,9,32,27,6,4,63,14,25,1,5,13,28,80,9,637,71,108,5,44,276,66,21305,23224,4,86,12,,86,14207,3,36,21,22,97,48,14,,191,121,278,316,10,16,361,361,53,39,23,47,165,500,319,1738567,466,382,48,2,7,,7,369,21,32576,3981,12,268,76,40,3942,,30,2,17,27518,186,,23,9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.80338466,216748,137877,15665,0,0,0,0,1577878,10975,0,4895,0,0,0
ET068,Ethiopia,Oromia,West Hararge,Oromo,0.901221666,Oromo,Amhara,Somali,Argoba,Guragie,Silte,Alaba,Anyiwak,Tigrinya,Nyangatom,Muslims,Orthodox,Protestants,Catholics,Folk Religions,Others,.,.,.,.,17458,1871706,,104,120,40,1076,135426,683,23,13262,22,6,1,22,1,29,1,28,6,,5,6,10,3,1,,,5,24,2,17,1,4,,5,10,106,4640,66,5,287,10,,356,87,13,16,3,12,40,,16,3,55,79,21,68,,13,158,27,12,19,32,35,152,532,371,1686822,143,144,46,4,,,2,,1,25,1691,173,23581,103,51,599,,,1,,53,24,,8,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.880478558,207992,7097,6414,0,0,0,0,1647997,1871,0,335,0,0,0
ET069,Ethiopia,Oromia,West Shewa,Oromo,0.938243318,Oromo,Amhara,Guragie,Tigrinya,Others,Silte,Anyiwak,Hareri,Argoba,Welaita,Orthodox,Protestants,Folk Religions,Muslims,Catholics,Others,.,.,.,.,15188,2058676,,57,231,33,442,106100,601,11,482,89,2,4,37,15,22,8,20,27,2,,9,10,19,,,,,17,3,101,13,32,4,5,58,21,11997,105,4,483,3,1,49,205,5,2,1,4,59,3,12,,310,37,58,33,12,5,132,60,24,16,18,28,92,397,250,1931539,791,175,41,7,,,3,,5,57,643,1,263,60,35,1631,,12,,,468,9,,19,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.538368349,1108326,677916,7359,0,0,0,0,56128,202718,0,6229,0,0,0
ET070,Ethiopia,Oromia,Burayu,Oromo,0.580757251,Oromo,Amhara,Guragie,Gamo,Tigrinya,Mossiye,Silte,Others,Argoba,Welaita,Orthodox,Muslims,Protestants,Folk Religions,Others,Catholics,.,.,.,.,92,63889,,27,61,15,39,13415,34,7,145,8,1,18,39,6,15,18,30,30,19,1,7,7,11,29,7,,14,,21,3933,14,74,8,27,5,5,5826,66,1,52,,,25,31,3,5,20,,8,,,1,54,83,13,17,,4,12,33,540,2,9,2,11,17,7,37104,359,38,13,5,,,,,,16,400,,15,8,78,696,,,81,,122,15,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.723802219,46243,8040,135,0,0,0,0,8864,350,0,257,0,0,0
ET071,Ethiopia,Oromia,West Wellega,Oromo,0.967244143,Oromo,Mao,Amhara,Guragie,Berta,Argoba,Somali,Tigrinya,Other Foreigners,Silte,Protestants,Orthodox,Muslims,Catholics,Others,Folk Religions,.,.,.,.,12845,1350415,,41,56,48,88,15708,288,10,1132,5,,2,26,8,1493,4,25,7,2,,5,22,14,36,1,,2,231,,1,1,1,,6,2,219,2107,2,,8,,5,4,2,176,17,2,9,16,1,2,1,71,19521,12,17,7,2,57,17,7,4,4,22,39,257,127,1306181,88,321,22,1,,1,,1,1,9,302,1,706,61,21,593,,3,,,59,20,,7,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.595457693,272605,804115,4571,0,0,0,0,265473,1387,0,2264,0,0,0
ET072,Ethiopia,Oromia,East Hararge,Oromo,0.964268223,Oromo,Amhara,Somali,Guragie,Argoba,Anyiwak,Hareri,Tigrinya,Nyangatom,Silte,Muslims,Orthodox,Protestants,Catholics,Folk Religions,Others,.,.,.,.,24999,2723850,,96,56,34,171,61419,1866,8,4829,12,1,2,33,10,66,2,27,23,12,1,6,2,11,1,1,6,8,25,,22,5,3,1,5,13,16,5176,106,,801,8,2,11,66,17,7,4,9,73,3,6,2,183,58,31,68,,15,206,16,19,12,55,44,110,657,496,2626522,127,386,163,5,2,11,13,5,7,11,573,65,17721,137,60,799,,6,1,1,116,11,,3,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.96509683,84998,6280,2093,0,0,0,0,2628779,1314,0,386,0,0,0
ET073,Ethiopia,Oromia,East Shewa,Oromo,0.74058239,Oromo,Amhara,Guragie,Kembata,Welaita,Hadiya,Silte,Tigrinya,Others,Mareko,Orthodox,Muslims,Protestants,Folk Religions,Catholics,Others,.,.,.,.,9910,1356342,,231,778,85,1127,208760,652,15,2287,83,2,5,23,47,33,17,19,36,6,14,67,21,10,8,6,4,24,81,4,284,19,32,127,56,127,237,51839,13707,46,500,,1,176,19864,9,57,37,52,87,115,25,2,360,444,3396,385,27,24,155,516,77,50,41,80,234,315,419,1004483,4968,471,37,8,,6,1,5,9,444,8367,56,993,103,24,7712,,76,13,46,19572,369,,29,44,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.694830655,942428,113904,7355,0,0,0,0,219510,68959,0,4186,0,0,0
ET074,Ethiopia,Oromia,Adama,Oromo,0.417425815,Oromo,Amhara,Guragie,Silte,Dawuro,Tigrinya,Kefficho,Yem,Welaita,Argoba,Orthodox,Muslims,Protestants,Others,Catholics,Folk Religions,.,.,.,.,110,341172,,383,513,186,402,96779,273,17,1464,79,6,1,20,84,44,20,107,118,12,10,12195,153,104,8,53,7,19,160,18,314,51,60,41,97,139,86,34148,1056,41,175,16,1,6546,1440,5,23,30,495,34,16,11,9,795,828,216,149,18,289,76,265,47,27,11,118,95,122,60,142414,1363,363,45,10,0,14,54,39,30,163,14333,690,855,53,26,9864,,35,25,8,2916,457,0,6188,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.576735488,196766,39076,1387,0,0,0,0,101591,936,0,1416,0,0,0
ET075,Ethiopia,Oromia,East Wellega,Oromo,0.877423459,Oromo,Amhara,Tigrinya,Guragie,Argoba,Silte,Berta,Gumuz,Anyiwak,Agew Hamyra,Protestants,Orthodox,Muslims,Folk Religions,Catholics,Others,.,.,.,.,13956,1213503,,101,315,73,172,132171,374,2,957,66,1,2,39,98,528,77,121,10,39,4,10,27,7,,2,,50,8,2,18,6,4,1,2,1,445,2724,38,3,3,,11,17,60,7,3,3,1,12,1,22,1,122,62,24,28,,5,69,22,14,4,18,16,207,191,118,1064756,219,116,22,,,1,1,,7,12,722,,81,46,14,7840,,4,,,75,11,,1,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.484195754,449524,587573,12387,0,0,0,0,146750,15459,0,1810,0,0,0
ET076,Ethiopia,Oromia,North Shewa (Oromia),Oromo,0.843340169,Oromo,Amhara,Guragie,Werji,Others,Tigrinya,Silte,Anyiwak,Argoba,Nyangatom,Orthodox,Muslims,Protestants,Folk Religions,Others,Catholics,.,.,.,.,11245,1431305,,65,75,32,115,214587,369,8,366,14,1,6,23,4,3,4,29,17,1,,26,,2,,3,,1,7,,60,3,194,1,20,8,6,2626,97,2,16,2,,14,54,16,5,4,3,18,1,24,1,70,28,25,18,22,7,85,16,12,7,14,11,101,279,155,1207077,1019,134,26,1,,3,1,,5,153,544,35,109,69,7,796,,2,1,2,214,1292,,10,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.924329895,1322998,23040,515,0,0,0,0,76388,7735,0,629,0,0,0
ET077,Ethiopia,Oromia,Bale,Oromo,0.912018036,Oromo,Amhara,Somali,Others,Sidama,Tigrinya,Guragie,Welaita,Gamo,Argoba,Muslims,Orthodox,Protestants,Catholics,Folk Religions,Others,.,.,.,.,54648,1402492,,57,69,36,125,80002,251,12,335,12,1,5,11,6,6,4,27,18,5,9,24,,8,2,,,3,10,,746,1,17,3,16,26,9,1656,92,1,28,11,,31,114,7,5,27,7,29,,9,1,140,15,16,20,9,6,194,106,7,6,8,20,71,260,167,1279098,8458,257,35,3,3,8,4,2,4,5722,285,69,20255,82,27,1976,,2,1,1,1038,203,,9,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.818309837,237610,14521,1499,0,0,0,0,1147673,722,0,467,0,0,0
ET078,Ethiopia,Oromia,Borena,Oromo,0.887803393,Oromo,Gedeo,Konso,Burji,Amhara,Guragie,Kore,Welaita,Silte,Somali,Protestants,Folk Religions,Muslims,Orthodox,Others,Catholics,.,.,.,.,52440,962489,,57,81,18,95,8590,393,95,330,13,,8,33,5,50,8,20,11254,14,7,5,16,17,2,3,1,6,11,1,92,22,42559,18,99,38,11,4285,177,9,7,30,5,19,72,16,29,30532,13,2164,16,6,1,95,47,4,24,175,3,80,36,63,4,8,24,57,233,200,854501,74,128,64,17,1,1,,,,319,1312,25,1175,55,19,562,,2,14,1,1493,248,,24,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.472511374,52479,454787,12702,0,0,0,0,92632,336949,0,12940,0,0,0
ET079,Ethiopia,Oromia,South West Shewa,Oromo,0.870805328,Oromo,Amhara,Guragie,Gamo,Werji,Malie,Tigrinya,Silte,Others,Hadiya,Orthodox,Muslims,Protestants,Folk Religions,Others,Catholics,.,.,.,.,6567,1101129,,107,154,28,271,67850,421,11,412,22,3,1,11,18,14,3,23,33,2,33,87,11,12,2,1,10,10,8,2,6576,106,142,2,14,11,513,55742,768,1,11,,1,68,208,3,9,15,6,42,,3,,1465,97,72,47,3,7,88,76,21,19,23,23,48,212,120,958869,771,194,485,3,,1,2,,,49,1100,2,104,55,22,1243,,13,1,1,334,1722,,15,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.77822217,856923,97000,1015,0,0,0,0,122359,22487,0,1345,0,0,0
ET080,Ethiopia,Oromia,Guji,Oromo,0.785707296,Oromo,Gedeo,Amhara,Somali,Sidama,Guragie,Welaita,Silte,Tigrinya,Hareri,Protestants,Muslims,Folk Religions,Others,Orthodox,Catholics,.,.,.,.,18657,1389800,,118,102,31,381,36046,292,2,443,7,1,29,33,17,95,24,11,126,1,,24,46,30,6,5,,3,38,1,213,40,199208,963,105,86,51,9756,236,3,1484,16,14,32,345,,23,345,8,408,5,9,8,291,84,59,81,850,7,525,196,77,25,12,48,57,354,197,1091976,339,159,48,5,8,,2,3,16,12272,2478,95,22109,42,27,1522,,24,13,1,4311,126,,13,5,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.561400921,104061,780235,29412,0,0,0,0,205720,157306,0,113066,0,0,0
ET081,Ethiopia,Oromia,Horo Gudru Welega,Oromo,0.861218511,Oromo,Amhara,Kembata,Tigrinya,Guragie,Others,Anyiwak,Hadiya,Argoba,Agew Hamyra,Protestants,Orthodox,Folk Religions,Muslims,Others,Catholics,.,.,.,.,8087,570040,,35,115,22,91,76042,141,2,125,4,1,,24,1,2,,27,2,1,3,2,2,1,1,1,,2,1,,9,1,1,2,,2,69,246,133,,1,,,4,518,,,2,1,11,1,8,,31,21,61,85,,5,43,1,5,1,11,5,27,109,55,490929,175,40,9,,,,,,6,7,94,2,64,6,4,516,,1,,,56,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.429882114,219280,245050,2000,0,0,0,0,49052,50759,0,3899,0,0,0
ET082,Ethiopia,Oromia,Ilu Aba Bora,Oromo,0.896667136,Oromo,Amhara,Tigrinya,Shekecho,Guragie,Kefficho,Silte,Kembata,Others,Hadiya,Muslims,Orthodox,Protestants,Folk Religions,Catholics,Others,.,.,.,.,15535,1271609,,355,465,228,178,93761,460,1,612,64,2,,55,161,183,111,154,24,31,33,132,40,11,8,7,,13,17,5,41,,8,5,9,10,34,4181,1333,7,6,4,,3706,1740,4,12,13,29,56,6,8,5,142,99,43,26,3,1148,108,407,10,17,17,375,120,258,151,1140210,1382,130,40,,6,1,4489,8,20,26,1765,4,148,60,26,10896,,249,5,1,731,43,,74,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.50602583,337116,286258,1668,0,0,0,0,643467,2065,0,1035,0,0,0
ET083,Ethiopia,Oromia,Jimma,Oromo,0.875985608,Oromo,Amhara,Yem,Dawuro,Kefficho,Guragie,Hadiya,Tigrinya,Silte,Qebena,Muslims,Orthodox,Protestants,Catholics,Folk Religions,Others,.,.,.,.,18336,2486155,,308,420,264,1417,100649,4064,12,2181,241,13,102,105,94,62,106,392,35,16,6,31842,2109,62,2,80,,29,13,180,111,47,45,46,25,67,87,14618,10263,30,81,67,,24463,1795,42,57,47,1386,443,12,27,4,290,384,300,146,25,818,197,150,163,39,74,867,165,1505,786,2177836,1866,470,6459,26,36,4,170,7,7,328,6613,1,292,112,56,7163,,627,73,8,1298,219,,77615,27,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.856471539,277917,73843,2017,0,0,0,0,2129321,1701,0,1356,0,0,0
ET084,Ethiopia,Oromia,Kelem Welega,Oromo,0.940778471,Oromo,Amhara,Mao,Guragie,Tigrinya,Somali,Argoba,Anyiwak,Silte,Nyangatom,Protestants,Orthodox,Muslims,Catholics,Others,Folk Religions,.,.,.,.,9427,797666,,21,45,84,79,40910,293,1,319,9,2,5,10,11,7,13,20,2,6,5,7,23,1,,7,,6,22,,1,,,,,2,2,810,88,,3,,,8,5,2,10,1,1,71,,1,,12,1973,26,15,,120,41,97,3,1,3,12,31,125,82,750427,95,42,18,,,,,,1,10,276,2,487,65,4,734,,24,,,7,1,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.484541149,214584,386502,10154,0,0,0,0,183445,494,0,2487,0,0,0
