Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Density,Area,Population,ethnicity,Serbs,Montenegrins,Croats,Bosniaks,Bulgarians,Macedonians,Albanians,Arvanites,Greeks,Turks,Tatars,Gagauzians,Romanians,Moldovans,Aromanians,Hungarians,Jews,Roma,Gorans,Egyptians,Ashkali,Muslims,Bosnians,Yugoslavs,Others,Unstated,Unknown,Slovenians,Czechs,Slovaks,Russians,Ukrainians,Belorussians,Ruthenians,Bunjevacis,Poles,Germans,Italians,Georgians,Armenians,Arabs,Maronite Arabs,Orthodox Arabs,Copt Arabs,Catholic Arabs,Sunni Arabs,Shia Arabs,Austrians,British,French,Spanish,Swedish,Finnish,Portugese,Dutch,Danish,Americans,Nigerians,Sri Lankans,Indians,Pakistanis,Bangladeshis,Chinese,Vietnamese,Filippino,Syrians,Iranians,Afghans,Turkmenistanis,Azerbaijanis,Other Europeans,Other Asians,Other Africans,Other North Americans,Latin Americans,Oceania countries,No country declared,Stateless or Unspecified Nationality,religion,Largest Religion,Share of Population,Orthodoxy,Catholicism,Protestantism,Other Christians,Islam,Judaism,Other religions,Atheism,Not stated,Not known
2021,BG103,Bulgaria,Plovdiv,Asenovgrad,Bulgarians,0.692887276,Bulgarians,Turks,Unknown,Unstated,Roma,Others,.,.,.,.,Orthodoxy,Islam,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,48.77,1181,57601,,,,,,39911,,,,,13225,,,,,,,,211,,,,,,,139,804,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.583548897,33613,318,573,114,12726,8,20,1069,4520,4640
2021,BG105,Bulgaria,Plovdiv,Kalojanovo,Bulgarians,0.896112474,Bulgarians,Unknown,Turks,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Islam,Atheism,Protestantism,Catholicism,Other Christians,Judaism,.,16.61,638,10598,,,,,,9497,,,,,353,,,,,,,,287,,,,,,,29,35,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.78665786,8337,79,142,28,446,3,,314,725,524
2021,BG114,Bulgaria,Plovdiv,Săedinenie,Bulgarians,0.871643394,Bulgarians,Roma,Unknown,Turks,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Atheism,Not known,Protestantism,Islam,Catholicism,Other Christians,Other religions,Judaism,17.05,546,9310,,,,,,8115,,,,,77,,,,,,,,698,,,,,,,20,50,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.748012889,6964,66,119,24,74,1,2,626,975,459
2021,BG043,Bulgaria,Haskovo,Madžarovo,Bulgarians,0.475067385,Bulgarians,Turks,Unknown,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Islam,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Judaism,.,3.35,443,1484,,,,,,705,,,,,528,,,,,,,,94,,,,,,,3,9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.335579515,498,5,9,2,418,1,,47,329,175
2021,BG080,Bulgaria,Montana,Berkovica,Bulgarians,0.837459486,Bulgarians,Roma,Unknown,Others,Unstated,Turks,.,.,.,.,Orthodoxy,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Islam,Islam,.,16.61,873,14501,,,,,,12144,,,,,6,,,,,,,,1506,,,,,,,58,30,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.850699952,12336,117,210,42,6,,6,264,462,1058
2021,BG083,Bulgaria,Montana,Vălčedrăm,Bulgarians,0.723434658,Bulgarians,Roma,Unknown,Unstated,Turks,Others,.,.,.,.,Orthodoxy,Atheism,Not stated,Not known,Protestantism,Catholicism,Other Christians,Other religions,Islam,.,9.46,814,7698,,,,,,5569,,,,,23,,,,,,,,1440,,,,,,,21,179,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.499220577,3843,36,66,13,6,,8,1663,1371,692
2021,BG117,Bulgaria,Plovdiv,Peruštica,Bulgarians,0.717310377,Bulgarians,Roma,Unknown,Others,Unstated,Turks,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Islam,Other religions,.,48.84,88,4298,,,,,,3083,,,,,5,,,,,,,,909,,,,,,,14,12,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.763378315,3281,31,56,11,3,,2,65,454,395
2021,BG138,Bulgaria,Razgrad,Testament,Turks,0.738503604,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,15.33,525,8046,,,,,,897,,,,,5942,,,,,,,,635,,,,,,,29,177,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.769202088,767,7,13,3,6189,1,2,17,617,430
2021,BG200,Bulgaria,Smolyan,Zlatograd,Bulgarians,0.979013104,Bulgarians,Unknown,Unstated,Others,Turks,.,.,.,.,.,Not stated,Islam,Atheism,Orthodoxy,Not known,Protestantism,Catholicism,Other Christians,Other religions,.,31.61,309,9768,,,,,,9563,,,,,23,,,,,,,,,,,,,,,45,63,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.517199017,1117,11,19,4,2136,,3,1345,5052,81
2021,BG037,Bulgaria,Gabrovo,Drjanovo,Bulgarians,0.871895425,Bulgarians,Turks,Roma,Others,Unknown,Unstated,.,.,.,.,Orthodoxy,Not stated,Atheism,Islam,Not known,Protestantism,Catholicism,Other Christians,Other religions,.,16.49,464,7650,,,,,,6670,,,,,366,,,,,,,,231,,,,,,,185,98,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.712418301,5450,52,93,19,291,,7,779,855,104
2021,BG038,Bulgaria,Gabrovo,Sevlievo,Bulgarians,0.807083165,Bulgarians,Turks,Unknown,Unstated,Roma,Others,.,.,.,.,Orthodoxy,Islam,Not stated,Atheism,Not known,Protestantism,Catholicism,Other Christians,Other religions,Judaism,16.44,1805,29676,,,,,,23951,,,,,3987,,,,,,,,364,,,,,,,250,464,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.675225772,20038,189,342,68,3933,2,6,1036,3387,675
2021,BG042,Bulgaria,Haskovo,Ljubimec,Bulgarians,0.788478747,Bulgarians,Roma,Unknown,Turks,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Islam,Protestantism,Atheism,Catholicism,Other Christians,Other religions,.,14.42,620,8940,,,,,,7049,,,,,180,,,,,,,,1237,,,,,,,19,23,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.809955257,7241,68,123,25,131,,1,118,694,539
2021,BG049,Bulgaria,Haskovo,Harmanli,Bulgarians,0.699070434,Bulgarians,Turks,Unknown,Roma,Others,Unstated,.,.,.,.,Orthodoxy,Islam,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Other religions,.,17.23,1255,21623,,,,,,15116,,,,,2326,,,,,,,,1495,,,,,,,755,150,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.61365213,13269,125,226,45,2759,,7,655,2237,2300
2021,BG082,Bulgaria,Montana,Brusarci,Bulgarians,0.839111328,Bulgarians,Roma,Unknown,Unstated,Others,Turks,.,.,.,.,Orthodoxy,Atheism,Not stated,Not known,Protestantism,Catholicism,Other Christians,Judaism,.,.,11.01,372,4096,,,,,,3437,,,,,6,,,,,,,,454,,,,,,,11,28,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.5859375,2400,23,41,8,,3,,820,563,238
2021,BG087,Bulgaria,Montana,Medkovec,Bulgarians,0.76012966,Bulgarians,Roma,Unknown,Unstated,Turks,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Islam,.,.,8.45,365,3085,,,,,,2345,,,,,4,,,,,,,,556,,,,,,,2,5,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.758833063,2341,22,40,8,3,,,142,290,239
2021,BG089,Bulgaria,Montana,Čiprovci,Bulgarians,0.958377055,Bulgarians,Unknown,Unstated,Roma,Others,Turks,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,.,.,.,5.29,540,2859,,,,,,2740,,,,,2,,,,,,,,14,,,,,,,10,15,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.855893669,2447,23,42,8,,,,76,136,127
2021,BG090,Bulgaria,Montana,Jakimovo,Bulgarians,0.766336634,Bulgarians,Roma,Unknown,Unstated,Turks,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Islam,.,.,8.38,422,3535,,,,,,2709,,,,,10,,,,,,,,603,,,,,,,7,32,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.803677511,2841,27,48,10,8,,,58,290,253
2021,BG110,Bulgaria,Plovdiv,Parvomaj,Bulgarians,0.760398037,Bulgarians,Roma,Turks,Unknown,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Islam,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,.,22.53,968,21807,,,,,,16582,,,,,1808,,,,,,,,2138,,,,,,,82,121,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.717521897,15647,148,267,53,1813,,3,389,1989,1498
2021,BG111,Bulgaria,Plovdiv,Rakovsky,Bulgarians,0.854207701,Bulgarians,Roma,Unknown,Turks,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Islam,Catholicism,Other Christians,Other religions,Judaism,53.72,482,25893,,,,,,22118,,,,,115,,,,,,,,2530,,,,,,,72,92,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.799791449,20709,196,353,70,336,2,4,958,1936,1329
2021,BG202,Bulgaria,Smolyan,Nedelino,Bulgarians,0.983067533,Bulgarians,Unknown,Unstated,Others,Roma,.,.,.,.,.,Not stated,Islam,Atheism,Orthodoxy,Not known,Protestantism,Catholicism,Other Christians,.,.,27.91,182,5079,,,,,,4993,,,,,,,,,,,,,1,,,,,,,4,24,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.629454617,347,3,6,1,1041,,,416,3197,68
2021,BG205,Bulgaria,Smolyan,Čepelare,Bulgarians,0.974760222,Bulgarians,Unstated,Unknown,Turks,Turks,Roma,.,.,.,.,Orthodoxy,Not stated,Islam,Atheism,Protestantism,Not known,Catholicism,Other Christians,Judaism,Judaism,8.49,700,5943,,,,,,5793,,,,,17,,,,,,,,5,,,,,,,17,75,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.623590779,3706,35,63,13,738,1,1,156,1193,37
2021,BG028,Bulgaria,Dobrich,Balchik,Bulgarians,0.692254669,Bulgarians,Turks,Unknown,Roma,Others,Unstated,.,.,.,.,Orthodoxy,Islam,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Judaism,Judaism,16.04,995,15958,,,,,,11047,,,,,2129,,,,,,,,859,,,,,,,568,137,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.613046748,9783,92,167,33,2223,7,7,873,1128,1645
2021,BG031,Bulgaria,Dobrich,Kavarna,Bulgarians,0.682070935,Bulgarians,Roma,Unknown,Turks,Others,Unstated,.,.,.,.,Orthodoxy,Islam,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,14.53,916,13308,,,,,,9077,,,,,451,,,,,,,,2797,,,,,,,210,104,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.592801323,7889,75,135,27,3057,3,7,276,949,890
2021,BG032,Bulgaria,Dobrich,Krušari,Turks,0.485696122,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Orthodoxy,Atheism,Not known,Not stated,Protestantism,Catholicism,Other Christians,Judaism,.,3.92,803,3146,,,,,,862,,,,,1528,,,,,,,,503,,,,,,,7,11,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.533375715,655,6,11,2,1678,1,,291,217,285
2021,BG036,Bulgaria,Gabrovo,Gabrovo,Bulgarians,0.961565891,Bulgarians,Unknown,Unstated,Turks,Others,Roma,.,.,.,.,Orthodoxy,Not stated,Atheism,Not known,Protestantism,Catholicism,Islam,Other Christians,Other religions,Judaism,50.13,1035,51881,,,,,,49887,,,,,320,,,,,,,,157,,,,,,,256,462,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.813669744,42214,399,720,144,282,4,30,2144,5103,841
2021,BG039,Bulgaria,Gabrovo,Trjavna,Bulgarians,0.967973856,Bulgarians,Unknown,Turks,Others,Others,Roma,.,.,.,.,Orthodoxy,Not stated,Atheism,Not known,Protestantism,Catholicism,Islam,Other Christians,Other religions,Judaism,19.37,474,9180,,,,,,8886,,,,,50,,,,,,,,40,,,,,,,44,44,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.748257081,6869,65,117,23,37,1,3,724,1215,126
2021,BG050,Bulgaria,Haskovo,Haskovo,Bulgarians,0.692213125,Bulgarians,Turks,Unknown,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Islam,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,60.88,1336,81342,,,,,,56306,,,,,14134,,,,,,,,3241,,,,,,,495,951,6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.567160876,46134,436,787,157,16164,28,33,1410,7993,8200
2021,BG088,Bulgaria,Montana,Montana,Bulgarians,0.881221499,Bulgarians,Roma,Unknown,Unstated,Others,Turks,.,.,.,.,Orthodoxy,Not stated,Atheism,Not known,Protestantism,Catholicism,Other Christians,Islam,Other religions,.,36.06,1283,46271,,,,,,40775,,,,,38,,,,,,,,3152,,,,,,,146,428,1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.738691621,34180,323,583,116,26,,13,2713,5856,2461
2021,BG104,Bulgaria,Plovdiv,Brezovo,Bulgarians,0.822204214,Bulgarians,Roma,Unknown,Unstated,Turks,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Islam,Other Christians,Judaism,.,7.22,854,6170,,,,,,5073,,,,,29,,,,,,,,705,,,,,,,28,44,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.786547812,4853,46,83,17,29,1,,152,595,394
2021,BG106,Bulgaria,Plovdiv,Karlovo,Bulgarians,0.75190236,Bulgarians,Roma,Turks,Unknown,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Islam,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,24.25,1929,46784,,,,,,35177,,,,,2538,,,,,,,,5953,,,,,,,311,688,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.660482216,30900,292,527,105,2306,3,15,1966,7729,2941
2021,BG109,Bulgaria,Plovdiv,Plovdiv,Bulgarians,0.829777981,Bulgarians,Unknown,Turks,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Not known,Not stated,Islam,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,1727.63,185,319612,,,,,,265207,,,,,13943,,,,,,,,4953,,,,,,,3690,4464,27355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.658792536,210558,1989,3590,716,13796,125,437,12838,37705,37858
2021,BG112,Bulgaria,Plovdiv,Rhodope,Bulgarians,0.847196305,Bulgarians,Turks,Unknown,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Islam,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,34.37,951,32689,,,,,,27694,,,,,1889,,,,,,,,1141,,,,,,,217,357,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.753525651,24632,233,420,84,2126,5,19,829,2571,1770
2021,BG115,Bulgaria,Plovdiv,Hisarja,Bulgarians,0.886706949,Bulgarians,Unknown,Roma,Turks,Turks,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Islam,Other Christians,Other religions,Judaism,10.5,1009,10592,,,,,,9392,,,,,67,,,,,,,,430,,,,,,,41,67,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.749811178,7942,75,135,27,37,2,4,212,1332,826
2021,BG139,Bulgaria,Razgrad,Isperih,Turks,0.61239419,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Orthodoxy,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Judaism,Other religions,24.85,770,19138,,,,,,4130,,,,,11720,,,,,,,,1859,,,,,,,31,168,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.677239001,3511,33,60,12,12961,7,1,231,820,1502
2021,BG141,Bulgaria,Razgrad,Loznica,Turks,0.517989349,Turks,Bulgarians,Others,Unknown,Unstated,Roma,.,.,.,.,Islam,Orthodoxy,Not known,Not stated,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,16.88,456,7699,,,,,,1803,,,,,3988,,,,,,,,88,,,,,,,1339,109,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.746590466,1179,11,20,4,5748,1,2,26,242,466
2021,BG142,Bulgaria,Razgrad,Razgrad,Bulgarians,0.59698108,Bulgarians,Turks,Unknown,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Islam,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,35.09,1244,43658,,,,,,26063,,,,,12633,,,,,,,,1410,,,,,,,441,927,2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.514499061,22462,212,383,76,13476,2,17,876,3388,2766
2021,BG203,Bulgaria,Smolyan,Rudozem,Bulgarians,0.804473138,Bulgarians,Others,Unstated,Unknown,Turks,.,.,.,.,.,Islam,Not stated,Orthodoxy,Atheism,Not known,Protestantism,Catholicism,Other Christians,Other Christians,Judaism,26.21,331,8674,,,,,,6978,,,,,15,,,,,,,,,,,,,,,1458,177,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.838136961,475,4,8,2,7270,1,2,149,715,48
2021,BG204,Bulgaria,Smolyan,Smolyan,Bulgarians,0.951881976,Bulgarians,Unstated,Roma,Unknown,Others,Turks,.,.,.,.,Orthodoxy,Not stated,Islam,Atheism,Not known,Protestantism,Catholicism,Other Christians,Other religions,Judaism,22.18,1519,33688,,,,,,32067,,,,,164,,,,,,,,411,,,,,,,300,420,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.417478034,14064,133,240,48,7841,15,21,2610,8363,353
2021,BG033,Bulgaria,Dobrich,Tervel,Turks,0.451091959,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Orthodoxy,Not known,Not stated,Protestantism,Atheism,Catholicism,Other Christians,Other religions,.,10.76,1111,11951,,,,,,4622,,,,,5391,,,,,,,,1029,,,,,,,48,123,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.515940089,3914,37,67,13,6166,,6,53,776,919
2021,BG035,Bulgaria,Dobrich,Shabla,Bulgarians,0.909975062,Bulgarians,Unknown,Unstated,Roma,Turks,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Islam,Catholicism,Other Christians,Other religions,.,6.37,630,4010,,,,,,3649,,,,,43,,,,,,,,50,,,,,,,39,89,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.803241895,3221,30,55,11,36,,1,131,307,218
2021,BG084,Bulgaria,Montana,Văršec,Bulgarians,0.75054136,Bulgarians,Roma,Unknown,Others,Unstated,Turks,.,.,.,.,Orthodoxy,Not stated,Atheism,Not known,Protestantism,Catholicism,Other Christians,Islam,Other religions,.,15.33,452,6927,,,,,,5199,,,,,7,,,,,,,,1453,,,,,,,26,16,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.704489678,4880,46,83,17,4,,2,513,1073,309
2021,BG108,Bulgaria,Plovdiv,Marica,Bulgarians,0.856907383,Bulgarians,Roma,Unknown,Turks,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Atheism,Islam,Protestantism,Catholicism,Other Christians,Other religions,.,51.45,625,32154,,,,,,27553,,,,,960,,,,,,,,1816,,,,,,,104,563,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.690209616,22193,210,378,75,947,,9,1121,5628,1593
2021,BG113,Bulgaria,Plovdiv,Sadovo,Bulgarians,0.831707978,Bulgarians,Roma,Unknown,Turks,Unstated,Others,.,.,.,.,Orthodoxy,Not stated,Not known,Islam,Atheism,Protestantism,Catholicism,Other Christians,Other religions,.,42.07,351,14766,,,,,,12281,,,,,345,,,,,,,,1239,,,,,,,29,265,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.773466071,11421,108,195,39,339,,2,309,1548,805
2021,BG116,Bulgaria,Plovdiv,Kričim,Bulgarians,0.55831608,Bulgarians,Turks,Unknown,Roma,Unstated,Others,.,.,.,.,Orthodoxy,Islam,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Judaism,.,72.45,100,7245,,,,,,4045,,,,,2234,,,,,,,,338,,,,,,,61,225,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.416563147,3018,29,51,10,2211,2,,151,1323,450
2021,BG119,Bulgaria,Plovdiv,Kuklen,Bulgarians,0.565646909,Bulgarians,Turks,Roma,Unknown,Unstated,Others,.,.,.,.,Orthodoxy,Islam,Not stated,Not known,Protestantism,Atheism,Catholicism,Other Christians,Judaism,Judaism,23.42,268,6276,,,,,,3550,,,,,1754,,,,,,,,557,,,,,,,33,110,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.527405991,3310,31,56,11,1838,1,1,55,611,362
2021,BG140,Bulgaria,Razgrad,Kubrat,Turks,0.519398369,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Orthodoxy,Not stated,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,.,17.1,832,14228,,,,,,4316,,,,,7390,,,,,,,,1520,,,,,,,55,224,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.554610627,4027,38,69,14,7891,,1,242,1017,929
2021,BG143,Bulgaria,Razgrad,Samuel,Turks,0.761597281,Turks,Bulgarians,Roma,Unknown,Unstated,Others,.,.,.,.,Islam,Not stated,Orthodoxy,Not known,Atheism,Protestantism,Catholicism,Other Christians,Other religions,.,12.34,477,5885,,,,,,529,,,,,4482,,,,,,,,294,,,,,,,39,263,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.68751062,570,5,10,2,4046,,1,82,849,320
2021,BG196,Bulgaria,Smolyan,Banite,Bulgarians,0.973046638,Bulgarians,Roma,Unstated,Turks,Unknown,Others,.,.,.,.,Not stated,Islam,Atheism,Orthodoxy,Not known,Protestantism,Catholicism,Other Christians,Other Christians,.,6.1,541,3302,,,,,,3213,,,,,20,,,,,,,,26,,,,,,,9,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.554815263,201,2,3,1,888,,1,363,1832,11
2021,BG197,Bulgaria,Smolyan,Borino,Turks,0.599679101,Turks,Bulgarians,Unstated,Unknown,Others,Roma,.,.,.,.,Islam,Not stated,Orthodoxy,Atheism,Not known,Protestantism,Catholicism,.,.,.,8.04,310,2493,,,,,,872,,,,,1495,,,,,,,,11,,,,,,,19,76,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.686321701,147,1,2,,1711,,,137,474,21
2021,BG199,Bulgaria,Smolyan,Dospat,Bulgarians,0.85539281,Bulgarians,Others,Unstated,Turks,Turks,Roma,.,.,.,.,Islam,Not stated,Not known,Orthodoxy,Atheism,Judaism,Protestantism,.,.,.,14.84,506,7510,,,,,,6424,,,,,44,,,,,,,,24,,,,,,,815,159,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.874833555,36,,1,,6570,3,,31,825,44
2021,BG120,Bulgaria,Plovdiv,Sopot,Bulgarians,0.879402985,Bulgarians,Unknown,Turks,Roma,Others,Unstated,.,.,.,.,Orthodoxy,Not known,Not stated,Islam,Atheism,Protestantism,Catholicism,Other Christians,Other religions,Judaism,86.34,97,8375,,,,,,7365,,,,,185,,,,,,,,136,,,,,,,71,42,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.753432836,6310,60,108,21,168,1,2,156,756,793
