Data Year,ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,oneReligion,twoReligion,threeReligion,fourReligion,fiveReligion,sixReligion,sevenReligion,eightReligion,nineReligion,tenReligion,Density,Area,Population,ethnicity,Serbs,Montenegrins,Croats,Bosniaks,Bulgarians,Macedonians,Albanians,Arvanites,Greeks,Turks,Tatars,Gagauzians,Romanians,Moldovans,Aromanians,Hungarians,Jews,Roma,Gorans,Egyptians,Ashkali,Muslims,Bosnians,Yugoslavs,Others,Unstated,Unknown,Slovenians,Czechs,Slovaks,Russians,Ukrainians,Belorussians,Ruthenians,Bunjevacis,Poles,Germans,Italians,Georgians,Armenians,Arabs,Maronite Arabs,Orthodox Arabs,Copt Arabs,Catholic Arabs,Sunni Arabs,Shia Arabs,Austrians,British,French,Spanish,Swedish,Finnish,Portugese,Dutch,Danish,Americans,Nigerians,Sri Lankans,Indians,Pakistanis,Bangladeshis,Chinese,Vietnamese,Filippino,Syrians,Iranians,Afghans,Turkmenistanis,Azerbaijanis,Other Europeans,Other Asians,Other Africans,Other North Americans,Latin Americans,Oceania countries,No country declared,Stateless or Unspecified Nationality,religion,Largest Religion,Share of Population,Orthodoxy,Catholicism,Protestantism,Other Christians,Islam,Judaism,Other religions,Atheism,Not stated,Not known
2021,CR298,Croatia,Zadarska,Pašman,Croats,0.97659176,Croats,Slovenians,Others,Germans,Serbs,Bosniaks,Czechs,Roma,Roma,Roma,Catholicism,Atheism,Other Christians,Not known,Not stated,Islam,Orthodoxy,Other religions,Protestantism,.,23.22,92,2136,,4,,2086,3,,,,,,,,,,,,,,1,,,,,,,13,,1,16,2,,1,,,1,,1,5,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.917134831,6,1959,2,60,9,,5,66,14,15
2021,CR320,Croatia,Zadarska,Polača,Croats,0.911447084,Croats,Serbs,Unstated,Montenegrins,Montenegrins,Montenegrins,Montenegrins,.,.,.,Catholicism,Orthodoxy,Other Christians,Atheism,Not stated,Islam,Protestantism,.,.,.,23.95,58,1389,,116,1,1266,1,,1,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.886969042,115,1232,1,18,2,,,17,4,
2021,CR413,Croatia,Istarska,Tinjan,Croats,0.877385772,Croats,Others,Bosniaks,Bosniaks,Unstated,Unknown,Slovenians,Serbs,Serbs,Serbs,Catholicism,Other Christians,Atheism,Not known,Other religions,Islam,Orthodoxy,Not stated,.,.,16.31,106,1729,,5,,1517,12,,2,5,,,,,,,,,,,,,,,,,,147,9,7,6,,1,,5,,,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.840948525,11,1454,,100,13,,14,91,9,37
2022,HN187,Hungary,Veszprém,Sümegi,Hungarians,0.868124265,Hungarians,Unstated,Roma,Germans,Others,Romanians,Bulgarians,Bulgarians,Greeks,Greeks,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,21.93,659,14453,,1,,1,,6,,,,4,,,,8,,,12547,,154,,,,,,,25,1644,,1,,1,,4,,3,,1,47,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.500657303,7,7236,398,140,,4,27,946,5695,
2021,CR040,Croatia,Istarska,Buzet,Croats,0.855642607,Croats,Others,Bosniaks,Unknown,Serbs,Serbs,Slovenians,Italians,Ukrainians,Albanians,Catholicism,Atheism,Other Christians,Islam,Not known,Not stated,Orthodoxy,Other religions,Protestantism,.,17.8,337,5999,,54,1,5133,227,1,11,17,,,1,,,2,,,,,,,,,,,,305,54,75,52,2,,7,18,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.736122687,94,4416,3,324,309,,40,486,119,208
2021,CR208,Croatia,Istarska,Kršan,Croats,0.845881937,Croats,Others,Bosniaks,Serbs,Unknown,Unstated,Italians,Slovenians,Montenegrins,Montenegrins,Catholicism,Islam,Other Christians,Atheism,Not known,Not stated,Orthodoxy,Other religions,Protestantism,.,11.41,248,2829,,31,3,2393,153,,3,3,,,,,,,,,,,,,,,,,,184,13,20,9,,1,1,,,,,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.749734889,37,2121,1,161,195,,28,150,60,76
2021,CR212,Croatia,Istarska,Labin,Croats,0.711914812,Croats,Others,Bosniaks,Unstated,Unknown,Serbs,Italians,Albanians,Slovenians,Montenegrins,Catholicism,Atheism,Islam,Not known,Other Christians,Not stated,Orthodoxy,Other religions,Protestantism,.,71.4,146,10424,,197,16,7421,776,,7,64,,,2,,,1,,,2,,,,,,,,,1196,255,213,50,3,6,7,2,,,,5,15,185,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.538277053,238,5611,7,609,1037,,72,1434,585,831
2021,CR299,Croatia,Istarska,Pazin,Croats,0.872569151,Croats,Others,Unstated,Italians,Bosniaks,Serbs,Unknown,Macedonians,Albanians,Slovenians,Catholicism,Atheism,Other Christians,Not known,Not stated,Islam,Other religions,Orthodoxy,Protestantism,Judaism,29.46,281,8279,,53,6,7224,62,,26,20,,,,,,2,,,4,,2,,,,,,,660,79,46,16,1,,3,2,,,,,4,68,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.751902404,74,6225,9,611,119,1,101,706,207,226
2021,CR307,Croatia,Istarska,Pićan,Croats,0.844367015,Croats,Others,Unknown,Unstated,Bosniaks,Serbs,Italians,Czechs,Albanians,Macedonians,Catholicism,Other Christians,Atheism,Not known,Not stated,Other religions,Orthodoxy,Islam,.,.,16.88,102,1722,,5,,1454,7,,1,2,,,,,,,,,,,,,,,,,,224,9,11,,3,,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.824622532,14,1420,,155,8,,16,44,28,37
2021,CR329,Croatia,Zadarska,Preko,Croats,0.973284589,Croats,Others,Albanians,Bosniaks,Unknown,Serbs,Unstated,Italians,Slovenians,Slovenians,Catholicism,Not known,Atheism,Other Christians,Not stated,Islam,Other religions,Orthodoxy,Protestantism,Judaism,33.87,105,3556,,7,1,3461,11,,2,13,,,,,,,,,2,,,,,,,,,18,6,10,4,2,1,2,4,,,,1,4,5,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.866704162,9,3082,5,101,27,1,19,124,57,131
2021,CR473,Croatia,Zadarska,Zadar,Croats,0.948501674,Croats,Serbs,Albanians,Others,Unknown,Unstated,Bosniaks,Slovenians,Montenegrins,Montenegrins,Catholicism,Atheism,Other Christians,Orthodoxy,Not stated,Not known,Other religions,Islam,Protestantism,Judaism,188.24,376,70779,,1371,63,67134,246,1,63,458,,,8,,,2,,,60,4,7,,,,,,,406,266,321,108,27,36,18,27,,3,,19,55,63,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.825273033,1368,58412,122,2947,516,6,677,4511,1184,1036
2021,CR483,Croatia,Istarska,Žminj,Croats,0.809821429,Croats,Others,Unstated,Italians,Unknown,Albanians,Serbs,Bosniaks,Slovenians,Macedonians,Catholicism,Other Christians,Atheism,Not stated,Not known,Other religions,Islam,Orthodoxy,Protestantism,.,23.33,144,3360,,8,1,2721,6,,2,11,,,,,,1,,,1,,,,,,,,,527,28,20,5,,1,1,,,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.848214286,15,2850,1,276,17,,24,97,45,35
2021,CR565,Croatia,Zadarska,Kolan,Croats,0.979141104,Croats,Unstated,Unstated,Slovaks,Slovaks,Serbs,Serbs,Serbs,Serbs,Serbs,Catholicism,Atheism,Other Christians,Not stated,Other religions,Orthodoxy,Orthodoxy,.,.,.,14.3,57,815,,1,,798,1,,1,,,,,,,,,,,,,,,,,,,1,3,1,,3,2,,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.921472393,2,751,,22,2,,6,25,7,
2022,HN182,Hungary,Veszprém,Ajkai,Hungarians,0.8566424,Hungarians,Unstated,Germans,Roma,Ukrainians,Others,Romanians,Slovaks,Serbs,Greeks,Not stated,Catholicism,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,52.88,691,36538,,12,,7,,8,,,,9,,,,42,,,31300,,327,,,,,,,72,3270,,1,,22,,73,,9,,7,1370,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.414801029,45,14761,2293,351,,4,59,3869,15156,
2022,HN186,Hungary,Veszprém,Pápai,Hungarians,0.866502123,Hungarians,Unstated,Germans,Roma,Others,Ukrainians,Romanians,Poles,Greeks,Greeks,Catholicism,Not stated,Protestantism,Atheism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,24.78,2224,55102,,1,,5,,18,,,,22,,,,98,,,47746,,672,,,,,,,325,5085,,18,,22,,193,,10,,39,840,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.380603245,40,20972,9761,514,,19,59,4213,19524,
2022,HN191,Hungary,Veszprém,Zirci,Hungarians,0.868372144,Hungarians,Unstated,Germans,Ukrainians,Others,Roma,Slovaks,Romanians,Serbs,Slovenians,Catholicism,Not stated,Protestantism,Atheism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,25.44,719,18294,,6,,4,,1,,,,1,,,,8,,,15886,,32,,,,,,,34,1675,,5,,21,,39,,5,,1,572,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.390346562,5,7141,2109,351,,4,22,1600,7062,
2021,CR170,Croatia,Zadarska,Kali,Croats,0.986750789,Croats,Others,Serbs,Bosniaks,Bosniaks,Bosniaks,Bosniaks,Unstated,Unstated,Unstated,Catholicism,Atheism,Other Christians,Not stated,Not known,Other religions,Orthodoxy,Islam,.,.,83.42,19,1585,,3,,1564,2,,2,,,,,,,,,,,,,,,,,,,7,1,1,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.904100946,3,1433,,53,2,,4,59,24,7
2021,CR342,Croatia,Istarska,Raša,Croats,0.676753293,Croats,Others,Bosniaks,Unstated,Unknown,Italians,Serbs,Albanians,Slovenians,Montenegrins,Catholicism,Islam,Atheism,Not known,Other Christians,Not stated,Orthodoxy,Other religions,Protestantism,.,17.56,160,2809,,30,7,1901,269,1,2,21,,,,,,2,,,1,,,,,,,,,423,59,42,11,1,,,,,,,,6,32,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.611605554,35,1718,1,101,406,,10,337,91,110
2021,CR352,Croatia,Zadarska,Sali,Croats,0.951890034,Croats,Ukrainians,Others,Serbs,Bosniaks,Turks,Turks,Unknown,Unknown,Unknown,Catholicism,Other Christians,Atheism,Not stated,Orthodoxy,Other religions,Not known,Islam,Protestantism,.,7.31,239,1746,,12,2,1662,9,,1,1,,,6,,,,,,1,,,,,,,,,14,1,3,3,3,3,,18,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.593928981,18,1037,4,537,9,,15,83,29,14
2021,CR524,Croatia,Zadarska,Tkon,Croats,0.963903743,Croats,Albanians,Unstated,Serbs,Serbs,Unknown,Ukrainians,Ukrainians,.,.,Catholicism,Other Christians,Atheism,Not stated,Islam,Not known,Other religions,Orthodoxy,Orthodoxy,.,25.79,29,748,,3,,721,,,,11,,,,,,,,,,,,,,,,,,,6,2,,,,,1,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.755347594,1,565,1,72,16,,5,42,33,13
2021,CR568,Croatia,Zadarska,Vrsi,Croats,0.913447433,Croats,Serbs,Others,Germans,Unstated,Albanians,Albanians,Albanians,Hungarians,Montenegrins,Catholicism,Orthodoxy,Atheism,Other Christians,Not stated,Islam,Not known,Other religions,Protestantism,.,28.4,72,2045,,113,1,1868,,,1,4,,,,,,,,,2,,,,,,,,,25,6,4,4,,,,,,,,1,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.877750611,109,1795,2,32,19,,5,46,29,8
2021,CR263,Croatia,Zadarska,Nin,Croats,0.957855823,Croats,Serbs,Bosniaks,Albanians,Albanians,Albanians,Unknown,Slovenians,Slovenians,Slovaks,Catholicism,Other Christians,Orthodoxy,Atheism,Islam,Not known,Other religions,Not stated,Protestantism,.,25.52,106,2705,,52,1,2591,19,,,8,,,,,,,,,,,,,,,,,,8,8,6,3,1,2,2,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.906839187,57,2453,1,58,41,,11,54,7,23
2021,CR295,Croatia,Zadarska,Pag,Croats,0.924724409,Croats,Albanians,Serbs,Others,Unstated,Slovenians,Bosniaks,Unknown,Macedonians,Macedonians,Catholicism,Atheism,Other Christians,Islam,Not stated,Orthodoxy,Not known,Other religions,Protestantism,.,11.94,266,3175,,37,3,2936,15,1,6,71,,,,,,,,,5,,,,,,,,,36,23,9,17,5,2,,1,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.848818898,29,2695,1,127,55,,17,170,53,28
2021,CR445,Croatia,Zadarska,Vir,Croats,0.926108374,Croats,Bosniaks,Serbs,Others,Germans,Unstated,Unstated,Albanians,Slovenians,Slovenians,Catholicism,Islam,Islam,Other Christians,Not stated,Orthodoxy,Not known,Protestantism,Other religions,.,69.2,44,3045,,42,,2820,53,,2,14,,,1,,,,,,9,,,,,,,,,25,15,15,11,11,3,,1,,,,1,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.851888342,48,2594,13,78,108,,12,108,49,35
2011,AL035,Albania,Shkodër,Malësi E Madhe,Albanians,0.955033579,Albanians,Others,Montenegrins,Aromanians,Greeks,.,.,.,.,.,Catholicism,Islam,Other religions,Orthodoxy,.,.,.,.,.,.,15.92,1936,30823,,,84,,,,,29437,,1,,,,,,6,,,,,,,,,,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.468740875,113,14448,,,14343,,1919,,,
2022,HN032,Hungary,Baranya,Szentlőrinci,Hungarians,0.854686713,Hungarians,Unstated,Roma,Germans,Croats,Others,Romanians,Ukrainians,Slovenians,Serbs,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,23.72,586,13901,,3,,84,,3,,,,1,,,,15,,,11881,,729,,,,,,,45,849,,4,,1,,5,,1,,1,278,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.393281059,6,5467,502,141,,2,37,2499,5247,
2011,AL015,Albania,Shkodër,Fushë-Arrëz,Albanians,0.919513842,Albanians,Others,.,.,.,.,.,.,.,.,Catholicism,Islam,Other religions,Orthodoxy,.,.,.,.,.,.,7.45,994,7405,,,,,,,,6809,,,,,,,,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.765428764,2,5668,,,1215,,520,,,
2011,AL059,Albania,Shkodër,Vau I Dejës,Albanians,0.916814508,Albanians,Others,Montenegrins,Montenegrins,.,.,.,.,.,.,Catholicism,Islam,Other religions,Orthodoxy,.,.,.,.,.,.,33.82,900,30438,,,1,,,,,27906,,,,,,,,1,,,,,,,,,,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.727741639,9,22151,,,6814,,1464,,,
2022,HN029,Hungary,Baranya,Pécsváradi,Hungarians,0.791377914,Hungarians,Germans,Roma,Unstated,Croats,Others,Serbs,Serbs,Ukrainians,Slovaks,Catholicism,Not stated,Protestantism,Atheism,Other Christians,Other religions,Orthodoxy,.,.,.,21.62,514,11111,,9,,99,,1,,,,3,,,,1,,,8793,,170,,,,,,,67,122,,1,,4,,5,,1,,9,1825,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.432724327,2,4808,1105,89,,,26,1079,4002,
2022,HN033,Hungary,Baranya,Szigetvári,Hungarians,0.84416492,Hungarians,Unstated,Roma,Germans,Others,Croats,Ukrainians,Romanians,Bulgarians,Bulgarians,Not stated,Catholicism,Atheism,Protestantism,Other Christians,Other religions,Judaism,Orthodoxy,.,.,16.79,1364,22896,,9,,184,,10,,,,1,,,,13,,,19328,,1217,,,,,,,199,1521,,,,10,,16,,1,,4,380,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.373471349,6,8094,1841,265,,7,29,4103,8551,
2011,AL033,Albania,Elbasan,Librazhd,Albanians,0.947729838,Albanians,Others,Aromanians,Macedonians,Greeks,Roma,Egyptians,.,.,.,Islam,Other religions,Orthodoxy,Catholicism,.,.,.,.,.,.,22.78,1400,31892,,,,,,,12,30225,,8,,,,,,15,,,4,,2,,,,,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.838109871,184,35,,,26729,,4944,,,
2011,AL046,Albania,Elbasan,Prrenjas,Albanians,0.928691881,Albanians,Others,Aromanians,Macedonians,Greeks,.,.,.,.,.,Islam,Other religions,Orthodoxy,Catholicism,.,.,.,.,.,.,40.11,621,24906,,,,,,,7,23130,,6,,,,,,10,,,,,,,,,,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.780856019,124,85,,,19448,,5249,,,
2022,HN025,Hungary,Baranya,Hegyháti,Hungarians,0.841709218,Hungarians,Roma,Germans,Unstated,Others,Croats,Romanians,Poles,Ukrainians,Ruthenians,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Orthodoxy,.,.,14.79,755,11163,,1,,9,,1,,,,,,,,6,,,9396,,977,,,,,,,67,210,,1,,1,,4,,3,,5,481,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.440025083,3,4912,381,126,,3,10,1550,4178,
2011,AL012,Albania,Elbasan,Elbasan,Albanians,0.804542953,Albanians,Others,Roma,Aromanians,Egyptians,Greeks,Macedonians,Montenegrins,.,.,Islam,Other religions,Orthodoxy,Catholicism,.,.,.,.,.,.,94.04,1507,141714,,,8,,,,70,114015,,124,,,,,,490,,,968,,199,,,,,25840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.622359118,13407,2400,,,88197,,37710,,,
2011,AL054,Albania,Shkodër,Shkodër,Albanians,0.90371796,Albanians,Others,Egyptians,Roma,Montenegrins,Greeks,Aromanians,Macedonians,.,.,Islam,Catholicism,Other religions,Orthodoxy,.,.,.,.,.,.,78.84,1720,135612,,,199,,,,1,122555,,43,,,,,,13,,,385,,709,,,,,11707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.524312008,696,52213,,,71103,,11600,,,
2022,HN027,Hungary,Baranya,Mohácsi,Hungarians,0.770463232,Hungarians,Germans,Unstated,Roma,Croats,Serbs,Others,Armenians,Slovaks,Poles,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,26.25,1246,32705,,97,,588,,1,,,,7,,,,8,,,25198,,919,,,,,,,70,1856,,1,,17,,5,,6,,11,3897,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.459012383,40,15012,1457,308,,8,44,3134,12702,
2022,HN030,Hungary,Baranya,Sellyei,Hungarians,0.791792109,Hungarians,Roma,Croats,Germans,Others,Ukrainians,Romanians,Serbs,Slovaks,Bulgarians,Catholicism,Not stated,Protestantism,Atheism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,12.4,1018,12622,,6,,784,,3,,,,3,,,,12,,,9994,,1691,,,,,,,37,,,,,4,,13,,3,,1,70,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.446759626,8,5639,1455,82,,2,12,1272,4152,
2022,HN031,Hungary,Baranya,Siklósi,Hungarians,0.827215943,Hungarians,Roma,Unstated,Germans,Croats,Serbs,Others,Romanians,Poles,Bulgarians,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,24.98,1346,33620,,134,,429,,11,,,,11,,,,15,,,27811,,2125,,,,,,,83,1608,,1,,7,,8,,4,,14,1356,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.399167162,51,13420,3809,224,,3,79,4036,11998,
2021,RM014,Romania,Covasna,Covasna,Hungarians,0.667079913,Hungarians,Romanians,Unknown,Roma,Others,Germans,Italians,Ukrainians,Poles,Jews,Protestantism,Catholicism,Orthodoxy,Not stated,Other Christians,Atheism,Other religions,Islam,Judaism,.,26.09,7667,200042,,3,,2,,2,,,,3,5,2,,42752,,,133444,6,9507,,,,,,,99,,14101,,1,3,6,10,,1,,8,73,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestants,0.386943742,40062,64443,77405,1227,23,2,293,1218,15369,
2021,RM029,Romania,Prahova,Prahova,Romanians,0.870702714,Romanians,Unknown,Roma,Others,Hungarians,Turks,Germans,Germans,Greeks,Russians,Orthodoxy,Not stated,Protestantism,Atheism,Catholicism,Other religions,Islam,Other Christians,Judaism,.,73.4,9470,695119,,7,,,,13,2,8,,74,158,13,,605242,,,214,23,14024,,,,,,,313,,74731,,6,9,38,36,,,,10,96,96,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.854063837,593676,1934,13781,226,368,35,437,3422,81240,
2021,RM033,Romania,Suceava,Suceava,Romanians,0.855672157,Romanians,Unknown,Roma,Ukrainians,Poles,Russians,Germans,Ruthenians,Others,Hungarians,Orthodoxy,Not stated,Protestantism,Catholicism,Other religions,Atheism,Other Christians,Islam,Judaism,.,34.24,18768,642551,,7,,2,,1,1,11,,14,28,4,,549813,,,91,36,13568,,,,,,,168,,67205,,,,1265,7916,,182,,1667,475,62,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.772433628,496328,6122,63048,1337,93,57,3021,1764,70781,
2021,RM039,Romania,Vrancea,Vrancea,Romanians,0.863422723,Romanians,Unknown,Roma,Others,Italians,Hungarians,Turks,Ukrainians,Jews,Jews,Orthodoxy,Not stated,Protestantism,Catholicism,Atheism,Other Christians,Other religions,Islam,Judaism,.,33.59,9983,335312,,,,,,1,,4,,5,21,1,,289516,,,51,9,13723,,,,,,,76,,31809,,,1,4,11,,,,4,9,64,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.857690748,287594,3873,9638,162,78,9,144,556,33258,
2021,RM042,Romania,Giurgiu,Giurgiu,Romanians,0.853109522,Romanians,Unknown,Roma,Others,Turks,Hungarians,Italians,Germans,Armenians,Tatars,Orthodoxy,Not stated,Protestantism,Atheism,Catholicism,Other religions,Islam,Other Christians,Judaism,.,38.05,6888,262066,,6,,,,8,1,9,,7,62,10,,223571,,,35,4,11964,,,,,,,259,,26060,,3,,9,8,,,,1,16,21,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,0.879045737,230368,394,2653,122,201,7,232,599,27490,
2011,AL004,Albania,Elbasan,Cërrik,Albanians,0.857698067,Albanians,Others,Egyptians,Greeks,Aromanians,Aromanians,Montenegrins,Macedonians,.,.,Islam,Other religions,Orthodoxy,Catholicism,.,.,.,.,.,.,85.25,329,28046,,,2,,,,1,24055,,28,,,,,,10,,,10,,42,,,,,3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.683020752,1223,346,,,19156,,7321,,,
2011,AL017,Albania,Elbasan,Gramsh,Albanians,0.857991829,Albanians,Others,Aromanians,Egyptians,Greeks,.,.,.,.,.,Other religions,Islam,Orthodoxy,Catholicism,.,.,.,.,.,.,18.67,1298,24231,,,,,,,,20790,,1,,,,,,229,,,,,28,,,,,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Others,0.565515249,404,96,,,10028,,13703,,,
2022,HN026,Hungary,Baranya,Komlói,Hungarians,0.825457389,Hungarians,Unstated,Roma,Germans,Others,Croats,Romanians,Serbs,Poles,Greeks,Not stated,Catholicism,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,52.33,611,31975,,18,,49,,6,,,,11,,,,19,,,26394,,1166,,,,,,,96,3229,,4,,6,,8,,10,,15,936,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.411321345,12,9031,1334,466,,7,57,7916,13152,
2011,AL001,Albania,Elbasan,Belsh,Albanians,0.899816225,Albanians,Others,Greeks,.,.,.,.,.,.,.,Islam,Other religions,Catholicism,Orthodoxy,.,.,.,.,.,.,56.51,337,19045,,,,,,,,17137,,1,,,,,,,,,,,,,,,,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.649566815,19,527,,,12371,,6128,,,
2011,AL042,Albania,Elbasan,Peqin,Albanians,0.918924089,Albanians,Others,Egyptians,Roma,Greeks,Macedonians,.,.,.,.,Islam,Other religions,Orthodoxy,Orthodoxy,.,.,.,.,.,.,72.4,361,26136,,,,,,,1,24017,,11,,,,,,,,,81,,177,,,,,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muslims,0.753060912,37,37,,,19682,,6380,,,
2022,HN024,Hungary,Baranya,Bólyi,Hungarians,0.746965201,Hungarians,Germans,Roma,Croats,Others,Serbs,Slovaks,Ukrainians,Romanians,Armenians,Catholicism,Not stated,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,.,.,.,24.39,456,11121,,12,,294,,1,,,,3,,,,5,,,8307,,544,,,,,,,49,,,1,,8,,6,,1,,3,1883,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catholics,0.502292959,5,5586,727,79,,,15,1052,3657,
2022,HN028,Hungary,Baranya,Pécsi,Hungarians,0.802756379,Hungarians,Unstated,Germans,Roma,Croats,Others,Serbs,Poles,Romanians,Greeks,Not stated,Catholicism,Atheism,Protestantism,Other Christians,Other religions,Orthodoxy,Judaism,.,.,133.73,1293,172908,,209,,2316,,79,,,,89,,,,98,,,138803,,2779,,,,,,,1805,20673,,56,,66,,73,,70,,100,5642,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,0.432999052,159,54434,9500,3131,,82,883,29850,74869,
