ID,Country,Province,District,Largest Group,Percent of Population,oneGroup,twoGroup,threeGroup,fourGroup,fiveGroup,sixGroup,sevenGroup,eightGroup,nineGroup,tenGroup,Area,Population,ethnicity,Bambara,Mandinka,Maninka,Konyanka Maninka,Mandjak,Marka,North Mande,South Mande,Jahanka,Jalunga,Fulah,Wolof,Lebu Wolof,Akan,Guan,Ga-Dangme,Ewe,Kabyé,Ouatchi,Kotokoli,Mina,Fon,Adja,Mole-Dagbani,Dagara,Nankana,Kasséna,Gurma,Gur,Kusaal,Senoufo,Minianka,Bobo,Bwamu,Koromfé,Bozo,Soninke,Songhay,Djerma,Kru,Grebo,Bassa,Belle,Krahn,Sapo,Dogon,Dogosé,Grusi,Tamasheq,Kissi,Temne,Limba,Loko,Mende,Gola,Gbandi,Loma,Susu,Yalunka,Koranko,Kuranko,Bijagos,Balanta-Ganja,Balanta-Mane,Jola-Fony,Mankanya,Papel,Mancanha,Serer,Soce,Bissa,Birifor,Lobi,Otamari,Kaansa,Karaboro,Hassaniya Arabic,Arabic,Hausa,Casamance Creole,Badyara,Baga,Bainouk,Bankagooma,Bariba,Bassari,Beafada,Biali,Dey,Dyan,Go,Gouin,Krim,Ko,Kono,Koussassé,Kpelle,Mano,Landoma,Lele,Mansoanca,Manya,Ménik,Mixifore,Moba,Mooré,Nalu,Ninkare,Nuna,Oniyan,Samo,Sem,Sherbro,Toussian,Turka,Wamey,Xasonga,Yoa-Lokpa,Losso ,Yoruba,French,English,Krio,Foreigners,Unknown,Others
SN016,Senegal,Kolda,Velingara,Fulah,0.846,Fulah,Soninke,Mandinka,Badyara,Wolof,Jola-Fony,Bambara,Soce,Jahanka,Oniyan,5486,271719,0,2174,8967,543,0,0,0,0,0,1087,0,229875,4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,2445,543,0,0,543,1630,0,0,0,0,0,0,0,272,0,272,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,543,0,0,0,0,272,0,0,0,0,272
SN013,Senegal,Sédhiou,"Goudomp, Sedhiou, Bounkiling",Mandinka,0.405,Mandinka,Fulah,Balanta-Ganja,Jola-Fony,Mandjak,Wolof,Soce,Mankanya,Serer,Jahanka,7358,441727,0,2209,178899,442,0,27829,0,0,0,2650,0,107781,19436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47707,0,31363,4417,0,0,3534,11485,0,0,0,0,0,0,0,0,0,0,0,0,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,442,0,0,0,0,882
SL001,Sierra Leone,Eastern,Kailahun,Mende,0.707,Mende,Kissi,Temne,Temne,Mandinka,Mandinka,Others,Limba,Foreigners,Loko,4151,526379,0,0,4737,0,0,0,0,0,0,0,0,4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123699,5264,3158,526,372150,0,0,0,526,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,526,1579,0,3161
SL002,Sierra Leone,Eastern,Kenema,Mende,0.834,Mende,Temne,Fulah,Mandinka,Limba,Kissi,Susu,Kono,Kono,Loko,6217,609891,0,0,13418,0,0,0,0,0,0,0,0,18907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5489,29275,10978,3049,508649,0,0,0,4269,610,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,1830,3659,0,610
SL003,Sierra Leone,Eastern,Kono,Kono,0.612,Kono,Temne,Kissi,Koranko,Limba,Fulah,Mandinka,Mende,Foreigners,Susu,5377,506100,0,0,17207,0,0,0,0,0,0,0,0,19232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32897,43525,22775,2024,16701,0,0,0,2531,2024,30366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,1518,3543,0,1012
SL004,Sierra Leone,Northern,Bombali,Temne,0.45,Temne,Limba,Loko,Susu,Fulah,Mandinka,Mende,Koranko,Kono,Kono,8216,606544,0,0,22442,0,0,0,0,0,0,0,0,26688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,272945,150423,73998,8492,0,0,0,39425,607,3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,1820,1820,0,1211
SL005,Sierra Leone,Northwestern,Kambia,Temne,0.548,Temne,Susu,Limba,Sherbro,Fulah,Mende,Mandinka,Foreigners,Others,Loko,3083,345474,0,0,1727,0,0,0,0,0,0,0,0,5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189320,61840,691,2418,0,0,0,71859,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8291,0,0,0,0,0,0,0,0,0,345,1382,0,1038
SL006,Sierra Leone,Northern,Koinadugu,Koranko,0.513,Koranko,Limba,Fulah,Yalunka,Mandinka,Temne,Mende,Kono,Kono,Susu,12398,409372,0,0,22106,0,0,0,0,0,0,0,0,48715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,13919,64681,409,1637,0,0,0,819,43393,210008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,1228,0,411
SL007,Sierra Leone,Northwestern,Port Loko,Temne,0.844,Temne,Susu,Limba,Mende,Fulah,Mandinka,Loko,Krio,Kono,Kono,5949,615376,0,0,4923,0,0,0,0,0,0,0,0,9231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,519377,25230,4308,10461,0,0,0,32000,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,2462,1231,0,615
SL008,Sierra Leone,Northern,Tonkolili,Temne,0.815,Temne,Limba,Koranko,Fulah,Fulah,Mandinka,Loko,Loko,Loko,Others,6363,531435,0,0,1594,0,0,0,0,0,0,0,0,4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433120,43046,1063,4783,0,0,0,531,0,38795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,1063,531,0,532
SL009,Sierra Leone,Southern,Bo,Mende,0.819,Mende,Temne,Fulah,Mandinka,Limba,Sherbro,Loko,Loko,Loko,Krio,5582,575478,0,0,14962,0,0,0,0,0,0,0,0,16113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,38557,9783,3453,471316,0,0,0,3453,575,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5179,0,0,0,0,0,0,0,0,0,2877,3453,0,578
SL010,Sierra Leone,Southern,Bonthe,Mende,0.724,Mende,Sherbro,Krim,Temne,Fulah,Susu,Susu,Mandinka,Mandinka,Kono,3695,200781,0,0,602,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,3212,602,201,145365,0,0,0,803,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13252,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32527,0,0,0,0,0,0,0,0,0,803,201,0,401
SL011,Sierra Leone,Southern,Moyamba,Mende,0.554,Mende,Temne,Sherbro,Fulah,Loko,Loko,Mandinka,Limba,Kono,Krio,6959,318588,0,0,2549,0,0,0,0,0,0,0,0,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,71045,2230,3186,176498,0,0,0,3186,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50655,0,0,0,0,0,0,0,0,0,956,637,0,955
SL012,Sierra Leone,Southern,Pujehun,Mende,0.958,Mende,Fulah,Fulah,Mandinka,Mandinka,Limba,Limba,Limba,Others,Kissi,3895,346461,0,0,1386,0,0,0,0,0,346,0,0,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,2425,1039,346,331910,0,0,0,346,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,346,1039,0,696
SL013,Sierra Leone,Western,Western Area Rural,Temne,0.474,Temne,Mende,Limba,Fulah,Loko,Krio,Sherbro,Mandinka,Susu,Kono,635,444270,0,0,11995,0,0,0,0,0,0,0,0,27100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,210584,50203,19992,56867,0,0,0,11107,1333,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14217,0,0,0,0,0,0,0,0,0,15105,3998,0,1777
SL014,Sierra Leone,Western,Western Area Urban,Temne,0.373,Temne,Mende,Limba,Fulah,Krio,Loko,Mandinka,Susu,Kono,Koranko,83,1055964,0,0,41183,0,0,0,0,0,0,0,0,77085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6336,393875,148891,52798,154171,0,0,0,32735,3168,16895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15839,0,0,0,0,0,0,0,0,0,65470,13728,0,9503
LB001,Liberia,Liberia,Liberia,Kpelle,0.2023,Kpelle,Bassa,Grebo,Go,Mano,Kru,Loma,Krahn,Kissi,Mandinka,95918,5250187,0,0,220168,0,0,0,0,0,200725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286922,517194,714035,36536,238514,55011,0,0,0,0,227654,0,0,0,87972,199593,154335,253728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16070,0,413772,0,0,0,0,0,1062102,377436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166471,21949
CI001,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Akan,0.3803,Akan,North Mande,Gur,Kru,South Mande,Others,Unknown,.,.,.,321547,22924530,0,0,0,0,0,0,0,5036063,1979228,0,0,0,0,0,8719232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028720,0,0,0,0,0,0,0,0,0,0,2092097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11052,58138
GB001,Guinea-Bissau,Tombali,Tombali,Balanta-Ganja,0.4691,Balanta-Ganja,Fulah,Nalu,Beafada,Mandinka,Susu,Papel,Sem,Bijagos,Mandjak,3465,94752,0,0,4611,0,0,1095,0,0,0,0,0,19829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839,0,0,0,1225,44445,156,61,0,1511,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,11037,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,69
GB002,Guinea-Bissau,Quinara,Quinara,Beafada,0.3667,Beafada,Balanta-Ganja,Fulah,Mandinka,Mansoanca,Papel,Mandjak,Bijagos,Mancanha,Sem,2956,64278,0,0,3224,0,0,1749,0,0,0,0,0,5077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,1581,22615,18,67,0,2214,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23571,0,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,0,0,0,0,231,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,17
GB003,Guinea-Bissau,Oio,Oio,Balanta-Ganja,0.4364,Balanta-Ganja,Mandinka,Fulah,Mansoanca,Mandjak,Balanta-Mane,Beafada,Papel,Mancanha,Sem,5472,226846,0,0,74709,0,0,6929,0,0,0,0,0,25326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,155,98998,4784,167,0,1676,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,8480,0,0,0,0,0,58,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,47
GB004,Guinea-Bissau,Biombo,Biombo,Papel,0.6474,Papel,Balanta-Ganja,Fulah,Mancanha,Mandjak,Mandinka,Jola-Fony,Bijagos,Mansoanca,Sem,757,99947,0,0,1621,0,0,2682,0,0,0,0,0,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,916,19396,163,1003,0,64710,2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,0,0,58,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,219
GB005,Guinea-Bissau,Bolama/Bijagos,Bolama/Bijagos,Bijagos,0.6431,Bijagos,Beafada,Papel,Mancanha,Mandinka,Balanta-Ganja,Fulah,Mandjak,Sem,Susu,1542,33385,0,0,1519,0,0,928,0,0,0,0,0,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,21471,1457,5,114,0,1875,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,58,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,65
GB006,Guinea-Bissau,Bafata,Bafata,Fulah,0.6002,Fulah,Mandinka,Balanta-Ganja,Mandjak,Sem,Beafada,Papel,Soninke,Mansoanca,Mancanha,5853,211662,0,0,48431,0,0,4755,0,0,0,0,0,127037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,214,17012,587,153,0,2316,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,0,0,58,0,0,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,192
GB007,Guinea-Bissau,Gabu,Gabu,Fulah,0.7957,Fulah,Mandinka,Balanta-Ganja,Sem,Soninke,Mandjak,Mansoanca,Beafada,Papel,Mancanha,9063,219811,0,0,31142,0,0,983,0,0,0,0,0,174903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,424,4007,164,59,0,565,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,58,0,0,0,0,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,270
GB008,Guinea-Bissau,Cacheu,Cacheu,Mandjak,0.3678,Mandjak,Balanta-Ganja,Jola-Fony,Mandinka,Fulah,Mancanha,Balanta-Mane,Papel,Sem,Mansoanca,4783,192010,0,0,11951,0,0,70627,0,0,0,0,0,9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,271,55345,7367,17429,0,4386,8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,58,0,0,0,0,3945,0,0,0,0,0,0,0,0,0,0,0,0,0,158
GB009,Guinea-Bissau,Sector Autonomo de Bissau,Sector Autonomo de Bissau,Balanta-Ganja,0.2049,Balanta-Ganja,Fulah,Papel,Mandinka,Mandjak,Mancanha,Sem,Beafada,Jola-Fony,Bijagos,83,404396,0,0,49998,0,0,37948,0,0,0,0,0,72938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,5703,82864,2048,7426,0,63348,31944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16268,0,0,0,0,0,0,0,0,0,0,0,0,0,5466,0,0,0,0,0,58,0,0,0,0,20223,0,0,0,0,0,0,0,0,0,0,0,0,0,2914
GM001,Gambia,Banjul,Banjul,Fulah,0.247,Fulah,Wolof,Mandinka,Serer,Jola-Fony,Bambara,Bambara,Soninke,Others,Mandjak,7,21982,0,835,4440,0,0,242,0,0,0,0,0,5430,5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,352
GM002,Gambia,Kanifing,Kanifing,Mandinka,0.315,Mandinka,Fulah,Jola-Fony,Wolof,Soninke,Serer,Mandjak,Others,Krio,Bambara,65,341915,0,3761,107703,0,0,9574,0,0,0,0,0,63254,48210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50603,0,0,0,15386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4787,0,0,6155
GM003,Gambia,Brikama,Brikama,Mandinka,0.403,Mandinka,Fulah,Jola-Fony,Wolof,Soninke,Serer,Mandjak,Others,Bambara,Krio,1746,1095708,0,7670,441570,0,0,25201,0,0,0,0,0,230099,131485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162165,0,0,0,27393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4383,0,0,17531
GM004,Gambia,Mansakonko,Mansakonko,Mandinka,0.506,Mandinka,Fulah,Wolof,Soninke,Jola-Fony,Mandjak,Bambara,Bambara,Others,Krio,1500,88251,0,530,44655,0,0,618,0,0,0,0,0,31594,5648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,352
GM005,Gambia,Kerewan,Kerewan,Wolof,0.346,Wolof,Mandinka,Fulah,Serer,Bambara,Mandjak,Others,Jola-Fony,Soninke,Krio,2250,242024,0,12101,65831,0,0,1936,0,0,0,0,0,54455,83740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,18878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,1695
GM006,Gambia,Kuntaur,Kuntaur,Fulah,0.417,Fulah,Wolof,Mandinka,Bambara,Bambara,Serer,Soninke,Soninke,Mandjak,.,1632,116164,0,581,25440,0,0,116,0,0,0,0,0,48440,40077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
GM007,Gambia,Janjanbureh,Janjanbureh,Fulah,0.415,Fulah,Wolof,Mandinka,Soninke,Bambara,Bambara,Others,Serer,Mandjak,.,1405,145133,0,726,33090,0,0,290,0,0,0,0,0,60230,39912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725
GM008,Gambia,Basse,Basse,Soninke,0.371,Soninke,Fulah,Mandinka,Bambara,Bambara,Jola-Fony,Serer,Others,Mandjak,.,2079,254889,0,1529,72134,0,0,255,0,0,0,0,0,83094,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
BF001,Burkina Faso,Boucle Du Mouhoun,Balé,Mooré,0.292,Mooré,Bwamu,Marka,Fulah,Others,Ko,Nuna,Bambara,Bobo,Samo,4543,297468,0,10709,0,0,0,0,49082,0,0,0,0,20823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,75557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19038,0,0,0,0,0,0,0,0,0,0,0,86861,0,0,12196,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20228
BF002,Burkina Faso,Boucle Du Mouhoun,Banwa,Mooré,0.515,Mooré,Bobo,Bwamu,Marka,Fulah,Bambara,Bambara,Others,Dogon,.,5905,346989,0,12492,0,0,0,0,19431,0,0,0,0,18390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57947,35046,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178699,0,0,0,0,12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9716
